object,stimulus,angle,response,time
low,76,43.00,right,1468915789.346125
mid,64,37.00,left,1468915795.453344
mid,52,31.00,left,1468915796.795719
low,65,37.50,left,1468915798.181208
low,83,46.50,right,1468915799.591921
mid,4,7.00,left,1468915801.017682
low,68,39.00,right,1468915802.496866
high,105,57.50,right,1468915804.018125
mid,80,45.00,right,1468915805.635553
high,35,22.50,left,1468915807.117195
high,83,46.50,right,1468915808.556109
high,42,26.00,left,1468915810.091607
mid,10,10.00,left,1468915811.722101
high,37,23.50,left,1468915813.284973
mid,47,28.50,left,1468915814.532163
high,34,22.00,left,1468915816.026346
high,54,32.00,right,1468915817.507591
low,54,32.00,left,1468915818.946659
low,64,37.00,left,1468915820.536247
mid,84,47.00,right,1468915821.987699
low,96,53.00,right,1468915823.508820
mid,11,10.50,left,1468915825.085023
high,110,60.00,right,1468915826.427074
low,114,62.00,right,1468915828.059463
mid,55,32.50,left,1468915829.525571
mid,32,21.00,left,1468915830.979950
low,17,13.50,left,1468915832.474015
high,11,10.50,left,1468915834.148644
mid,90,50.00,right,1468915835.492167
high,87,48.50,right,1468915837.056690
high,106,58.00,right,1468915838.619573
mid,18,14.00,left,1468915840.072530
low,77,43.50,right,1468915841.567220
low,107,58.50,right,1468915843.048213
high,4,7.00,left,1468915844.513427
low,36,23.00,left,1468915846.199921
low,34,22.00,left,1468915847.568732
mid,38,24.00,left,1468915849.050019
high,45,27.50,left,1468915850.638520
high,12,11.00,left,1468915852.200705
mid,79,44.50,right,1468915853.557296
high,78,44.00,right,1468915854.955677
mid,6,8.00,left,1468915856.409239
low,102,56.00,right,1468915858.012985
mid,31,20.50,left,1468915859.452899
low,78,44.00,right,1468915860.878623
low,101,55.50,right,1468915862.412115
high,107,58.50,right,1468915864.180797
mid,40,25.00,left,1468915865.441940
high,66,38.00,right,1468915866.921052
low,74,42.00,right,1468915868.525524
high,76,43.00,right,1468915870.005609
high,50,30.00,left,1468915871.815083
mid,70,40.00,right,1468915873.075942
mid,9,9.50,left,1468915874.569233
mid,59,34.50,right,1468915876.118142
high,93,51.50,right,1468915877.639339
low,100,55.00,right,1468915879.120482
low,82,46.00,right,1468915880.696089
low,97,53.50,right,1468915882.231403
mid,100,55.00,right,1468915883.670178
high,18,14.00,left,1468915885.275267
high,91,50.50,right,1468915886.755077
low,109,59.50,right,1468915888.317725
high,67,38.50,left,1468915889.826073
high,84,47.00,right,1468915891.251557
low,8,9.00,left,1468915892.882168
low,52,31.00,right,1468915894.402818
mid,69,39.50,right,1468915896.047256
low,5,7.50,left,1468915897.650803
mid,116,63.00,right,1468915899.035827
mid,111,60.50,right,1468915900.612550
mid,51,30.50,left,1468915902.214918
high,0,5.00,left,1468915903.764838
high,6,8.00,left,1468915905.162305
high,19,14.50,left,1468915906.575357
low,45,27.50,left,1468915908.042074
mid,107,58.50,right,1468915909.564435
low,89,49.50,right,1468915911.057714
mid,104,57.00,right,1468915912.675677
low,88,49.00,left,1468915914.293170
mid,12,11.00,right,1468915915.869521
low,50,30.00,left,1468915917.391013
high,7,8.50,left,1468915918.815337
high,115,62.50,right,1468915920.226661
high,94,52.00,right,1468915921.666572
high,41,25.50,left,1468915923.187384
low,60,35.00,left,1468915924.778477
mid,74,42.00,left,1468915926.258954
mid,88,49.00,right,1468915927.793823
low,39,24.50,left,1468915929.247755
high,92,51.00,right,1468915930.699753
low,6,8.00,left,1468915932.180293
mid,0,5.00,left,1468915933.590949
low,94,52.00,right,1468915935.056512
mid,102,56.00,right,1468915936.619203
mid,24,17.00,left,1468915938.142235
low,115,62.50,right,1468915939.637608
high,100,55.00,right,1468915941.078199
low,26,18.00,left,1468915942.722731
low,53,31.50,left,1468915944.203527
mid,65,37.50,left,1468915945.876430
high,53,31.50,left,1468915947.165704
low,32,21.00,left,1468915948.740680
high,58,34.00,right,1468915950.329951
mid,25,17.50,left,1468915951.658780
high,59,34.50,right,1468915953.045456
mid,106,58.00,right,1468915954.718199
low,58,34.00,left,1468915956.022738
mid,42,26.00,right,1468915957.529950
high,26,18.00,left,1468915959.092794
high,99,54.50,right,1468915960.490412
low,55,32.50,left,1468915961.985726
high,82,46.00,right,1468915963.479592
low,67,38.50,left,1468915965.111529
mid,98,54.00,right,1468915966.564683
mid,20,15.00,left,1468915968.125623
low,24,17.00,left,1468915969.620698
mid,60,35.00,left,1468915971.168821
high,114,62.00,right,1468915972.718360
low,42,26.00,right,1468916006.581661
low,79,44.50,right,1468916008.118156
high,68,39.00,right,1468916009.557164
high,77,43.50,right,1468916010.968230
mid,15,12.50,left,1468916012.571002
mid,94,52.00,right,1468916013.913635
mid,108,59.00,right,1468916015.419785
high,74,42.00,right,1468916016.872989
mid,14,12.00,left,1468916018.434958
high,46,28.00,right,1468916019.846997
low,81,45.50,right,1468916021.394861
low,19,14.50,left,1468916022.915521
mid,101,55.50,right,1468916024.299815
mid,26,18.00,left,1468916025.875819
mid,1,5.50,left,1468916027.561599
high,27,18.50,left,1468916028.974812
high,71,40.50,right,1468916030.332123
high,44,27.00,right,1468916031.839409
low,12,11.00,left,1468916033.182408
mid,97,53.50,right,1468916034.648507
low,44,27.00,left,1468916036.087211
high,14,12.00,right,1468916037.596319
low,108,59.00,right,1468916039.215154
low,105,57.50,right,1468916040.776914
low,56,33.00,left,1468916042.353973
low,95,52.50,right,1468916043.819196
low,103,56.50,right,1468916045.272118
mid,109,59.50,right,1468916046.601364
high,101,55.50,right,1468916048.042056
low,48,29.00,left,1468916049.547977
mid,56,33.00,right,1468916051.068804
mid,44,27.00,left,1468916052.755866
mid,82,46.00,right,1468916054.140935
high,65,37.50,right,1468916055.594898
high,24,17.00,left,1468916056.965719
high,13,11.50,left,1468916058.556464
high,112,61.00,right,1468916060.037135
low,30,20.00,left,1468916061.613242
mid,34,22.00,left,1468916063.081180
low,15,12.50,left,1468916064.519935
high,96,53.00,right,1468916066.068258
low,59,34.50,right,1468916067.604628
mid,27,18.50,left,1468916069.154761
mid,57,33.50,left,1468916070.580154
high,86,48.00,right,1468916072.144465
high,80,45.00,right,1468916073.638802
low,31,20.50,left,1468916075.106687
mid,21,15.50,left,1468916076.517320
high,89,49.50,right,1468916078.134124
mid,45,27.50,right,1468916079.641315
low,70,40.00,right,1468916081.203754
high,85,47.50,right,1468916082.725281
high,70,40.00,right,1468916084.095467
low,72,41.00,left,1468916085.752614
low,113,61.50,right,1468916087.124931
mid,48,29.00,right,1468916088.589810
mid,62,36.00,right,1468916090.002865
high,39,24.50,right,1468916091.661852
low,84,47.00,right,1468916093.198352
mid,50,30.00,right,1468916094.623346
high,22,16.00,left,1468916096.144905
low,61,35.50,left,1468916097.750421
mid,81,45.50,right,1468916099.189016
mid,16,13.00,left,1468916100.739907
high,10,10.00,left,1468916102.289314
low,110,60.00,right,1468916103.553174
low,11,10.50,left,1468916105.060537
mid,66,38.00,right,1468916106.513374
high,36,23.00,left,1468916108.046207
mid,103,56.50,right,1468916109.361035
high,1,5.50,left,1468916110.827616
low,18,14.00,left,1468916112.431168
mid,46,28.00,left,1468916113.937340
mid,28,19.00,left,1468916115.430029
high,56,33.00,right,1468916116.869717
low,0,5.00,left,1468916118.461322
low,2,6.00,left,1468916119.941052
low,1,5.50,left,1468916121.448383
high,95,52.50,right,1468916122.956376
low,111,60.50,right,1468916124.422999
high,28,19.00,left,1468916125.874736
mid,96,53.00,right,1468916127.341564
mid,23,16.50,left,1468916128.875553
high,48,29.00,left,1468916130.616932
high,55,32.50,right,1468916132.205825
low,49,29.50,left,1468916133.564799
high,51,30.50,right,1468916135.114486
low,98,54.00,right,1468916136.690542
mid,67,38.50,right,1468916138.227138
high,2,6.00,left,1468916139.748673
mid,72,41.00,right,1468916141.283897
mid,22,16.00,left,1468916142.682644
low,23,16.50,left,1468916144.285975
mid,54,32.00,right,1468916145.739095
low,51,30.50,right,1468916147.260727
high,23,16.50,left,1468916148.672182
high,108,59.00,right,1468916150.083531
mid,35,22.50,left,1468916151.522878
mid,112,61.00,right,1468916153.085471
low,14,12.00,left,1468916154.524123
low,73,41.50,right,1468916156.072986
low,40,25.00,left,1468916157.511967
low,66,38.00,right,1468916159.061744
high,20,15.00,right,1468916160.706551
mid,78,44.00,right,1468916162.118941
mid,105,57.50,right,1468916163.612697
high,102,56.00,right,1468916165.024270
high,15,12.50,left,1468916166.545279
mid,110,60.00,right,1468916167.889128
high,9,9.50,left,1468916169.533959
high,49,29.50,right,1468916171.095485
high,33,21.50,left,1468916172.521132
low,69,39.50,right,1468916174.179204
mid,49,29.50,left,1468916175.947230
high,72,41.00,right,1468916177.057078
low,93,51.50,right,1468916178.509461
low,37,23.50,left,1468916180.083415
mid,68,39.00,right,1468916181.562594
low,16,13.00,left,1468916182.987702
mid,95,52.50,right,1468916184.507837
low,9,9.50,right,1468916218.398878
low,47,28.50,left,1468916219.770135
mid,37,23.50,left,1468916221.045263
high,75,42.50,right,1468916222.566955
mid,89,49.50,right,1468916224.157488
low,10,10.00,left,1468916225.666690
mid,91,50.50,right,1468916227.230576
low,29,19.50,left,1468916228.683618
mid,39,24.50,left,1468916230.219616
high,73,41.50,right,1468916231.617850
high,117,63.50,right,1468916233.097757
high,43,26.50,left,1468916234.536827
low,86,48.00,right,1468916236.058835
mid,17,13.50,left,1468916237.702838
low,106,58.00,right,1468916239.223768
low,38,24.00,left,1468916240.594368
mid,75,42.50,right,1468916242.005066
high,104,57.00,right,1468916243.540110
mid,73,41.50,left,1468916244.979022
high,118,64.00,right,1468916246.513811
high,57,33.50,right,1468916248.116110
mid,41,25.50,right,1468916249.691670
high,40,25.00,left,1468916251.295629
low,116,63.00,right,1468916252.651819
low,119,64.50,right,1468916254.145514
high,90,50.00,right,1468916255.720229
low,92,51.00,right,1468916257.228864
mid,36,23.00,left,1468916258.819223
low,85,47.50,right,1468916259.984067
mid,61,35.50,right,1468916261.532002
low,99,54.50,right,1468916263.026810
high,21,15.50,left,1468916264.561623
mid,29,19.50,right,1468916266.112162
high,8,9.00,left,1468916267.564288
mid,87,48.50,right,1468916269.071353
high,29,19.50,left,1468916270.647300
mid,76,43.00,right,1468916272.072989
low,62,36.00,right,1468916273.688939
low,117,63.50,right,1468916275.183506
low,4,7.00,left,1468916276.718444
high,16,13.00,left,1468916278.253313
mid,118,64.00,right,1468916279.789909
low,104,57.00,right,1468916281.243188
mid,63,36.50,right,1468916282.765515
high,63,36.50,left,1468916284.164632
high,5,7.50,left,1468916285.740612
high,113,61.50,right,1468916287.209091
mid,92,51.00,right,1468916288.620389
low,43,26.50,left,1468916290.046116
mid,85,47.50,right,1468916291.690445
low,75,42.50,right,1468916293.183505
low,35,22.50,left,1468916294.677394
high,47,28.50,right,1468916296.237799
high,109,59.50,right,1468916297.622633
high,62,36.00,right,1468916299.185526
mid,71,40.50,right,1468916300.694376
mid,13,11.50,left,1468916302.092838
low,21,15.50,left,1468916303.560063
high,17,13.50,left,1468916305.013807
mid,43,26.50,left,1468916306.439600
low,7,8.50,left,1468916308.042894
low,57,33.50,right,1468916309.494467
mid,5,7.50,left,1468916310.975982
mid,115,62.50,right,1468916312.441624
high,119,64.50,right,1468916314.019168
mid,117,63.50,right,1468916315.567354
low,87,48.50,right,1468916317.129299
mid,119,64.50,right,1468916318.608583
high,52,31.00,left,1468916320.157385
low,90,50.00,right,1468916321.569798
high,69,39.50,right,1468916323.104456
high,97,53.50,right,1468916324.489372
mid,83,46.50,right,1468916326.023562
low,28,19.00,left,1468916327.504019
low,46,28.00,right,1468916328.970688
high,25,17.50,left,1468916330.492530
mid,30,20.00,left,1468916332.067626
high,88,49.00,right,1468916333.670395
mid,113,61.50,right,1468916335.165602
high,31,20.50,right,1468916336.701208
low,3,6.50,left,1468916338.262171
mid,2,6.00,left,1468916339.605501
high,111,60.50,right,1468916341.100062
low,91,50.50,right,1468916342.607328
low,71,40.50,right,1468916344.102992
high,81,45.50,right,1468916345.527646
mid,33,21.50,left,1468916347.047852
high,116,63.00,right,1468916348.430805
low,80,45.00,left,1468916350.130481
high,103,56.50,right,1468916351.486684
mid,77,43.50,right,1468916353.008607
high,61,35.50,right,1468916354.531459
mid,3,6.50,left,1468916356.120382
mid,7,8.50,left,1468916357.586823
low,13,11.50,left,1468916359.025628
low,20,15.00,left,1468916360.425283
high,3,6.50,left,1468916362.070813
mid,8,9.00,left,1468916363.358929
low,22,16.00,left,1468916364.881811
mid,114,62.00,right,1468916366.430006
mid,93,51.50,right,1468916367.991826
mid,99,54.50,right,1468916369.513671
low,33,21.50,left,1468916371.116959
low,118,64.00,right,1468916372.555192
high,38,24.00,left,1468916374.186980
high,30,20.00,left,1468916375.831418
high,79,44.50,right,1468916377.214954
low,25,17.50,left,1468916378.763856
high,60,35.00,right,1468916380.188578
low,41,25.50,left,1468916381.695967
mid,53,31.50,left,1468916383.161915
low,27,18.50,left,1468916384.585572
mid,58,34.00,left,1468916386.229932
high,98,54.00,right,1468916387.629814
low,112,61.00,right,1468916389.041330
low,63,36.50,left,1468916390.767942
high,64,37.00,right,1468916392.383963
mid,86,48.00,right,1468916393.810397
mid,19,14.50,left,1468916395.180506
high,32,21.00,left,1468916396.713440
