stimulus,angle,response,time
10,-25.00,right,1479217144.285740
42,-9.00,right,1479217145.742555
91,15.50,left,1479217147.402974
38,-11.00,right,1479217148.724013
28,-16.00,right,1479217150.222104
109,24.50,left,1479217151.774301
85,12.50,left,1479217153.395481
26,-17.00,right,1479217154.770900
17,-21.50,right,1479217156.445213
58,-1.00,left,1479217158.173292
20,-20.00,right,1479217159.643801
116,28.00,left,1479217161.155869
51,-4.50,right,1479217162.449162
105,22.50,left,1479217164.096734
39,-10.50,right,1479217165.498952
117,28.50,left,1479217167.214336
78,9.00,right,1479217168.752816
52,-4.00,right,1479217170.331923
4,-28.00,right,1479217171.789391
55,-2.50,right,1479217173.382238
71,5.50,right,1479217174.865931
5,-27.50,right,1479217176.458286
103,21.50,left,1479217178.132242
111,25.50,left,1479217179.561242
65,2.50,left,1479217181.249160
23,-18.50,right,1479217182.542190
3,-28.50,right,1479217184.094171
36,-12.00,right,1479217185.646454
76,8.00,left,1479217187.185290
112,26.00,left,1479217188.615034
13,-23.50,right,1479217189.908354
102,21.00,left,1479217191.502126
82,11.00,left,1479217192.944671
46,-7.00,right,1479217194.567941
44,-8.00,right,1479217195.902252
12,-24.00,right,1479217197.358549
1,-29.50,right,1479217198.841311
70,5.00,left,1479217200.624851
90,15.00,right,1479217201.891127
74,7.00,left,1479217203.470348
19,-20.50,right,1479217204.899307
69,4.50,right,1479217206.382526
61,0.50,NA,0.000000
53,-3.50,NA,0.000000
56,-2.00,right,1479217210.861565
7,-26.50,left,1479217212.345475
64,2.00,left,1479217213.910833
86,13.00,left,1479217215.477082
79,9.50,left,1479217216.852227
94,17.00,left,1479217218.350404
68,4.00,left,1479217220.093345
81,10.50,left,1479217221.469065
115,27.50,left,1479217223.143079
73,6.50,left,1479217224.817042
2,-29.00,right,1479217226.165263
77,8.50,right,1479217227.663253
60,0.00,NA,0.000000
33,-13.50,right,1479217230.808280
34,-13.00,right,1479217232.143609
47,-6.50,right,1479217233.613786
9,-25.50,right,1479217235.179717
41,-9.50,right,1479217236.636067
43,-8.50,right,1479217238.106660
118,29.00,left,1479217239.631288
62,1.00,left,1479217241.128344
100,20.00,left,1479217242.666664
57,-1.50,right,1479217244.272304
84,12.00,left,1479217245.551628
110,25.00,left,1479217247.076688
87,13.50,left,1479217248.478500
32,-14.00,right,1479217249.893998
18,-21.00,right,1479217251.377040
37,-11.50,right,1479217252.778735
16,-22.00,right,1479217254.344311
22,-19.00,right,1479217255.841820
80,10.00,left,1479217257.515955
49,-5.50,right,1479217258.999840
0,-30.00,right,1479217260.606142
8,-26.00,right,1479217262.076610
108,24.00,left,1479217263.629590
101,20.50,left,1479217265.086103
11,-24.50,right,1479217266.516314
89,14.50,left,1479217268.000738
98,19.00,left,1479217269.526079
21,-19.50,right,1479217270.927783
50,-5.00,right,1479217272.465489
113,26.50,left,1479217273.976335
67,3.50,left,1479217275.350845
119,29.50,left,1479217276.984359
24,-18.00,right,1479217278.359364
99,19.50,left,1479217279.938233
95,17.50,left,1479217281.504372
92,16.00,left,1479217282.920192
97,18.50,left,1479217284.403670
66,3.00,left,1479217285.914318
15,-22.50,left,1479217287.370334
30,-15.00,right,1479217288.921985
59,-0.50,right,1479217290.541293
27,-16.50,right,1479217291.971227
96,18.00,left,1479217293.523046
83,11.50,left,1479217295.130102
40,-10.00,right,1479217296.586690
14,-23.00,right,1479217298.016047
48,-6.00,right,1479217299.512798
93,16.50,left,1479217300.997351
35,-12.50,right,1479217302.399814
6,-27.00,right,1479217303.924329
29,-15.50,right,1479217305.476571
75,7.50,left,1479217307.165611
63,1.50,left,1479217308.703586
54,-3.00,left,1479217310.160032
45,-7.50,right,1479217311.875101
25,-17.50,right,1479217313.223481
104,22.00,left,1479217314.762518
114,27.00,left,1479217316.287955
107,23.50,left,1479217317.770964
106,23.00,left,1479217319.307760
72,6.00,left,1479217320.763361
31,-14.50,right,1479217322.166002
88,14.00,left,1479217323.867804
