stimulus,angle,response,time
32,-14.00,right,1474615109.001594
88,14.00,right,1474615117.981317
34,-13.00,left,1474615119.531051
80,10.00,right,1474615121.105845
98,19.00,right,1474615122.612551
90,15.00,right,1474615124.092652
15,-22.50,left,1474615125.653874
79,9.50,right,1474615127.216023
47,-6.50,left,1474615128.791966
112,26.00,right,1474615130.315903
49,-5.50,left,1474615131.811002
11,-24.50,left,1474615133.552377
35,-12.50,left,1474615134.935620
52,-4.00,left,1474615136.319575
42,-9.00,left,1474615137.718379
107,23.50,right,1474615139.241299
56,-2.00,right,1474615141.063479
65,2.50,left,1474615142.420800
5,-27.50,left,1474615144.024579
76,8.00,right,1474615145.613627
2,-29.00,left,1474615146.806129
40,-10.00,left,1474615148.436411
23,-18.50,left,1474615149.901526
94,17.00,right,1474615151.339521
106,23.00,right,1474615152.848526
7,-26.50,left,1474615154.400795
51,-4.50,left,1474615155.923891
30,-15.00,left,1474615157.362812
62,1.00,left,1474615159.073823
109,24.50,right,1474615160.335754
33,-13.50,right,1474615161.856584
26,-17.00,left,1474615163.486776
101,20.50,right,1474615164.994289
13,-23.50,left,1474615166.364807
69,4.50,right,1474615168.038139
16,-22.00,left,1474615169.230160
10,-25.00,left,1474615170.805520
92,16.00,right,1474615172.353509
110,25.00,right,1474615173.929742
83,11.50,right,1474615175.463420
70,5.00,right,1474615177.025847
57,-1.50,right,1474615178.587179
93,16.50,right,1474615179.901784
31,-14.50,left,1474615181.532110
97,18.50,right,1474615183.122973
44,-8.00,right,1474615184.616672
117,28.50,right,1474615186.206073
73,6.50,left,1474615187.822877
41,-9.50,left,1474615189.314817
103,21.50,right,1474615190.714112
12,-24.00,right,1474615192.112711
63,1.50,left,1474615193.880537
104,22.00,left,1474615195.415049
55,-2.50,left,1474615197.003531
60,0.00,left,1474615198.470563
36,-12.00,left,1474615199.990380
115,27.50,right,1474615201.441719
102,21.00,right,1474615202.948255
99,19.50,right,1474615204.399625
22,-19.00,left,1474615206.180847
18,-21.00,left,1474615207.523541
17,-21.50,left,1474615208.906134
67,3.50,right,1474615210.428238
4,-28.00,left,1474615211.880924
111,25.50,right,1474615213.431345
58,-1.00,left,1474615215.103124
116,28.00,right,1474615216.308612
8,-26.00,left,1474615217.924715
19,-20.50,left,1474615219.323946
48,-6.00,left,1474615221.077384
118,29.00,right,1474615222.337834
21,-19.50,left,1474615223.898410
39,-10.50,left,1474615225.419342
59,-0.50,left,1474615227.009227
87,13.50,left,1474615228.584062
28,-16.00,right,1474615230.105117
96,18.00,right,1474615231.614634
37,-11.50,left,1474615233.083968
29,-15.50,left,1474615234.391575
20,-20.00,left,1474615235.970571
54,-3.00,left,1474615237.478811
114,27.00,right,1474615238.959022
50,-5.00,left,1474615240.616212
72,6.00,left,1474615242.097655
85,12.50,right,1474615243.550869
75,7.50,right,1474615244.921568
64,2.00,right,1474615246.718038
3,-28.50,left,1474615247.896569
91,15.50,right,1474615249.447776
38,-11.00,left,1474615250.981564
78,9.00,right,1474615252.296757
24,-18.00,left,1474615253.682524
61,0.50,left,1474615255.382006
71,5.50,right,1474615256.984852
27,-16.50,left,1474615258.233494
84,12.00,right,1474615259.756569
119,29.50,right,1474615261.223605
74,7.00,right,1474615262.994975
89,14.50,right,1474615264.363919
45,-7.50,right,1474615265.884217
95,17.50,right,1474615267.528035
66,3.00,left,1474615269.173267
113,26.50,right,1474615270.598308
86,13.00,right,1474615272.105698
53,-3.50,left,1474615273.544268
77,8.50,right,1474615275.079164
14,-23.00,left,1474615276.571849
82,11.00,right,1474615278.067095
9,-25.50,left,1474615279.588838
68,4.00,right,1474615281.180664
25,-17.50,left,1474615282.647416
100,20.00,right,1474615284.142444
105,22.50,right,1474615285.690744
6,-27.00,left,1474615287.200303
108,24.00,right,1474615288.707342
81,10.50,right,1474615290.365370
46,-7.00,left,1474615291.915142
43,-8.50,right,1474615293.258493
0,-30.00,left,1474615294.862135
1,-29.50,left,1474615296.273177
