object,stimulus,angle,response,time
high,87,48.50,right,1487334681.031613
high,40,25.00,left,1487334682.243165
mid,75,42.50,right,1487334683.822997
low,13,11.50,left,1487334685.130232
low,93,51.50,right,1487334686.737098
mid,105,57.50,right,1487334688.057179
mid,56,33.00,left,1487334689.785973
low,90,50.00,left,1487334691.365434
high,89,49.50,right,1487334692.522140
high,52,31.00,right,1487334694.209740
mid,86,48.00,right,1487334695.665342
low,29,19.50,left,1487334697.288389
mid,83,46.50,left,1487334698.704100
low,3,6.50,left,1487334700.228964
high,118,64.00,right,1487334701.563324
high,76,43.00,right,1487334703.236585
low,95,52.50,right,1487334704.694132
low,19,14.50,left,1487334706.205167
mid,79,44.50,left,1487334707.920101
high,58,34.00,right,1487334709.335323
mid,59,34.50,right,1487334710.942318
high,24,17.00,left,1487334712.412468
low,110,60.00,right,1487334713.977935
mid,103,56.50,right,1487334715.380570
low,2,6.00,left,1487334716.877686
high,21,15.50,left,1487334718.511703
low,14,12.00,left,1487334719.968804
low,75,42.50,right,1487334721.942844
mid,43,26.50,right,1487334723.195377
mid,29,19.50,left,1487334724.489022
high,113,61.50,right,1487334726.082339
high,107,58.50,right,1487334727.511453
mid,32,21.00,left,1487334728.981922
high,66,38.00,right,1487334730.955293
low,18,14.00,left,1487334732.111773
mid,87,48.50,right,1487334733.567524
mid,7,8.50,left,1487334734.873675
high,70,40.00,right,1487334736.683839
high,12,11.00,left,1487334738.112969
low,65,37.50,right,1487334739.732250
low,0,5.00,left,1487334741.080144
low,47,28.50,left,1487334743.081993
low,115,62.50,right,1487334744.265380
mid,102,56.00,right,1487334745.952762
mid,10,10.00,left,1487334747.382643
mid,25,17.50,left,1487334748.784395
high,90,50.00,right,1487334750.391430
high,35,22.50,left,1487334751.739508
mid,81,45.50,right,1487334753.292388
low,51,30.50,left,1487334754.844141
low,108,59.00,right,1487334756.246574
high,72,41.00,right,1487334757.907078
low,111,60.50,right,1487334759.337198
low,98,54.00,right,1487334760.739623
high,99,54.50,right,1487334762.250295
mid,36,23.00,left,1487334763.747675
high,83,46.50,right,1487334765.176096
high,119,64.50,right,1487334766.606286
mid,54,32.00,left,1487334768.143943
mid,45,27.50,left,1487334769.600837
low,4,7.00,left,1487334771.097201
mid,115,62.50,right,1487334772.676162
high,78,44.00,right,1487334774.160100
high,101,55.50,right,1487334775.862423
low,89,49.50,right,1487334777.455597
low,12,11.00,left,1487334778.830736
high,14,12.00,left,1487334780.437340
low,52,31.00,left,1487334782.003697
mid,72,41.00,left,1487334783.445170
mid,12,11.00,left,1487334784.888695
high,68,39.00,left,1487334786.426376
mid,41,25.50,left,1487334787.924050
low,35,22.50,left,1487334789.422103
low,109,59.50,right,1487334790.919682
mid,1,5.50,left,1487334792.361825
high,114,62.00,right,1487334793.722382
high,39,24.50,left,1487334795.396670
mid,96,53.00,right,1487334796.662685
mid,0,5.00,left,1487334798.132374
mid,11,10.50,left,1487334799.792725
high,15,12.50,left,1487334801.153685
low,46,28.00,left,1487334802.909041
high,86,48.00,right,1487334804.160100
low,38,24.00,left,1487334805.766610
low,41,25.50,left,1487334807.290809
high,19,14.50,left,1487334808.692453
low,57,33.50,left,1487334810.394389
high,61,35.50,right,1487334811.755192
mid,65,37.50,right,1487334813.211972
low,31,20.50,left,1487334814.695662
high,117,63.50,right,1487334816.247333
high,62,36.00,right,1487334817.744598
mid,74,42.00,right,1487334819.351190
mid,60,35.00,right,1487334820.957073
mid,39,24.50,right,1487334822.496237
low,101,55.50,left,1487334823.666409
low,8,9.00,left,1487334825.231841
mid,111,60.50,right,1487334826.592096
high,73,41.50,right,1487334828.102196
low,92,51.00,right,1487334829.694143
mid,64,37.00,left,1487334831.340111
high,5,7.50,left,1487334832.537637
mid,37,23.50,left,1487334833.939741
low,25,17.50,left,1487334835.424256
mid,2,6.00,left,1487334836.908212
high,85,47.50,right,1487334838.514096
low,26,18.00,left,1487334840.065716
high,3,6.50,left,1487334841.562812
high,49,29.50,right,1487334843.358754
low,119,64.50,right,1487334844.720470
mid,100,55.00,right,1487334846.340152
mid,31,20.50,left,1487334848.028105
low,54,32.00,left,1487334849.307818
low,63,36.50,left,1487334850.777167
