object,obj.idx,table,tab.idx,time
mid,69,hor,60,1474532830.518437
mid,24,hor,60,1474532831.911454
low,32,hor,60,1474532833.372038
low,34,hor,60,1474532834.926435
high,14,hor,60,1474532836.520116
high,83,hor,60,1474532838.044631
high,17,hor,60,1474532839.537924
low,76,hor,60,1474532840.960851
mid,35,hor,60,1474532842.480940
low,72,hor,60,1474532843.974348
mid,19,hor,60,1474532845.527995
high,105,hor,60,1474532846.952269
high,49,hor,60,1474532848.410521
mid,45,hor,60,1474532849.996851
mid,88,hor,60,1474532851.450589
mid,115,hor,60,1474532852.972352
high,71,hor,60,1474532854.557947
mid,112,hor,60,1474532856.018251
low,27,hor,60,1474532857.540802
low,117,hor,60,1474532859.062777
high,15,hor,60,1474532860.587686
low,85,hor,60,1474532862.178937
high,89,hor,60,1474532863.732348
low,96,hor,60,1474532865.223000
low,46,hor,60,1474532866.679392
high,115,hor,60,1474532868.267917
mid,99,hor,60,1474532869.822948
low,83,hor,60,1474532871.312112
high,93,hor,60,1474532872.733948
low,19,hor,60,1474532874.253735
high,64,hor,60,1474532875.779889
high,79,hor,60,1474532877.334715
mid,97,hor,60,1474532878.859391
low,92,hor,60,1474532880.313256
mid,25,hor,60,1474532881.838944
mid,63,hor,60,1474532883.294031
high,33,hor,60,1474532884.815353
mid,80,hor,60,1474532886.276366
mid,118,hor,60,1474532887.798393
high,75,hor,60,1474532889.321557
mid,66,hor,60,1474532890.843515
mid,104,hor,60,1474532892.430515
low,97,hor,60,1474532894.017949
high,68,hor,60,1474532895.508025
low,79,hor,60,1474532897.027957
low,4,hor,60,1474532898.552141
low,18,hor,60,1474532899.974025
high,87,hor,60,1474532901.400309
low,88,hor,60,1474532902.956806
high,88,hor,60,1474532904.514737
high,59,hor,60,1474532905.938919
mid,14,hor,60,1474532907.460991
low,103,hor,60,1474532908.986932
mid,110,hor,60,1474532910.509355
mid,100,hor,60,1474532912.063747
mid,89,hor,60,1474532913.620563
high,13,hor,60,1474532915.044423
low,108,hor,60,1474532916.633533
high,52,hor,60,1474532918.059802
low,38,hor,60,1474532919.480737
low,113,hor,60,1474532920.903986
mid,105,hor,60,1474532922.459012
low,3,hor,60,1474532923.885703
high,73,hor,60,1474532925.440551
high,12,hor,60,1474532926.895310
mid,21,hor,60,1474532928.518180
low,48,hor,60,1474532930.041372
mid,49,hor,60,1474532931.564626
high,72,hor,60,1474532932.990542
mid,34,hor,60,1474532934.515741
low,22,hor,60,1474532935.941754
high,97,hor,60,1474532937.497666
high,0,hor,60,1474532938.919344
mid,58,hor,60,1474532940.376496
high,26,hor,60,1474532941.830264
low,51,hor,60,1474532943.319640
mid,47,hor,60,1474532944.745486
mid,107,hor,60,1474532946.265128
low,78,hor,60,1474532947.855567
high,91,hor,60,1474532949.416094
mid,8,hor,60,1474532950.940536
high,18,hor,60,1474532952.529706
low,115,hor,60,1474532953.984536
low,66,hor,60,1474532955.438658
mid,2,hor,60,1474532956.994298
mid,30,hor,60,1474532958.579879
low,91,hor,60,1474532960.070232
low,109,hor,60,1474532961.626002
high,10,hor,60,1474532963.117320
low,90,hor,60,1474532964.606930
high,65,hor,60,1474532966.192907
mid,12,hor,60,1474532967.614698
high,35,hor,60,1474532969.201481
high,98,hor,60,1474532970.793380
mid,57,hor,60,1474532972.282354
low,9,hor,60,1474532973.738508
mid,85,hor,60,1474532975.162884
high,20,hor,60,1474532976.722284
high,43,hor,60,1474532978.310594
low,58,hor,60,1474532979.836114
mid,108,hor,60,1474532981.424219
low,7,hor,60,1474532982.916471
high,29,hor,60,1474532984.374208
low,65,hor,60,1474532985.861808
mid,5,hor,60,1474532987.254876
low,31,hor,60,1474532988.710840
high,19,hor,60,1474532990.198388
mid,109,hor,60,1474532991.619272
high,9,hor,60,1474532993.209008
low,28,hor,60,1474532994.662743
high,85,hor,60,1474532996.226370
low,82,hor,60,1474532997.684808
mid,48,hor,60,1474532999.277205
low,99,hor,60,1474533000.802712
mid,43,hor,60,1474533002.324500
mid,78,hor,60,1474533003.748146
high,1,hor,60,1474533005.270813
low,1,hor,60,1474533006.824912
mid,13,hor,60,1474533008.315200
high,101,hor,60,1474533009.835333
low,94,hor,60,1474533043.382104
mid,87,hor,60,1474533044.871726
mid,65,hor,60,1474533046.395328
low,114,hor,60,1474533047.792584
mid,23,hor,60,1474533049.354313
high,8,hor,60,1474533050.875123
mid,56,hor,60,1474533052.331231
high,76,hor,60,1474533053.856128
high,16,hor,60,1474533055.412645
high,47,hor,60,1474533056.897317
low,20,hor,60,1474533058.288760
low,24,hor,60,1474533059.775613
mid,67,hor,60,1474533061.363843
mid,103,hor,60,1474533062.956188
low,5,hor,60,1474533064.509527
high,57,hor,60,1474533065.961710
mid,7,hor,60,1474533067.487592
high,40,hor,60,1474533069.047642
low,104,hor,60,1474533070.568453
high,116,hor,60,1474533072.125441
high,94,hor,60,1474533073.714663
mid,111,hor,60,1474533075.137594
low,61,hor,60,1474533076.625284
low,25,hor,60,1474533078.181553
mid,17,hor,60,1474533079.704850
low,53,hor,60,1474533081.193126
mid,3,hor,60,1474533082.650523
low,119,hor,60,1474533084.036962
high,90,hor,60,1474533085.525913
low,77,hor,60,1474533087.048561
mid,53,hor,60,1474533088.571964
high,61,hor,60,1474533090.127596
mid,64,hor,60,1474533091.616300
low,45,hor,60,1474533093.069419
high,37,hor,60,1474533094.493309
high,24,hor,60,1474533096.050847
low,44,hor,60,1474533097.543837
low,43,hor,60,1474533099.065215
high,106,hor,60,1474533100.622147
high,45,hor,60,1474533102.144004
mid,44,hor,60,1474533103.633598
high,46,hor,60,1474533105.223618
high,77,hor,60,1474533106.615154
low,100,hor,60,1474533108.069950
low,80,hor,60,1474533109.491107
mid,71,hor,60,1474533111.014375
mid,39,hor,60,1474533112.541083
mid,9,hor,60,1474533113.961770
low,33,hor,60,1474533115.522477
low,71,hor,60,1474533116.914651
high,67,hor,60,1474533118.338926
mid,55,hor,60,1474533119.829585
high,27,hor,60,1474533121.286449
mid,36,hor,60,1474533122.777325
high,42,hor,60,1474533124.198902
high,112,hor,60,1474533125.655532
mid,20,hor,60,1474533127.111841
low,47,hor,60,1474533128.603772
low,63,hor,60,1474533130.092584
mid,68,hor,60,1474533131.648960
mid,42,hor,60,1474533133.207438
mid,84,hor,60,1474533134.794666
high,5,hor,60,1474533136.218271
low,106,hor,60,1474533137.641724
mid,22,hor,60,1474533139.130228
high,111,hor,60,1474533140.620641
high,41,hor,60,1474533142.049235
low,59,hor,60,1474533143.635035
high,117,hor,60,1474533145.191416
mid,74,hor,60,1474533146.747171
low,15,hor,60,1474533148.166513
low,93,hor,60,1474533149.690567
high,84,hor,60,1474533151.149905
low,116,hor,60,1474533152.703152
mid,62,hor,60,1474533154.221406
low,112,hor,60,1474533155.712546
high,21,hor,60,1474533157.268338
mid,6,hor,60,1474533158.689455
mid,76,hor,60,1474533160.280661
high,81,hor,60,1474533161.705584
mid,54,hor,60,1474533163.129193
low,17,hor,60,1474533164.620840
high,32,hor,60,1474533166.078319
low,86,hor,60,1474533167.603884
high,53,hor,60,1474533169.126154
high,69,hor,60,1474533170.679224
high,70,hor,60,1474533172.200273
low,11,hor,60,1474533173.657850
mid,98,hor,60,1474533175.146029
low,101,hor,60,1474533176.705644
low,36,hor,60,1474533178.294019
mid,92,hor,60,1474533179.684921
mid,102,hor,60,1474533181.140395
low,95,hor,60,1474533182.561447
mid,94,hor,60,1474533184.088054
high,114,hor,60,1474533185.578762
high,34,hor,60,1474533187.003961
low,49,hor,60,1474533188.524900
low,12,hor,60,1474533190.085112
mid,18,hor,60,1474533191.577261
mid,116,hor,60,1474533193.033568
high,95,hor,60,1474533194.519507
low,62,hor,60,1474533196.109959
low,89,hor,60,1474533197.498908
high,30,hor,60,1474533198.952501
high,63,hor,60,1474533200.444909
mid,27,hor,60,1474533201.899157
mid,91,hor,60,1474533203.360562
mid,113,hor,60,1474533204.887064
low,8,hor,60,1474533206.342715
mid,96,hor,60,1474533207.934339
high,96,hor,60,1474533209.521237
high,118,hor,60,1474533211.045329
high,44,hor,60,1474533212.603241
low,30,hor,60,1474533214.092239
low,68,hor,60,1474533215.583062
mid,75,hor,60,1474533217.169301
low,23,hor,60,1474533218.725755
high,74,hor,60,1474533220.311865
mid,119,hor,60,1474533221.729918
high,39,hor,60,1474533255.357045
mid,28,hor,60,1474533256.878456
high,113,hor,60,1474533258.398522
mid,83,hor,60,1474533259.919684
high,28,hor,60,1474533261.443540
low,105,hor,60,1474533263.032472
high,56,hor,60,1474533264.524491
low,2,hor,60,1474533265.982963
low,39,hor,60,1474533267.443006
mid,46,hor,60,1474533268.903267
low,52,hor,60,1474533270.424642
mid,59,hor,60,1474533271.882323
mid,117,hor,60,1474533273.403508
low,98,hor,60,1474533274.928214
low,16,hor,60,1474533276.384952
high,55,hor,60,1474533277.844517
high,104,hor,60,1474533279.333467
low,81,hor,60,1474533280.821139
high,107,hor,60,1474533282.277083
mid,77,hor,60,1474533283.697874
low,75,hor,60,1474533285.255440
high,4,hor,60,1474533286.810159
mid,4,hor,60,1474533288.303017
mid,50,hor,60,1474533289.762186
low,37,hor,60,1474533291.155139
mid,90,hor,60,1474533292.681753
high,25,hor,60,1474533294.235996
high,23,hor,60,1474533295.792797
high,51,hor,60,1474533297.385524
low,40,hor,60,1474533298.811191
mid,11,hor,60,1474533300.199717
mid,101,hor,60,1474533301.623392
mid,51,hor,60,1474533303.213740
high,119,hor,60,1474533304.703757
low,70,hor,60,1474533306.159190
low,42,hor,60,1474533307.686813
low,64,hor,60,1474533309.112508
high,31,hor,60,1474533310.698302
mid,79,hor,60,1474533312.157218
high,102,hor,60,1474533313.679589
mid,40,hor,60,1474533315.202759
mid,93,hor,60,1474533316.754887
high,108,hor,60,1474533318.276565
high,103,hor,60,1474533319.698483
mid,81,hor,60,1474533321.255256
low,29,hor,60,1474533322.808972
low,73,hor,60,1474533324.333527
low,110,hor,60,1474533325.893620
mid,41,hor,60,1474533327.420369
high,38,hor,60,1474533328.812750
high,80,hor,60,1474533330.233668
low,84,hor,60,1474533331.690877
low,13,hor,60,1474533333.120643
high,109,hor,60,1474533334.647278
low,21,hor,60,1474533336.068978
mid,70,hor,60,1474533337.592403
mid,95,hor,60,1474533339.056498
mid,37,hor,60,1474533340.645259
low,74,hor,60,1474533342.099777
high,82,hor,60,1474533343.689280
high,110,hor,60,1474533345.242720
mid,1,hor,60,1474533346.730735
high,99,hor,60,1474533348.125408
mid,15,hor,60,1474533349.551410
low,69,hor,60,1474533351.106379
high,58,hor,60,1474533352.629493
low,6,hor,60,1474533354.085280
mid,86,hor,60,1474533355.645778
low,60,hor,60,1474533357.069077
high,50,hor,60,1474533358.658928
mid,72,hor,60,1474533360.216378
low,118,hor,60,1474533361.639836
high,48,hor,60,1474533363.062594
high,2,hor,60,1474533364.523002
low,57,hor,60,1474533365.944091
low,26,hor,60,1474533367.401567
low,111,hor,60,1474533368.925734
high,62,hor,60,1474533370.416171
mid,38,hor,60,1474533371.973077
mid,60,hor,60,1474533373.397967
high,92,hor,60,1474533374.825389
low,107,hor,60,1474533376.252632
mid,26,hor,60,1474533377.674162
