object,stimulus,angle,response,time
low,54,32.00,left,1487246038.544119
mid,73,41.50,right,1487246039.960526
high,62,36.00,right,1487246041.403289
high,82,46.00,right,1487246042.873377
mid,84,47.00,right,1487246044.316631
low,92,51.00,right,1487246045.869145
low,18,14.00,left,1487246047.502126
high,70,40.00,right,1487246048.863341
low,65,37.50,left,1487246050.143338
mid,52,31.00,left,1487246051.885695
mid,117,63.50,right,1487246053.138441
high,75,42.50,right,1487246054.539886
mid,107,58.50,right,1487246056.173465
mid,40,25.00,left,1487246057.724852
high,57,33.50,right,1487246059.072660
low,116,63.00,right,1487246060.651408
low,32,21.00,left,1487246062.271467
mid,75,42.50,right,1487246063.727634
high,17,13.50,left,1487246065.387649
high,83,46.50,right,1487246066.667265
low,62,36.00,right,1487246068.246258
low,109,59.50,right,1487246069.811260
high,56,33.00,right,1487246071.445078
mid,113,61.50,right,1487246072.806532
low,30,20.00,left,1487246074.304179
high,23,16.50,left,1487246075.786371
mid,50,30.00,right,1487246077.322633
mid,38,24.00,right,1487246078.833035
low,6,8.00,right,1487246080.344450
high,117,63.50,right,1487246081.923916
high,33,21.50,right,1487246083.447421
high,49,29.50,right,1487246085.108252
low,101,55.50,right,1487246086.536643
low,25,17.50,left,1487246088.007126
mid,7,8.50,left,1487246089.408612
mid,2,6.00,left,1487246090.905156
low,77,43.50,left,1487246092.661069
low,11,10.50,left,1487246094.226154
mid,58,34.00,right,1487246095.396392
high,5,7.50,left,1487246096.920838
high,93,51.50,right,1487246098.310048
high,4,7.00,left,1487246099.983107
mid,61,35.50,right,1487246101.398507
low,103,56.50,right,1487246102.881621
mid,24,17.00,left,1487246104.474424
high,74,42.00,right,1487246105.739542
mid,100,55.00,right,1487246107.291538
low,16,13.00,left,1487246108.747706
high,105,57.50,right,1487246110.394336
low,40,25.00,left,1487246111.919201
low,119,64.50,right,1487246113.239620
low,89,49.50,left,1487246114.777752
mid,89,49.50,right,1487246116.290248
mid,25,17.50,left,1487246117.882760
mid,57,33.50,left,1487246119.475264
mid,71,40.50,right,1487246120.959875
high,37,23.50,left,1487246122.469719
high,0,5.00,left,1487246124.184472
low,45,27.50,left,1487246125.695764
high,98,54.00,right,1487246127.165735
mid,42,26.00,left,1487246128.785689
mid,91,50.50,right,1487246130.119453
low,73,41.50,left,1487246131.671447
high,108,59.00,right,1487246133.412652
low,102,56.00,right,1487246134.909744
high,40,25.00,left,1487246136.339170
high,24,17.00,left,1487246138.013697
mid,29,19.50,left,1487246139.333111
low,59,34.50,left,1487246140.830163
high,21,15.50,left,1487246142.436591
mid,80,45.00,right,1487246144.056284
low,71,40.50,right,1487246145.608181
high,8,9.00,left,1487246147.145649
mid,30,20.00,left,1487246148.860428
high,18,14.00,left,1487246150.331260
low,56,33.00,left,1487246151.692159
high,50,30.00,right,1487246153.053417
low,44,27.00,right,1487246154.647222
low,5,7.50,left,1487246156.389244
mid,20,15.00,left,1487246157.983000
mid,60,35.00,left,1487246159.262368
low,29,19.50,left,1487246160.909529
mid,28,19.00,right,1487246162.462223
high,13,11.50,right,1487246163.932638
low,107,58.50,right,1487246165.511249
low,96,53.00,right,1487246167.049587
mid,62,36.00,right,1487246168.533380
low,58,34.00,right,1487246170.044811
mid,43,26.50,right,1487246171.610528
high,84,47.00,right,1487246173.135330
mid,54,32.00,right,1487246174.728208
high,66,38.00,right,1487246176.170954
high,88,49.00,right,1487246177.763434
mid,59,34.50,left,1487246179.301889
low,7,8.50,left,1487246180.839151
high,58,34.00,right,1487246182.254898
low,38,24.00,left,1487246183.793677
mid,67,38.50,right,1487246185.182383
mid,77,43.50,left,1487246186.652132
mid,49,29.50,right,1487246187.945380
low,15,12.50,right,1487246189.470186
high,28,19.00,right,1487246190.939778
mid,64,37.00,right,1487246192.531524
low,79,44.50,right,1487246194.042923
high,29,19.50,left,1487246195.471480
high,15,12.50,left,1487246196.873113
low,50,30.00,left,1487246198.519552
high,111,60.50,right,1487246199.867079
high,27,18.50,left,1487246201.269193
low,12,11.00,left,1487246203.025517
low,64,37.00,left,1487246204.345771
low,72,41.00,right,1487246205.733495
high,112,61.00,right,1487246207.204293
low,78,44.00,right,1487246208.674595
high,30,20.00,right,1487246210.240162
high,118,64.00,right,1487246211.682400
mid,83,46.50,right,1487246213.193725
mid,21,15.50,right,1487246214.745138
mid,33,21.50,left,1487246216.352158
mid,8,9.00,left,1487246217.780756
mid,12,11.00,right,1487246251.590097
mid,41,25.50,right,1487246252.761389
high,35,22.50,right,1487246254.341433
high,80,45.00,right,1487246255.730031
low,31,20.50,right,1487246257.226948
high,92,51.00,right,1487246258.806667
mid,4,7.00,left,1487246260.168039
high,85,47.50,right,1487246261.815289
low,69,39.50,left,1487246263.380566
mid,55,32.50,right,1487246264.999876
low,75,42.50,left,1487246266.605387
low,24,17.00,left,1487246267.993938
mid,119,64.50,right,1487246269.532217
low,57,33.50,right,1487246270.935141
mid,90,50.00,right,1487246272.473651
low,14,12.00,left,1487246274.106910
low,111,60.50,right,1487246275.590957
high,54,32.00,right,1487246277.633211
high,77,43.50,right,1487246278.681593
