object,stimulus,angle,response,time
mid,90,50.00,right,1472817443.108888
low,33,21.50,left,1472817450.386441
low,46,28.00,left,1472817451.894463
mid,21,15.50,left,1472817453.444109
low,16,13.00,left,1472817454.897725
high,2,6.00,left,1472817456.379771
mid,19,14.50,left,1472817458.078740
low,18,14.00,left,1472817459.438315
high,29,19.50,right,1472817460.806917
high,53,31.50,right,1472817462.300437
high,69,39.50,right,1472817463.766136
mid,63,36.50,left,1472817465.396815
high,97,53.50,right,1472817466.725185
low,105,57.50,right,1472817468.259785
low,12,11.00,left,1472817469.890781
high,91,50.50,right,1472817471.383894
low,17,13.50,left,1472817472.725683
high,10,10.00,left,1472817474.728363
mid,94,52.00,right,1472817475.865159
mid,71,40.50,right,1472817477.329614
low,79,44.50,right,1472817478.906637
high,31,20.50,right,1472817480.126470
mid,72,41.00,right,1472817481.649339
mid,43,26.50,right,1472817483.280648
low,112,61.00,right,1472817484.748432
high,118,64.00,right,1472817486.243981
high,94,52.00,right,1472817487.684139
low,96,53.00,right,1472817489.260397
mid,66,38.00,right,1472817490.794946
mid,103,56.50,right,1472817492.262009
high,96,53.00,right,1472817493.645130
low,110,60.00,right,1472817495.139246
mid,65,37.50,right,1472817496.661861
low,117,63.50,right,1472817498.346890
high,41,25.50,right,1472817499.812980
mid,41,25.50,right,1472817501.293182
low,21,15.50,left,1472817502.801395
low,22,16.00,left,1472817504.295453
low,81,45.50,left,1472817506.104240
low,38,24.00,left,1472817507.502861
mid,73,41.50,right,1472817508.806299
mid,52,31.00,right,1472817510.577388
high,26,18.00,right,1472817511.782765
high,117,63.50,right,1472817513.265399
mid,111,60.50,right,1472817514.732261
high,17,13.50,left,1472817516.569232
mid,75,42.50,right,1472817518.106383
high,77,43.50,right,1472817519.202115
mid,44,27.00,left,1472817520.887492
low,34,22.00,left,1472817522.215977
high,19,14.50,left,1472817523.846795
high,6,8.00,left,1472817525.326520
low,118,64.00,right,1472817526.655359
low,3,6.50,left,1472817528.232420
high,46,28.00,right,1472817529.713592
mid,88,49.00,right,1472817531.248174
mid,14,12.00,left,1472817533.141196
mid,97,53.50,right,1472817534.457881
high,81,45.50,right,1472817535.995076
low,87,48.50,right,1472817537.420589
high,76,43.00,right,1472817538.846555
mid,108,59.00,right,1472817540.257755
mid,91,50.50,right,1472817541.670842
mid,54,32.00,right,1472817543.383492
high,113,61.50,right,1472817544.713618
mid,85,47.50,right,1472817546.344541
low,101,55.50,right,1472817547.864667
high,66,38.00,right,1472817549.331386
low,113,61.50,right,1472817550.894930
low,86,48.00,right,1472817552.732228
low,36,23.00,left,1472817554.088506
high,68,39.00,right,1472817555.445137
mid,55,32.50,right,1472817556.980531
low,37,23.50,left,1472817558.433150
high,58,34.00,right,1472817559.967852
low,62,36.00,left,1472817561.475981
high,105,57.50,right,1472817562.845971
high,51,30.50,right,1472817564.352887
mid,35,22.50,right,1472817565.942365
mid,26,18.00,right,1472817567.532198
low,80,45.00,right,1472817568.820349
mid,114,62.00,right,1472817570.466132
low,109,59.50,right,1472817572.055627
high,75,42.50,right,1472817573.660579
low,42,26.00,right,1472817574.976144
mid,45,27.50,left,1472817577.032058
mid,20,15.00,left,1472817578.156415
low,64,37.00,right,1472817579.581466
high,104,57.00,right,1472817581.159697
high,109,59.50,right,1472817582.749713
low,99,54.50,right,1472817584.107888
low,77,43.50,right,1472817585.646429
