object,stimulus,angle,response,time
high,73,41.50,right,1487089213.948817
high,3,6.50,left,1487089215.391957
low,57,33.50,left,1487089217.053678
high,117,63.50,right,1487089218.128727
mid,34,22.00,left,1487089219.762337
mid,25,17.50,left,1487089221.001602
low,51,30.50,right,1487089223.329659
high,57,33.50,left,1487089224.010088
mid,85,47.50,right,1487089225.575416
mid,65,37.50,right,1487089227.154726
low,108,59.00,right,1487089228.461870
low,17,13.50,left,1487089230.190365
low,46,28.00,left,1487089232.218557
high,54,32.00,right,1487089233.021824
high,23,16.50,left,1487089234.613438
mid,61,35.50,right,1487089235.934204
low,73,41.50,right,1487089237.486029
high,92,51.00,right,1487089239.051930
high,38,24.00,left,1487089240.767188
low,81,45.50,right,1487089241.964886
mid,0,5.00,left,1487089243.571248
mid,42,26.00,left,1487089245.448558
mid,45,27.50,left,1487089246.687789
low,43,26.50,left,1487089248.293782
low,92,51.00,right,1487089249.980012
mid,31,20.50,left,1487089251.477061
low,106,58.00,right,1487089252.797502
mid,93,51.50,right,1487089254.186921
mid,113,61.50,right,1487089255.615287
high,30,20.00,right,1487089257.778907
mid,62,36.00,right,1487089259.098638
high,0,5.00,left,1487089260.106421
high,113,61.50,right,1487089261.617668
low,47,28.50,left,1487089263.169668
low,6,8.00,left,1487089264.436085
high,20,15.00,right,1487089266.314649
mid,115,62.50,right,1487089267.716465
high,112,61.00,right,1487089268.995845
mid,76,43.00,right,1487089270.465951
low,27,18.50,left,1487089272.099897
high,79,44.50,right,1487089273.637891
low,0,5.00,left,1487089275.040310
high,14,12.00,right,1487089277.205818
high,80,45.00,right,1487089278.171912
mid,8,9.00,left,1487089279.791728
mid,79,44.50,right,1487089281.166058
low,111,60.50,right,1487089282.499796
low,116,63.00,right,1487089283.861164
low,33,21.50,left,1487089285.833987
high,49,29.50,right,1487089287.412963
low,34,22.00,left,1487089288.773615
mid,28,19.00,left,1487089290.448323
high,87,48.50,right,1487089291.388236
low,63,36.50,left,1487089293.062330
mid,14,12.00,left,1487089294.600058
high,11,10.50,left,1487089296.587082
mid,94,52.00,right,1487089298.124876
low,96,53.00,right,1487089299.227106
high,101,55.50,right,1487089300.492861
mid,90,50.00,right,1487089301.908053
mid,75,42.50,right,1487089303.596755
mid,58,34.00,right,1487089305.217559
low,39,24.50,left,1487089306.756256
low,72,41.00,right,1487089308.812614
high,68,39.00,right,1487089309.955594
high,52,31.00,right,1487089311.384406
low,3,6.50,left,1487089312.814225
low,75,42.50,right,1487089314.474989
high,35,22.50,right,1487089316.312271
mid,51,30.50,right,1487089317.972215
high,98,54.00,right,1487089319.155886
mid,110,60.00,right,1487089320.476477
mid,66,38.00,right,1487089322.314998
mid,87,48.50,right,1487089323.757944
low,115,62.50,right,1487089325.323684
high,42,26.00,right,1487089326.970631
high,116,63.00,right,1487089327.841622
low,103,56.50,right,1487089329.488126
high,82,46.00,right,1487089330.699473
mid,17,13.50,left,1487089332.373882
low,24,17.00,left,1487089333.748909
low,113,61.50,right,1487089335.314384
mid,5,7.50,left,1487089337.069998
high,99,54.50,right,1487089338.485330
mid,48,29.00,left,1487089340.499370
high,17,13.50,left,1487089342.091885
low,109,59.50,right,1487089342.799227
low,60,35.00,right,1487089344.500189
high,53,31.50,left,1487089345.888350
mid,80,45.00,right,1487089347.386436
high,83,46.50,right,1487089348.692989
low,80,45.00,right,1487089350.163627
mid,91,50.50,right,1487089351.620502
mid,27,18.50,left,1487089353.089689
high,45,27.50,right,1487089354.982046
low,94,52.00,right,1487089356.561784
mid,22,16.00,left,1487089358.209626
high,33,21.50,left,1487089359.503015
high,31,20.50,left,1487089360.755217
mid,108,59.00,right,1487089362.048082
low,41,25.50,left,1487089363.736246
low,87,48.50,right,1487089365.219229
low,42,26.00,left,1487089367.001579
high,93,51.50,right,1487089368.213151
mid,89,49.50,right,1487089369.684120
low,61,35.50,right,1487089371.126532
high,36,23.00,right,1487089373.018889
mid,72,41.00,right,1487089374.502906
low,112,61.00,right,1487089375.796338
low,44,27.00,left,1487089377.511880
high,69,39.50,right,1487089378.927356
mid,32,21.00,left,1487089380.942408
high,4,7.00,left,1487089382.153688
low,26,18.00,left,1487089383.473764
mid,24,17.00,left,1487089385.257683
mid,52,31.00,right,1487089386.810083
high,110,60.00,right,1487089387.830656
high,32,21.00,right,1487089389.287366
low,69,39.50,right,1487089390.703465
mid,10,10.00,left,1487089392.201547
low,50,30.00,right,1487089426.137195
low,107,58.50,right,1487089427.497689
high,21,15.50,left,1487089429.063127
low,104,57.00,right,1487089430.615012
mid,35,22.50,right,1487089432.724761
high,77,43.50,right,1487089433.759107
low,77,43.50,right,1487089435.501684
high,67,38.50,right,1487089436.712762
high,61,35.50,right,1487089438.155808
mid,50,30.00,right,1487089440.117815
mid,57,33.50,right,1487089441.193602
mid,19,14.50,left,1487089442.771675
high,37,23.50,right,1487089444.472665
high,15,12.50,right,1487089446.269341
low,58,34.00,NA,0.000000
high,84,47.00,right,1487089447.889210
low,119,64.50,right,1487089450.066361
mid,20,15.00,right,1487089451.808807
mid,36,23.00,left,1487089453.278155
low,31,20.50,left,1487089454.871431
low,85,47.50,right,1487089455.946881
mid,12,11.00,left,1487089457.744273
mid,64,37.00,right,1487089459.133347
high,9,9.50,left,1487089460.684905
high,1,5.50,left,1487089462.005226
high,91,50.50,right,1487089463.489968
low,8,9.00,left,1487089465.163518
high,24,17.00,right,1487089466.579706
low,1,5.50,left,1487089468.090932
mid,23,16.50,left,1487089470.132972
high,50,30.00,right,1487089471.629341
low,45,27.50,left,1487089472.853670
low,36,23.00,left,1487089474.010618
mid,92,51.00,right,1487089475.385620
mid,70,40.00,right,1487089477.577406
mid,106,58.00,right,1487089478.693836
mid,40,25.00,left,1487089480.572189
mid,118,64.00,right,1487089481.770222
high,18,14.00,left,1487089483.227284
low,32,21.00,left,1487089484.670640
low,76,43.00,right,1487089486.195412
high,115,62.50,right,1487089487.652186
high,66,38.00,right,1487089489.462375
low,37,23.50,left,1487089491.327199
mid,41,25.50,right,1487089492.512166
mid,105,57.50,right,1487089493.791414
low,9,9.50,left,1487089495.180179
high,41,25.50,right,1487089496.582273
high,12,11.00,left,1487089498.215447
low,114,62.00,right,1487089499.549203
low,13,11.50,left,1487089501.358879
high,100,55.00,right,1487089502.529690
high,111,60.50,right,1487089504.218072
mid,69,39.50,right,1487089505.768951
high,89,49.50,right,1487089506.979312
low,71,40.50,right,1487089508.557823
mid,37,23.50,right,1487089510.490437
mid,2,6.00,left,1487089511.879419
low,79,44.50,right,1487089512.913763
mid,11,10.50,left,1487089514.642281
high,104,57.00,right,1487089515.840521
high,25,17.50,left,1487089517.814731
low,7,8.50,right,1487089518.890854
low,10,10.00,left,1487089520.510387
low,52,31.00,left,1487089521.667397
high,8,9.00,left,1487089522.974800
low,35,22.50,left,1487089524.484969
mid,46,28.00,left,1487089526.431668
mid,26,18.00,left,1487089527.805335
high,109,59.50,right,1487089528.881108
mid,101,55.50,right,1487089530.351371
mid,29,19.50,left,1487089532.202659
mid,117,63.50,right,1487089533.618625
low,84,47.00,left,1487089535.456560
high,64,37.00,right,1487089537.171696
high,43,26.50,right,1487089538.955275
low,100,55.00,right,1487089539.948837
mid,18,14.00,left,1487089541.214017
mid,83,46.50,right,1487089542.671001
high,22,16.00,left,1487089544.249857
low,54,32.00,left,1487089545.910799
high,114,62.00,right,1487089547.027066
mid,114,62.00,right,1487089548.509901
low,12,11.00,left,1487089549.993480
mid,59,34.50,right,1487089551.598934
mid,67,38.50,right,1487089552.919505
mid,119,64.50,right,1487089554.484924
high,103,56.50,right,1487089555.954389
high,51,30.50,right,1487089557.778411
high,47,28.50,right,1487089558.990015
low,93,51.50,right,1487089560.174702
low,5,7.50,left,1487089561.808150
high,106,58.00,right,1487089563.073665
mid,15,12.50,left,1487089564.802462
low,62,36.00,right,1487089566.571252
low,30,20.00,left,1487089567.564571
high,29,19.50,right,1487089569.212031
mid,38,24.00,left,1487089570.805185
high,74,42.00,right,1487089572.302164
high,10,10.00,left,1487089573.798949
low,66,38.00,right,1487089574.983605
mid,116,63.00,right,1487089576.603533
low,102,56.00,NA,0.000000
low,56,33.00,NA,0.000000
mid,102,56.00,NA,0.000000
mid,74,42.00,right,1487089583.026818
high,105,57.50,right,1487089584.088103
low,105,57.50,right,1487089585.585705
low,65,37.50,left,1487089587.559408
high,13,11.50,left,1487089588.539473
high,26,18.00,left,1487089590.757993
mid,53,31.50,right,1487089592.296844
high,70,40.00,right,1487089593.209798
mid,13,11.50,left,1487089594.543861
high,75,42.50,right,1487089595.905799
low,29,19.50,left,1487089597.335598
mid,56,33.00,right,1487089599.077229
mid,4,7.00,left,1487089600.357568
low,25,17.50,left,1487089602.195631
low,20,15.00,left,1487089603.787222
high,88,49.00,right,1487089637.164193
high,28,19.00,left,1487089638.934622
high,40,25.00,left,1487089640.664317
mid,16,13.00,left,1487089641.685935
mid,33,21.50,right,1487089643.402273
mid,7,8.50,left,1487089644.532076
high,7,8.50,left,1487089646.356193
low,97,53.50,right,1487089647.662463
low,15,12.50,left,1487089649.282263
low,18,14.00,left,1487089650.643946
mid,97,53.50,right,1487089652.196202
low,70,40.00,right,1487089654.129464
low,40,25.00,left,1487089655.257952
high,63,36.50,right,1487089656.565008
low,99,54.50,right,1487089658.021342
mid,95,52.50,right,1487089659.573185
high,78,44.00,right,1487089660.934756
mid,111,60.50,right,1487089662.473528
high,65,37.50,right,1487089663.998325
high,19,14.50,left,1487089666.040806
low,55,32.50,right,1487089666.897942
mid,9,9.50,left,1487089668.436315
mid,63,36.50,right,1487089669.688193
low,82,46.00,right,1487089671.238862
low,2,6.00,left,1487089672.995151
