object,stimulus,angle,response,time
low,93,51.50,left,1478780802.605476
mid,43,26.50,left,1478780804.158286
high,71,40.50,right,1478780805.872899
mid,90,50.00,left,1478780807.043477
high,23,16.50,right,1478780808.500492
mid,4,7.00,right,1478780809.888955
low,19,14.50,right,1478780811.235604
low,71,40.50,left,1478780812.828708
high,55,32.50,left,1478780814.693768
low,36,23.00,left,1478780816.259523
high,58,34.00,left,1478780817.497957
mid,42,26.00,right,1478780819.226559
high,63,36.50,left,1478780820.764561
mid,32,21.00,right,1478780821.989525
high,36,23.00,right,1478780823.473182
low,73,41.50,left,1478780825.065846
high,97,53.50,left,1478780826.563349
high,56,33.00,right,1478780828.400118
mid,73,41.50,left,1478780829.516138
low,42,26.00,right,1478780831.340161
low,51,30.50,right,1478780832.497606
mid,102,56.00,left,1478780834.008908
low,79,44.50,left,1478780835.465171
mid,105,57.50,left,1478780837.125943
high,39,24.50,right,1478780838.664710
low,3,6.50,right,1478780839.971035
mid,109,59.50,left,1478780841.454276
mid,31,20.50,right,1478780842.842020
low,47,28.50,right,1478780844.285607
mid,28,19.00,right,1478780846.260649
high,111,60.50,left,1478780847.322580
low,29,19.50,right,1478780848.820565
high,34,22.00,right,1478780850.371888
mid,106,58.00,left,1478780851.760206
high,51,30.50,left,1478780853.217507
low,59,34.50,left,1478780854.891609
mid,57,33.50,left,1478780856.089501
mid,74,42.00,left,1478780857.505098
high,40,25.00,left,1478780859.275234
high,12,11.00,right,1478780860.485818
low,103,56.50,left,1478780862.011317
high,35,22.50,right,1478780864.080794
high,98,54.00,left,1478780865.155818
low,119,64.50,left,1478780866.694479
low,114,62.00,left,1478780868.137700
mid,67,38.50,left,1478780869.907212
mid,52,31.00,left,1478780871.186188
low,53,31.50,left,1478780873.159154
mid,49,29.50,right,1478780874.602496
high,16,13.00,right,1478780875.692024
high,115,62.50,left,1478780877.297337
mid,1,5.50,right,1478780878.807813
high,107,58.50,left,1478780880.576424
low,24,17.00,right,1478780882.045910
low,97,53.50,left,1478780883.379904
low,82,46.00,left,1478780885.421652
mid,27,18.50,right,1478780886.537616
high,103,56.50,left,1478780888.498170
mid,60,35.00,left,1478780889.818166
low,27,18.50,right,1478780891.071025
low,0,5.00,right,1478780892.514227
high,118,64.00,left,1478780893.930023
high,27,18.50,right,1478780895.466466
mid,64,37.00,left,1478780897.181071
mid,13,11.50,right,1478780898.433390
low,40,25.00,right,1478780900.147987
low,104,57.00,left,1478780901.564026
mid,10,10.00,right,1478780903.006808
low,60,35.00,right,1478780904.858402
mid,85,47.50,left,1478780906.164996
high,91,50.50,left,1478780907.539946
high,93,51.50,left,1478780909.105258
high,78,44.00,left,1478780910.480856
mid,65,37.50,left,1478780911.950754
low,117,63.50,left,1478780913.461919
mid,19,14.50,right,1478780915.041754
high,64,37.00,right,1478780917.125117
low,74,42.00,left,1478780918.037094
high,26,18.00,right,1478780919.439494
mid,20,15.00,right,1478780920.896069
low,63,36.50,left,1478780922.529004
low,48,29.00,right,1478780924.134865
high,22,16.00,right,1478780925.360491
mid,17,13.50,right,1478780926.953381
mid,51,30.50,right,1478780928.668225
low,35,22.50,right,1478780929.851506
high,13,11.50,right,1478780931.390097
low,4,7.00,right,1478780932.846437
low,12,11.00,right,1478780934.466615
mid,84,47.00,left,1478780935.991314
mid,56,33.00,left,1478780937.434325
high,75,42.50,left,1478780939.313475
high,74,42.00,left,1478780940.292218
mid,70,40.00,left,1478780941.776074
high,110,60.00,left,1478780943.205420
low,45,27.50,right,1478780944.797877
low,115,62.50,left,1478780946.227137
low,88,49.00,left,1478780947.849136
mid,97,53.50,left,1478780949.292511
mid,119,64.50,left,1478780950.748404
mid,15,12.50,right,1478780952.259265
high,60,35.00,left,1478780953.811378
high,66,38.00,right,1478780955.594727
high,73,41.50,right,1478780956.928715
low,66,38.00,left,1478780958.397627
high,6,8.00,right,1478780959.813346
low,16,13.00,right,1478780961.406414
mid,72,41.00,right,1478780963.421342
high,50,30.00,left,1478780964.415555
low,34,22.00,right,1478780965.831622
high,104,57.00,left,1478780967.383721
mid,44,27.00,right,1478780969.453859
mid,53,31.50,right,1478780970.937285
low,70,40.00,right,1478780972.189920
low,5,7.50,right,1478780973.605371
mid,54,32.00,right,1478780975.238393
mid,12,11.00,right,1478780976.504900
low,76,43.00,right,1478780978.247645
high,108,59.00,left,1478780979.636421
high,5,7.50,right,1478780981.147341
low,99,54.50,left,1478781015.158551
high,95,52.50,left,1478781016.383070
mid,9,9.50,right,1478781017.826135
high,68,39.00,right,1478781019.608572
low,113,61.50,left,1478781020.902336
high,28,19.00,right,1478781022.291086
mid,117,63.50,left,1478781023.883479
low,101,55.50,left,1478781025.353308
low,23,16.50,right,1478781026.945408
high,9,9.50,right,1478781028.483001
mid,26,18.00,right,1478781030.061226
mid,113,61.50,left,1478781031.599642
high,42,26.00,right,1478781033.450747
mid,110,60.00,left,1478781034.636068
high,38,24.00,right,1478781036.201598
high,72,41.00,left,1478781037.563018
mid,47,28.50,left,1478781039.223198
low,18,14.00,right,1478781040.678829
mid,14,12.00,right,1478781042.040155
low,21,15.50,right,1478781043.428664
mid,115,62.50,left,1478781045.075092
high,30,20.00,right,1478781046.531965
low,61,35.50,NA,0.000000
low,105,57.50,left,1478781049.486288
low,116,63.00,left,1478781051.146977
high,15,12.50,right,1478781052.372110
high,14,12.00,right,1478781053.978385
low,9,9.50,right,1478781055.503096
low,107,58.50,left,1478781057.191009
low,14,12.00,right,1478781058.690165
high,113,61.50,left,1478781060.296427
mid,5,7.50,right,1478781061.684410
mid,112,61.00,left,1478781063.194474
mid,92,51.00,left,1478781064.650332
high,48,29.00,right,1478781066.296474
mid,71,40.50,right,1478781068.391766
high,105,57.50,left,1478781069.276994
low,64,37.00,right,1478781070.923195
high,112,61.00,left,1478781072.243914
mid,33,21.50,right,1478781073.699937
low,110,60.00,left,1478781075.700153
mid,8,9.00,right,1478781076.748825
mid,111,60.50,left,1478781078.259599
high,54,32.00,right,1478781079.960773
low,91,50.50,left,1478781081.376417
mid,36,23.00,right,1478781082.900645
low,89,49.50,left,1478781084.493458
high,99,54.50,left,1478781085.909579
low,1,5.50,right,1478781087.339105
high,119,64.50,left,1478781088.972454
low,78,44.00,left,1478781090.523538
high,117,63.50,left,1478781092.034761
mid,100,55.00,left,1478781093.463627
low,81,45.50,left,1478781095.247222
high,80,45.00,left,1478781096.431284
mid,0,5.00,right,1478781098.050883
low,68,39.00,left,1478781099.534763
mid,107,58.50,left,1478781100.826949
high,3,6.50,right,1478781102.256116
mid,29,19.50,right,1478781103.698148
low,75,42.50,left,1478781105.440458
high,84,47.00,left,1478781106.733125
mid,118,64.00,left,1478781108.202453
mid,58,34.00,left,1478781109.849131
mid,108,59.00,left,1478781111.360056
high,44,27.00,right,1478781112.980289
high,32,21.00,right,1478781114.000381
low,38,24.00,right,1478781115.578722
mid,76,43.00,right,1478781117.252320
low,98,54.00,right,1478781118.355449
high,7,8.50,right,1478781119.961337
low,92,51.00,left,1478781121.759537
low,94,52.00,left,1478781123.012930
high,109,59.50,left,1478781124.511471
mid,93,51.50,left,1478781126.089938
high,62,36.00,left,1478781127.560394
high,69,39.50,right,1478781129.518480
mid,34,22.00,right,1478781131.070202
low,62,36.00,left,1478781132.607998
mid,86,48.00,left,1478781133.901460
