stimulus,angle,response,time
107,23.50,right,1478534235.564715
104,22.00,right,1478534236.666967
69,4.50,left,1478534238.231986
114,27.00,right,1478534239.769788
15,-22.50,left,1478534241.157511
115,27.50,right,1478534242.722427
10,-25.00,left,1478534244.232498
3,-28.50,left,1478534245.688796
70,5.00,right,1478534247.349083
91,15.50,right,1478534248.655382
101,20.50,right,1478534250.179943
57,-1.50,left,1478534252.154115
68,4.00,right,1478534253.406349
92,16.00,right,1478534255.162488
48,-6.00,left,1478534256.836405
105,22.50,right,1478534258.033561
100,20.00,right,1478534259.503497
9,-25.50,left,1478534260.946289
78,9.00,right,1478534262.430088
58,-1.00,right,1478534264.226692
59,-0.50,left,1478534265.710178
64,2.00,left,1478534267.193907
30,-15.00,left,1478534268.609505
34,-13.00,left,1478534270.174836
19,-20.50,left,1478534271.631267
87,13.50,right,1478534273.129838
108,24.00,right,1478534274.600052
36,-12.00,left,1478534276.424276
29,-15.50,left,1478534277.594684
81,10.50,right,1478534279.065556
42,-9.00,left,1478534280.630851
96,18.00,right,1478534282.100598
39,-10.50,left,1478534283.597086
0,-30.00,left,1478534285.080264
79,9.50,right,1478534286.305179
18,-21.00,left,1478534287.883959
43,-8.50,left,1478534289.352817
28,-16.00,left,1478534290.849772
44,-8.00,left,1478534292.333894
109,24.50,right,1478534293.925842
23,-18.50,left,1478534295.313886
82,11.00,right,1478534296.933020
5,-27.50,left,1478534298.388662
97,18.50,right,1478534299.926671
88,14.00,right,1478534301.492300
11,-24.50,left,1478534302.990101
66,3.00,right,1478534304.582638
62,1.00,left,1478534306.542745
112,26.00,right,1478534307.616686
38,-11.00,left,1478534309.045731
99,19.50,right,1478534310.610559
41,-9.50,left,1478534312.040166
94,17.00,right,1478534313.605596
47,-6.50,left,1478534315.197146
49,-5.50,right,1478534316.653213
12,-24.00,left,1478534318.368120
83,11.50,right,1478534319.851710
7,-26.50,left,1478534321.267313
77,8.50,right,1478534322.927483
67,3.50,right,1478534324.383928
102,21.00,right,1478534325.799488
54,-3.00,left,1478534327.568462
31,-14.50,left,1478534328.983980
84,12.00,right,1478534330.631238
76,8.00,right,1478534332.088442
13,-23.50,left,1478534333.558882
118,29.00,right,1478534335.178545
51,-4.50,left,1478534336.934975
55,-2.50,left,1478534338.377378
60,0.00,left,1478534339.765974
93,16.50,right,1478534341.357664
61,0.50,left,1478534342.637147
90,15.00,right,1478534344.147614
32,-14.00,left,1478534345.631204
95,17.50,right,1478534347.223979
113,26.50,right,1478534348.803070
1,-29.50,left,1478534350.408880
98,19.00,right,1478534351.906401
2,-29.00,left,1478534353.430734
56,-2.00,left,1478534355.269206
111,25.50,right,1478534356.726407
8,-26.00,left,1478534358.059845
110,25.00,right,1478534359.543510
20,-20.00,left,1478534361.067551
14,-23.00,left,1478534362.688220
53,-3.50,left,1478534363.967660
45,-7.50,left,1478534365.614782
26,-17.00,left,1478534367.057637
6,-27.00,left,1478534368.554021
85,12.50,right,1478534370.011202
52,-4.00,left,1478534371.795171
89,14.50,left,1478534373.074551
33,-13.50,left,1478534374.612796
119,29.50,right,1478534376.150398
72,6.00,right,1478534377.744097
24,-18.00,left,1478534379.132798
80,10.00,right,1478534380.711849
117,28.50,right,1478534382.112767
46,-7.00,left,1478534383.556334
65,2.50,right,1478534385.230912
27,-16.50,left,1478534386.481878
116,28.00,right,1478534387.993506
63,1.50,right,1478534389.680958
71,5.50,right,1478534390.947298
4,-28.00,left,1478534392.552815
17,-21.50,left,1478534394.104275
40,-10.00,left,1478534395.750818
75,7.50,right,1478534397.357821
73,6.50,right,1478534398.731862
21,-19.50,left,1478534400.202102
16,-22.00,left,1478534401.848193
50,-5.00,left,1478534403.359865
86,13.00,right,1478534404.667636
22,-19.00,left,1478534406.136723
37,-11.50,right,1478534407.498594
106,23.00,right,1478534409.103671
74,7.00,right,1478534410.682697
25,-17.50,left,1478534412.180151
35,-12.50,left,1478534413.608682
103,21.50,right,1478534415.283391
