stimulus,angle,response,time
73,2.60,right,1467882164.693966
32,-5.60,left,1467882173.444872
27,-6.60,left,1467882174.800718
75,3.00,right,1467882176.351403
15,-9.00,left,1467882177.764633
56,-0.80,right,1467882179.245493
69,1.80,right,1467882180.903120
39,-4.20,left,1467882182.422310
86,5.20,right,1467882183.778340
17,-8.60,left,1467882185.245115
62,0.40,right,1467882186.792841
74,2.80,right,1467882188.353633
88,5.60,right,1467882189.889194
22,-7.60,right,1467882191.313014
107,9.40,right,1467882192.808415
89,5.80,right,1467882194.233712
25,-7.00,left,1467882195.670283
71,2.20,right,1467882197.192626
118,11.60,right,1467882198.643501
112,10.40,right,1467882200.207645
9,-10.20,left,1467882201.769236
110,10.00,right,1467882203.236680
34,-5.20,left,1467882204.799003
51,-1.80,right,1467882206.526903
31,-5.80,left,1467882208.224784
11,-9.80,left,1467882209.350030
37,-4.60,right,1467882210.747440
92,6.40,right,1467882212.254266
67,1.40,left,1467882213.912194
4,-11.20,left,1467882215.202045
102,8.40,right,1467882216.518763
85,5.00,right,1467882218.095000
72,2.40,right,1467882219.438241
21,-7.80,left,1467882220.892364
94,6.80,right,1467882222.332376
104,8.80,right,1467882223.785119
113,10.60,right,1467882225.278950
80,4.00,right,1467882226.951471
24,-7.20,left,1467882228.529159
54,-1.20,right,1467882229.789721
105,9.00,right,1467882231.298004
3,-11.40,left,1467882232.805264
95,7.00,right,1467882234.147182
101,8.20,right,1467882235.806583
0,-12.00,left,1467882237.533602
98,7.60,right,1467882238.877084
93,6.60,right,1467882240.384266
76,3.20,right,1467882241.891806
99,7.80,right,1467882243.289129
65,1.00,left,1467882244.878413
6,-10.80,left,1467882246.344073
2,-11.60,left,1467882247.769002
119,11.80,right,1467882249.334091
30,-6.00,left,1467882250.774036
84,4.80,right,1467882252.133194
60,-0.00,left,1467882254.080886
33,-5.40,left,1467882255.425298
50,-2.00,left,1467882257.055849
96,7.20,right,1467882258.317573
29,-6.20,left,1467882260.100083
43,-3.40,left,1467882261.429007
16,-8.80,left,1467882262.867790
70,2.00,right,1467882264.458354
18,-8.40,left,1467882266.049179
40,-4.00,right,1467882267.501791
90,6.00,left,1467882269.271394
82,4.40,right,1467882270.572812
1,-11.80,left,1467882271.998693
13,-9.40,left,1467882273.547077
28,-6.40,left,1467882275.245783
111,10.20,right,1467882276.479853
57,-0.60,left,1467882278.208342
116,11.20,right,1467882279.605798
19,-8.20,left,1467882281.073194
58,-0.40,right,1467882282.663279
26,-6.80,left,1467882284.129349
87,5.40,right,1467882285.513825
41,-3.80,left,1467882287.117709
64,0.80,right,1467882288.516991
91,6.20,right,1467882290.119956
20,-8.00,left,1467882291.532883
117,11.40,right,1467882293.096607
100,8.00,right,1467882294.672926
61,0.20,left,1467882296.250949
7,-10.60,left,1467882297.882594
77,3.40,right,1467882299.267068
55,-1.00,right,1467882300.802871
12,-9.60,left,1467882302.282809
48,-2.40,right,1467882303.720612
46,-2.80,left,1467882305.640704
81,4.20,right,1467882306.750985
106,9.20,right,1467882308.231711
103,8.60,right,1467882309.821036
47,-2.60,left,1467882311.423845
44,-3.20,left,1467882313.057049
83,4.60,right,1467882314.331559
108,9.60,right,1467882315.826235
52,-1.60,left,1467882317.552394
23,-7.40,left,1467882318.950601
79,3.80,right,1467882320.279001
49,-2.20,left,1467882322.074506
38,-4.40,left,1467882323.446136
115,11.00,right,1467882324.870401
42,-3.60,left,1467882326.529687
114,10.80,right,1467882327.913080
68,1.60,right,1467882329.583329
35,-5.00,left,1467882331.160530
14,-9.20,left,1467882332.791360
36,-4.80,left,1467882334.257284
5,-11.00,left,1467882335.505072
97,7.40,right,1467882337.041843
109,9.80,right,1467882338.480823
45,-3.00,left,1467882340.220316
78,3.60,right,1467882341.466302
59,-0.20,left,1467882343.207343
10,-10.00,left,1467882344.632576
8,-10.40,left,1467882346.127056
63,0.60,right,1467882347.687377
53,-1.40,right,1467882349.717569
66,1.20,right,1467882350.732729
