stimulus,angle,response,time
98,19.00,right,1476347362.791992
37,-11.50,left,1476347431.760027
79,9.50,right,1476347433.176285
21,-19.50,left,1476347434.619557
43,-8.50,left,1476347436.198948
89,14.50,right,1476347437.736899
90,15.00,right,1476347439.166167
57,-1.50,left,1476347440.908299
36,-12.00,left,1476347442.201142
18,-21.00,left,1476347443.589257
9,-25.50,left,1476347445.101076
38,-11.00,left,1476347446.544098
39,-10.50,left,1476347448.136297
62,1.00,right,1476347449.919215
103,21.50,right,1476347451.267270
88,14.00,right,1476347452.777740
82,11.00,right,1476347454.398319
80,10.00,right,1476347455.853978
42,-9.00,left,1476347457.406124
17,-21.50,left,1476347458.822354
66,3.00,right,1476347460.496904
96,18.00,right,1476347462.007960
15,-22.50,left,1476347463.599970
83,11.50,right,1476347465.152014
115,27.50,right,1476347466.675933
65,2.50,left,1476347468.350067
64,2.00,left,1476347469.779456
49,-5.50,left,1476347471.413058
6,-27.00,right,1476347472.882217
91,15.50,right,1476347474.447482
110,25.00,right,1476347476.107710
54,-3.00,left,1476347477.496099
50,-5.00,left,1476347479.088771
51,-4.50,left,1476347480.411338
114,27.00,right,1476347481.799521
4,-28.00,left,1476347483.282606
74,7.00,right,1476347484.916465
109,24.50,right,1476347486.359776
16,-22.00,left,1476347487.802682
35,-12.50,left,1476347489.259494
5,-27.50,left,1476347490.743611
10,-25.00,left,1476347492.323282
14,-23.00,left,1476347494.025309
33,-13.50,left,1476347495.468299
31,-14.50,left,1476347496.802803
13,-23.50,left,1476347498.272139
78,9.00,left,1476347499.796941
105,22.50,right,1476347501.388631
32,-14.00,left,1476347503.008672
87,13.50,right,1476347504.533258
68,4.00,left,1476347506.193274
29,-15.50,left,1476347507.649284
95,17.50,right,1476347509.160128
102,21.00,right,1476347510.494619
45,-7.50,left,1476347511.883311
119,29.50,right,1476347513.612697
41,-9.50,left,1476347514.906189
0,-30.00,left,1476347516.430603
60,0.00,left,1476347517.955082
3,-28.50,left,1476347519.521171
84,12.00,right,1476347520.978289
77,8.50,right,1476347522.353536
94,17.00,right,1476347524.000906
40,-10.00,left,1476347525.374257
108,24.00,right,1476347526.966796
48,-6.00,left,1476347528.328601
69,4.50,left,1476347530.043521
71,5.50,left,1476347531.881363
20,-20.00,left,1476347533.187475
52,-4.00,left,1476347534.644346
19,-20.50,left,1476347536.087204
100,20.00,right,1476347537.707815
106,23.00,right,1476347539.204423
101,20.50,right,1476347540.701495
116,28.00,right,1476347542.185578
26,-17.00,left,1476347543.560520
8,-26.00,left,1476347544.975652
99,19.50,right,1476347546.540829
97,18.50,right,1476347548.051840
1,-29.50,left,1476347549.480759
113,26.50,right,1476347551.115662
75,7.50,right,1476347552.722067
56,-2.00,left,1476347554.192448
11,-24.50,left,1476347555.812571
111,25.50,right,1476347557.200594
61,0.50,right,1476347559.024584
72,6.00,right,1476347560.303811
7,-26.50,left,1476347561.501873
85,12.50,right,1476347563.121793
104,22.00,right,1476347564.714718
25,-17.50,left,1476347566.062258
22,-19.00,left,1476347567.505007
92,16.00,right,1476347569.151196
34,-13.00,left,1476347570.634526
76,8.00,left,1476347572.294811
112,26.00,right,1476347573.628531
117,28.50,right,1476347575.017065
63,1.50,left,1476347576.609404
81,10.50,right,1476347578.066246
86,13.00,right,1476347580.054199
53,-3.50,left,1476347581.279728
107,23.50,right,1476347582.641193
118,29.00,right,1476347584.369523
73,6.50,right,1476347585.934756
67,3.50,left,1476347587.282232
23,-18.50,left,1476347588.765262
47,-6.50,left,1476347590.140295
44,-8.00,left,1476347591.570677
27,-16.50,left,1476347592.974105
46,-7.00,left,1476347594.499155
30,-15.00,left,1476347595.982456
70,5.00,right,1476347597.629441
93,16.50,right,1476347599.031314
2,-29.00,left,1476347600.651488
12,-24.00,left,1476347601.998802
55,-2.50,left,1476347603.633522
28,-16.00,left,1476347605.049871
58,-1.00,left,1476347606.574907
24,-18.00,left,1476347608.084900
59,-0.50,left,1476347609.636562
