stimulus,angle,response,time
54,-3.00,right,1471936541.627048
103,21.50,right,1471936554.940347
57,-1.50,left,1471936556.819632
25,-17.50,left,1471936557.808518
58,-1.00,left,1471936559.439765
72,6.00,right,1471936560.823240
9,-25.50,left,1471936562.262447
20,-20.00,left,1471936563.813799
55,-2.50,left,1471936565.349409
12,-24.00,left,1471936566.759666
35,-12.50,left,1471936568.321878
109,24.50,right,1471936569.857744
117,28.50,right,1471936571.366706
3,-28.50,left,1471936572.848359
93,16.50,right,1471936574.259754
82,11.00,right,1471936575.796071
77,8.50,right,1471936577.084255
91,15.50,right,1471936578.441966
100,20.00,right,1471936579.853257
62,1.00,right,1471936581.362409
60,0.00,left,1471936582.803020
51,-4.50,left,1471936584.368130
87,13.50,right,1471936585.999680
79,9.50,right,1471936587.371505
26,-17.00,left,1471936588.688372
101,20.50,right,1471936590.157218
61,0.50,left,1471936591.622961
111,25.50,right,1471936593.049279
110,25.00,right,1471936594.679732
56,-2.00,left,1471936596.078709
115,27.50,right,1471936597.571112
1,-29.50,left,1471936599.175435
113,26.50,right,1471936600.696889
32,-14.00,left,1471936602.302980
4,-28.00,left,1471936603.686681
41,-9.50,left,1471936605.180535
29,-15.50,left,1471936606.607616
19,-20.50,left,1471936608.210727
105,22.50,right,1471936609.746602
108,24.00,right,1471936611.226509
33,-13.50,left,1471936612.734677
47,-6.50,left,1471936614.271262
31,-14.50,left,1471936615.630328
95,17.50,right,1471936617.453301
94,17.00,right,1471936618.713662
17,-21.50,left,1471936620.193742
50,-5.00,right,1471936621.673202
45,-7.50,left,1471936623.206929
38,-11.00,left,1471936624.836327
66,3.00,right,1471936626.537170
90,15.00,right,1471936627.811423
67,3.50,right,1471936629.510502
74,7.00,right,1471936630.923670
70,5.00,right,1471936632.408490
99,19.50,right,1471936633.806309
15,-22.50,left,1471936635.574841
84,12.00,right,1471936637.328808
13,-23.50,left,1471936638.536655
30,-15.00,left,1471936640.099441
21,-19.50,left,1471936641.374885
98,19.00,right,1471936643.085734
7,-26.50,left,1471936644.319502
44,-8.00,left,1471936646.102352
64,2.00,right,1471936648.059627
48,-6.00,left,1471936649.112541
75,7.50,right,1471936650.538658
39,-10.50,left,1471936651.963077
22,-19.00,left,1471936653.443396
76,8.00,right,1471936655.005225
63,1.50,right,1471936656.965127
2,-29.00,left,1471936657.994771
46,-7.00,left,1471936659.571323
80,10.00,right,1471936661.120991
116,28.00,right,1471936662.492229
42,-9.00,left,1471936664.054675
37,-11.50,left,1471936665.481459
92,16.00,right,1471936666.838909
119,29.50,right,1471936668.388711
49,-5.50,left,1471936669.924804
34,-13.00,left,1471936671.391527
83,11.50,right,1471936672.913994
27,-16.50,left,1471936674.504631
18,-21.00,left,1471936675.777949
102,21.00,right,1471936677.330606
40,-10.00,left,1471936679.194320
65,2.50,right,1471936681.073403
53,-3.50,left,1471936682.155300
106,23.00,right,1471936683.512711
14,-23.00,left,1471936684.993842
59,-0.50,left,1471936687.376824
52,-4.00,left,1471936688.296055
85,12.50,right,1471936689.665609
112,26.00,right,1471936691.312015
23,-18.50,left,1471936692.791816
16,-22.00,left,1471936694.449739
71,5.50,right,1471936695.792881
28,-16.00,left,1471936697.343244
104,22.00,right,1471936698.822108
10,-25.00,left,1471936700.369797
107,23.50,right,1471936702.012297
5,-27.50,left,1471936703.589813
88,14.00,right,1471936705.289235
6,-27.00,left,1471936706.578379
68,4.00,right,1471936708.263057
114,27.00,right,1471936709.605808
89,14.50,right,1471936711.208957
24,-18.00,left,1471936712.812460
86,13.00,right,1471936714.113474
81,10.50,right,1471936715.568587
118,29.00,right,1471936716.994412
0,-30.00,left,1471936718.516945
36,-12.00,left,1471936720.024893
97,18.50,right,1471936721.574972
69,4.50,right,1471936723.111464
8,-26.00,left,1471936724.359523
96,18.00,right,1471936726.029361
78,9.00,right,1471936727.605869
43,-8.50,left,1471936728.990887
11,-24.50,left,1471936730.333960
73,6.50,right,1471936731.939535
