stimulus,angle,response,time
101,20.50,right,1478165059.941594
0,-30.00,right,1478165066.464474
2,-29.00,right,1478165067.906830
102,21.00,right,1478165069.839483
97,18.50,left,1478165071.228600
19,-20.50,right,1478165072.412338
99,19.50,left,1478165073.907996
11,-24.50,right,1478165075.213838
61,0.50,right,1478165077.174183
103,21.50,left,1478165078.303705
76,8.00,left,1478165080.685624
75,7.50,left,1478165081.516198
110,25.00,left,1478165083.203635
95,17.50,left,1478165084.579051
37,-11.50,right,1478165086.008960
20,-20.00,right,1478165087.342565
52,-4.00,right,1478165088.975890
46,-7.00,right,1478165090.391780
14,-23.00,right,1478165092.037497
98,19.00,left,1478165093.793372
88,14.00,left,1478165094.936917
107,23.50,left,1478165096.651268
60,0.00,right,1478165098.067738
41,-9.50,right,1478165099.442664
82,11.00,left,1478165101.416551
81,10.50,left,1478165102.492183
7,-26.50,right,1478165104.002593
77,8.50,left,1478165105.594661
113,26.50,left,1478165106.901442
104,22.00,left,1478165108.371601
80,10.00,left,1478165109.841702
78,9.00,left,1478165111.366003
71,5.50,left,1478165112.726274
57,-1.50,right,1478165114.466750
105,22.50,left,1478165115.691771
118,29.00,left,1478165117.147541
42,-9.00,right,1478165118.616824
65,2.50,left,1478165120.903111
64,2.00,left,1478165122.306076
69,4.50,left,1478165123.435270
93,16.50,left,1478165124.591848
16,-22.00,right,1478165126.252641
62,1.00,right,1478165128.144765
43,-8.50,right,1478165129.138846
117,28.50,left,1478165130.786089
66,3.00,left,1478165132.692663
116,28.00,left,1478165133.944386
22,-19.00,right,1478165135.468436
26,-17.00,right,1478165136.856893
100,20.00,left,1478165138.408527
74,7.00,left,1478165140.327123
59,-0.50,right,1478165141.851366
112,26.00,left,1478165143.103634
4,-28.00,right,1478165144.588330
17,-21.50,right,1478165146.099786
21,-19.50,right,1478165147.515958
85,12.50,left,1478165149.176723
1,-29.50,right,1478165150.701196
73,6.50,left,1478165152.633753
45,-7.50,right,1478165153.668356
47,-6.50,right,1478165155.057374
108,24.00,left,1478165156.582754
63,1.50,left,1478165158.733414
24,-18.00,right,1478165159.577181
89,14.50,left,1478165161.088065
96,18.00,left,1478165162.584693
56,-2.00,right,1478165164.353117
30,-15.00,right,1478165165.647244
5,-27.50,right,1478165167.102509
9,-25.50,right,1478165168.560444
18,-21.00,right,1478165170.193461
90,15.00,left,1478165171.745570
68,4.00,left,1478165173.299915
34,-13.00,right,1478165174.756922
8,-26.00,right,1478165176.281079
53,-3.50,right,1478165177.926967
94,17.00,left,1478165179.491420
40,-10.00,right,1478165180.784193
83,11.50,left,1478165182.145521
54,-3.00,right,1478165183.629429
79,9.50,left,1478165185.194029
119,29.50,left,1478165186.692195
114,27.00,left,1478165188.203618
15,-22.50,right,1478165189.591762
44,-8.00,right,1478165191.225525
58,-1.00,right,1478165192.858747
92,16.00,left,1478165194.260568
32,-14.00,right,1478165195.661741
23,-18.50,right,1478165197.309804
35,-12.50,right,1478165198.848856
25,-17.50,right,1478165200.209609
3,-28.50,right,1478165201.734269
87,13.50,left,1478165203.489242
115,27.50,left,1478165204.823691
28,-16.00,right,1478165206.306618
48,-6.00,right,1478165207.749795
29,-15.50,right,1478165209.233690
6,-27.00,right,1478165210.826271
33,-13.50,right,1478165212.296709
84,12.00,left,1478165213.983994
51,-4.50,right,1478165215.385249
72,6.00,left,1478165216.963597
106,23.00,left,1478165218.311167
39,-10.50,right,1478165219.876688
111,25.50,left,1478165221.278808
13,-23.50,right,1478165222.640317
91,15.50,left,1478165224.219575
67,3.50,left,1478165225.743950
12,-24.00,right,1478165227.145500
70,5.00,left,1478165228.860596
49,-5.50,right,1478165230.235666
50,-5.00,right,1478165231.759728
31,-14.50,right,1478165233.134095
86,13.00,left,1478165234.617578
38,-11.00,right,1478165236.115343
55,-2.50,right,1478165237.802900
10,-25.00,right,1478165239.313757
36,-12.00,right,1478165240.851076
27,-16.50,right,1478165242.361158
109,24.50,left,1478165243.939992
