object,stimulus,angle,response,time
high,68,39.00,left,1479121420.900527
low,0,5.00,left,1479121422.138660
high,118,64.00,right,1479121423.322880
mid,82,46.00,right,1479121424.697432
mid,71,40.50,right,1479121426.249295
low,77,43.50,right,1479121427.801372
low,11,10.50,left,1479121429.556684
mid,26,18.00,left,1479121431.067333
high,111,60.50,right,1479121432.482414
mid,29,19.50,left,1479121434.087822
low,17,13.50,left,1479121435.475359
high,85,47.50,left,1479121436.986034
low,57,33.50,left,1479121438.564614
high,63,36.50,left,1479121440.182944
mid,15,12.50,left,1479121441.598493
low,109,59.50,right,1479121443.014696
mid,48,29.00,left,1479121444.402738
mid,30,20.00,left,1479121445.885973
low,76,43.00,right,1479121447.601250
high,1,5.50,left,1479121448.989018
high,110,60.00,right,1479121450.498677
high,6,8.00,left,1479121451.874505
mid,41,25.50,left,1479121453.412418
low,53,31.50,right,1479121454.936864
high,107,58.50,right,1479121456.460782
high,75,42.50,right,1479121457.957160
mid,36,23.00,left,1479121459.453342
high,105,57.50,right,1479121460.828178
mid,81,45.50,right,1479121462.284391
mid,58,34.00,right,1479121463.645737
low,20,15.00,left,1479121465.210643
high,77,43.50,right,1479121466.694043
low,43,26.50,left,1479121468.313138
mid,115,62.50,right,1479121469.660609
low,104,57.00,right,1479121471.088931
low,69,39.50,left,1479121472.749442
high,39,24.50,left,1479121473.960409
mid,31,20.50,left,1479121475.348535
low,19,14.50,left,1479121476.885643
low,99,54.50,right,1479121478.423671
high,24,17.00,left,1479121479.866966
low,34,22.00,left,1479121481.392040
high,14,12.00,left,1479121482.875486
mid,72,41.00,left,1479121484.454892
high,40,25.00,left,1479121485.926102
low,96,53.00,right,1479121487.274055
mid,34,22.00,left,1479121488.715957
mid,61,35.50,right,1479121490.049783
high,38,24.00,left,1479121491.806186
mid,46,28.00,left,1479121493.303216
mid,118,64.00,right,1479121494.677348
mid,53,31.50,left,1479121496.242479
low,118,64.00,right,1479121497.821549
low,94,52.00,right,1479121499.563574
low,102,56.00,right,1479121500.937692
high,83,46.50,right,1479121502.366769
high,53,31.50,left,1479121503.903980
low,113,61.50,right,1479121505.412357
mid,91,50.50,right,1479121507.195164
high,57,33.50,left,1479121508.392783
high,19,14.50,left,1479121509.767624
low,59,34.50,right,1479121511.197157
low,37,23.50,left,1479121512.707297
mid,2,6.00,left,1479121514.189892
high,23,16.50,left,1479121515.632269
high,46,28.00,left,1479121517.129626
mid,50,30.00,left,1479121518.544371
high,82,46.00,right,1479121520.068271
low,114,62.00,right,1479121521.456342
mid,21,15.50,left,1479121522.952783
mid,25,17.50,left,1479121524.435480
low,52,31.00,left,1479121525.946327
high,76,43.00,left,1479121527.429692
low,112,61.00,right,1479121529.144767
low,81,45.50,right,1479121530.641902
mid,8,9.00,left,1479121532.044234
high,71,40.50,right,1479121533.581383
mid,83,46.50,right,1479121535.092145
high,32,21.00,left,1479121536.561358
low,58,34.00,left,1479121538.017492
mid,52,31.00,left,1479121539.540952
high,7,8.50,left,1479121541.051658
mid,57,33.50,left,1479121542.712487
low,70,40.00,left,1479121544.168998
high,43,26.50,left,1479121545.637813
low,68,39.00,left,1479121547.189160
low,87,48.50,left,1479121548.849764
high,70,40.00,right,1479121550.183538
low,33,21.50,left,1479121551.707851
mid,70,40.00,right,1479121553.177161
mid,33,21.50,left,1479121554.741557
mid,112,61.00,right,1479121556.442349
high,26,18.00,left,1479121557.829710
mid,54,32.00,left,1479121559.326506
high,8,9.00,left,1479121560.823258
low,22,16.00,left,1479121562.266182
high,50,30.00,left,1479121563.817919
mid,24,17.00,left,1479121565.356128
mid,110,60.00,right,1479121566.799104
mid,51,30.50,left,1479121568.337275
low,66,38.00,left,1479121570.147264
low,49,29.50,left,1479121571.521861
low,83,46.50,right,1479121573.454434
low,38,24.00,left,1479121574.583243
high,88,49.00,right,1479121575.902840
mid,73,41.50,right,1479121577.535406
high,92,51.00,right,1479121579.046101
high,0,5.00,left,1479121580.542626
mid,49,29.50,left,1479121582.339551
mid,117,63.50,right,1479121583.551207
low,103,56.50,right,1479121584.953011
low,39,24.50,left,1479121586.340774
low,30,20.00,left,1479121587.919165
high,113,61.50,right,1479121589.416333
mid,92,51.00,right,1479121590.982151
low,75,42.50,right,1479121592.384005
high,94,52.00,right,1479121593.868479
high,51,30.50,right,1479121595.488119
high,119,64.50,right,1479121596.849298
mid,27,18.50,left,1479121598.427866
mid,116,63.00,right,1479121632.094901
mid,84,47.00,right,1479121633.388015
mid,88,49.00,right,1479121634.939571
low,119,64.50,right,1479121636.422043
high,29,19.50,left,1479121637.945299
