stimulus,angle,response,time
72,6.00,right,1479132690.241182
62,1.00,right,1479132691.848563
81,10.50,right,1479132693.074260
59,-0.50,left,1479132694.707869
94,17.00,right,1479132696.015322
21,-19.50,left,1479132697.568366
95,17.50,right,1479132698.889951
87,13.50,right,1479132700.455834
69,4.50,right,1479132702.116170
86,13.00,right,1479132703.436872
9,-25.50,left,1479132705.015726
29,-15.50,left,1479132706.540123
61,0.50,right,1479132708.132624
6,-27.00,left,1479132709.738623
56,-2.00,right,1479132711.331480
118,29.00,right,1479132712.883430
14,-23.00,left,1479132714.394076
111,25.50,right,1479132715.782008
85,12.50,right,1479132717.306301
44,-8.00,left,1479132718.789700
110,25.00,right,1479132720.231814
43,-8.50,left,1479132721.770375
80,10.00,right,1479132723.294803
73,6.50,right,1479132724.806234
1,-29.50,left,1479132726.412826
50,-5.00,right,1479132727.978525
84,12.00,right,1479132729.529732
37,-11.50,left,1479132730.823376
38,-11.00,left,1479132732.197858
17,-21.50,left,1479132733.776741
91,15.50,right,1479132735.260765
77,8.50,right,1479132736.690380
119,29.50,right,1479132738.106289
0,-30.00,left,1479132739.549017
16,-22.00,left,1479132741.128935
54,-3.00,left,1479132742.639398
26,-17.00,left,1479132744.000459
60,0.00,right,1479132745.675430
101,20.50,right,1479132747.199994
36,-12.00,left,1479132748.711565
75,7.50,left,1479132750.400289
63,1.50,left,1479132751.843598
79,9.50,right,1479132753.327575
67,3.50,right,1479132754.770368
97,18.50,right,1479132756.077288
113,26.50,right,1479132757.534796
41,-9.50,left,1479132759.045655
33,-13.50,left,1479132760.570591
49,-5.50,left,1479132762.175831
103,21.50,right,1479132763.482581
4,-28.00,left,1479132764.980428
66,3.00,left,1479132766.477610
27,-16.50,left,1479132767.961894
34,-13.00,left,1479132769.432346
117,28.50,right,1479132770.957261
90,15.00,right,1479132772.441348
35,-12.50,left,1479132774.033670
48,-6.00,left,1479132775.448937
31,-14.50,left,1479132777.040937
45,-7.50,left,1479132778.457019
42,-9.00,left,1479132779.941748
39,-10.50,left,1479132781.451795
52,-4.00,left,1479132782.961061
83,11.50,right,1479132784.553853
76,8.00,right,1479132786.078146
98,19.00,right,1479132787.589073
107,23.50,right,1479132789.087312
40,-10.00,left,1479132790.638151
116,28.00,right,1479132792.081293
108,24.00,right,1479132793.538475
106,23.00,right,1479132794.913257
104,22.00,right,1479132796.342639
96,18.00,right,1479132797.893630
5,-27.50,left,1479132799.363928
7,-26.50,left,1479132800.833102
3,-28.50,left,1479132802.248870
15,-22.50,left,1479132803.745777
28,-16.00,left,1479132805.351954
64,2.00,left,1479132807.178374
47,-6.50,left,1479132808.389401
88,14.00,right,1479132809.873050
115,27.50,right,1479132811.343198
11,-24.50,left,1479132812.963129
92,16.00,right,1479132814.527969
114,27.00,left,1479132816.012196
2,-29.00,left,1479132817.673212
57,-1.50,left,1479132819.483782
68,4.00,left,1479132820.762253
109,24.50,right,1479132822.082355
89,14.50,right,1479132823.566824
23,-18.50,left,1479132825.132290
82,11.00,right,1479132826.697634
12,-24.00,left,1479132828.222692
99,19.50,right,1479132829.734373
93,16.50,right,1479132831.231430
30,-15.00,left,1479132832.742319
8,-26.00,left,1479132834.294730
13,-23.50,left,1479132835.723562
100,20.00,right,1479132837.439001
18,-21.00,left,1479132838.840591
10,-25.00,left,1479132840.310542
65,2.50,right,1479132841.998859
71,5.50,right,1479132843.619347
22,-19.00,left,1479132845.007847
70,5.00,right,1479132846.601028
105,22.50,right,1479132848.085279
19,-20.50,left,1479132849.556043
58,-1.00,right,1479132851.026018
24,-18.00,left,1479132852.455614
51,-4.50,left,1479132853.980667
112,26.00,right,1479132855.519180
25,-17.50,left,1479132857.083563
20,-20.00,left,1479132858.445505
55,-2.50,right,1479132859.915586
53,-3.50,left,1479132861.277373
102,21.00,right,1479132862.978373
74,7.00,right,1479132864.625452
46,-7.00,left,1479132866.123199
78,9.00,right,1479132867.620879
32,-14.00,left,1479132869.078202
