stimulus,angle,response,time
55,-2.50,right,1472807135.442351
1,-29.50,left,1472807201.739429
6,-27.00,left,1472807203.206223
20,-20.00,left,1472807204.685168
13,-23.50,left,1472807206.190933
63,1.50,left,1472807207.656637
101,20.50,right,1472807209.248188
18,-21.00,left,1472807210.674127
78,9.00,right,1472807212.196782
80,10.00,right,1472807213.760441
26,-17.00,left,1472807215.254487
21,-19.50,left,1472807216.737076
92,16.00,right,1472807218.409330
99,19.50,right,1472807219.780441
87,13.50,right,1472807221.248749
115,27.50,right,1472807222.839708
105,22.50,right,1472807224.389318
51,-4.50,left,1472807226.007191
102,21.00,right,1472807227.542293
71,5.50,right,1472807228.830737
17,-21.50,left,1472807230.435024
29,-15.50,left,1472807232.055097
48,-6.00,left,1472807233.520531
25,-17.50,left,1472807234.850213
72,6.00,right,1472807236.482004
103,21.50,right,1472807237.827062
5,-27.50,right,1472807239.198322
2,-29.00,left,1472807240.999229
67,3.50,right,1472807242.423564
110,25.00,right,1472807243.916777
45,-7.50,left,1472807245.547461
79,9.50,right,1472807247.029798
116,28.00,right,1472807248.578260
104,22.00,right,1472807250.032031
108,24.00,right,1472807251.486168
68,4.00,left,1472807253.115197
56,-2.00,left,1472807254.649655
43,-8.50,left,1472807256.087607
15,-22.50,left,1472807257.525887
14,-23.00,left,1472807259.005110
89,14.50,right,1472807260.635847
111,25.50,right,1472807262.018519
73,6.50,right,1472807263.541217
90,15.00,right,1472807264.940493
34,-13.00,left,1472807266.394680
42,-9.00,left,1472807267.697308
94,17.00,right,1472807269.410605
58,-1.00,left,1472807270.783145
95,17.50,right,1472807272.400970
75,7.50,left,1472807273.758919
106,23.00,right,1472807275.320945
60,0.00,left,1472807276.940267
4,-28.00,right,1472807278.272622
84,12.00,right,1472807279.737040
77,8.50,right,1472807281.135600
52,-4.00,left,1472807282.613881
22,-19.00,left,1472807284.150084
88,14.00,right,1472807285.683905
85,12.50,right,1472807287.163462
19,-20.50,left,1472807288.738852
82,11.00,NA,0.000000
49,-5.50,left,1472807291.576200
32,-14.00,left,1472807293.055420
3,-28.50,left,1472807294.619218
46,-7.00,left,1472807296.073829
38,-11.00,left,1472807297.570842
100,20.00,right,1472807299.230366
59,-0.50,left,1472807300.723815
113,26.50,right,1472807302.192538
74,7.00,left,1472807303.685068
119,29.50,right,1472807305.248897
107,23.50,right,1472807306.687925
9,-25.50,left,1472807308.428902
8,-26.00,right,1472807309.937600
57,-1.50,right,1472807311.417984
96,18.00,right,1472807312.927170
30,-15.00,left,1472807314.749096
0,-30.00,left,1472807316.011666
98,19.00,right,1472807317.681659
86,13.00,right,1472807319.205134
62,1.00,left,1472807320.658686
70,5.00,right,1472807322.291017
12,-24.00,left,1472807323.840911
31,-14.50,left,1472807325.240793
112,26.00,right,1472807326.719780
41,-9.50,left,1472807328.187628
83,11.50,left,1472807329.681716
50,-5.00,left,1472807331.353987
76,8.00,right,1472807332.861652
35,-12.50,left,1472807334.258605
66,3.00,left,1472807335.710441
10,-25.00,left,1472807337.246610
28,-16.00,left,1472807338.766512
109,24.50,right,1472807340.424010
81,10.50,right,1472807342.081025
97,18.50,right,1472807343.384838
47,-6.50,left,1472807344.907651
39,-10.50,left,1472807346.266505
11,-24.50,left,1472807347.759826
69,4.50,right,1472807349.296580
91,15.50,right,1472807350.707372
23,-18.50,left,1472807352.190051
64,2.00,right,1472807353.655906
54,-3.00,left,1472807355.136124
118,29.00,right,1472807356.591420
16,-22.00,left,1472807357.935413
36,-12.00,left,1472807359.470852
117,28.50,right,1472807361.214214
53,-3.50,left,1472807362.612771
93,16.50,right,1472807364.092467
7,-26.50,left,1472807365.490772
24,-18.00,left,1472807366.943054
27,-16.50,left,1472807368.572938
37,-11.50,left,1472807369.902759
65,2.50,left,1472807371.368633
44,-8.00,left,1472807372.807922
40,-10.00,left,1472807374.164018
61,0.50,left,1472807375.781674
114,27.00,right,1472807377.302847
33,-13.50,left,1472807378.839954
