object,obj.idx,table,tab.idx,time
NA,0,hor,115,1479228526.780408
NA,0,hor,72,1479228528.302474
NA,0,hor,91,1479228529.890776
NA,0,hor,80,1479228531.278294
NA,0,hor,77,1479228532.735155
NA,0,hor,61,1479228534.323974
NA,0,hor,37,1479228535.750540
NA,0,hor,45,1479228537.177821
NA,0,hor,100,1479228538.766034
NA,0,hor,31,1479228540.260899
NA,0,hor,22,1479228541.881231
NA,0,hor,19,1479228543.471548
NA,0,hor,114,1479228545.027484
NA,0,hor,106,1479228546.514401
NA,0,hor,57,1479228547.936747
NA,0,hor,97,1479228549.456127
NA,0,hor,28,1479228551.012410
NA,0,hor,25,1479228552.530678
NA,0,hor,29,1479228553.989369
NA,0,hor,60,1479228555.542826
NA,0,hor,74,1479228557.128379
NA,0,hor,55,1479228558.720547
NA,0,hor,98,1479228560.211877
NA,0,hor,119,1479228561.667470
NA,0,hor,111,1479228563.124052
NA,0,hor,17,1479228564.578660
NA,0,hor,73,1479228566.034269
NA,0,hor,16,1479228567.625612
NA,0,hor,46,1479228569.183896
NA,0,hor,9,1479228570.708271
NA,0,hor,3,1479228572.095095
NA,0,hor,65,1479228573.552905
NA,0,hor,78,1479228575.107948
NA,0,hor,44,1479228576.531146
NA,0,hor,21,1479228578.025673
NA,0,hor,41,1479228579.613758
NA,0,hor,30,1479228581.200172
NA,0,hor,76,1479228582.687796
NA,0,hor,1,1479228584.240903
NA,0,hor,89,1479228585.795991
NA,0,hor,34,1479228587.253914
NA,0,hor,58,1479228588.841765
NA,0,hor,14,1479228590.432214
NA,0,hor,117,1479228591.921110
NA,0,hor,4,1479228593.444682
NA,0,hor,6,1479228594.932066
NA,0,hor,43,1479228596.422794
NA,0,hor,13,1479228597.846491
NA,0,hor,118,1479228599.268626
NA,0,hor,75,1479228600.826572
NA,0,hor,93,1479228602.345535
NA,0,hor,10,1479228603.865963
NA,0,hor,63,1479228605.357120
NA,0,hor,83,1479228606.880185
NA,0,hor,0,1479228608.399808
NA,0,hor,70,1479228609.890266
NA,0,hor,54,1479228611.314660
NA,0,hor,48,1479228612.836894
NA,0,hor,95,1479228614.389878
NA,0,hor,33,1479228615.912272
NA,0,hor,50,1479228617.368548
NA,0,hor,92,1479228618.856367
NA,0,hor,12,1479228620.311211
NA,0,hor,53,1479228621.733091
NA,0,hor,36,1479228623.324379
NA,0,hor,66,1479228624.848481
NA,0,hor,79,1479228626.302350
NA,0,hor,101,1479228627.725105
NA,0,hor,40,1479228629.116501
NA,0,hor,113,1479228630.540466
NA,0,hor,56,1479228632.028243
NA,0,hor,87,1479228633.617168
NA,0,hor,20,1479228635.036479
NA,0,hor,68,1479228636.655582
NA,0,hor,108,1479228638.078494
NA,0,hor,51,1479228639.467067
NA,0,hor,107,1479228641.060174
NA,0,hor,2,1479228642.550500
NA,0,hor,49,1479228644.102965
NA,0,hor,112,1479228645.525670
NA,0,hor,81,1479228646.983596
NA,0,hor,64,1479228648.403802
NA,0,hor,5,1479228649.925267
NA,0,hor,62,1479228651.450260
NA,0,hor,59,1479228652.872218
NA,0,hor,8,1479228654.328585
NA,0,hor,42,1479228655.752386
NA,0,hor,23,1479228657.274829
NA,0,hor,39,1479228658.698178
NA,0,hor,90,1479228660.154320
NA,0,hor,85,1479228661.641417
NA,0,hor,116,1479228663.163485
NA,0,hor,11,1479228664.554318
NA,0,hor,96,1479228666.009479
NA,0,hor,67,1479228667.531249
NA,0,hor,7,1479228668.986768
NA,0,hor,71,1479228670.477541
NA,0,hor,24,1479228672.034990
NA,0,hor,104,1479228673.455051
NA,0,hor,47,1479228674.975589
NA,0,hor,88,1479228676.564967
NA,0,hor,110,1479228678.123594
NA,0,hor,26,1479228679.544353
NA,0,hor,86,1479228680.966605
NA,0,hor,69,1479228682.556991
NA,0,hor,18,1479228683.978614
NA,0,hor,35,1479228685.496932
NA,0,hor,99,1479228687.056730
NA,0,hor,15,1479228688.544240
NA,0,hor,38,1479228690.100206
NA,0,hor,82,1479228691.527883
NA,0,hor,103,1479228693.049610
NA,0,hor,105,1479228694.536601
NA,0,hor,27,1479228696.090373
NA,0,hor,102,1479228697.515562
NA,0,hor,52,1479228698.939978
NA,0,hor,94,1479228700.396887
NA,0,hor,109,1479228701.954549
NA,0,hor,32,1479228703.441356
NA,0,hor,84,1479228704.862460
