object,stimulus,angle,response,time
low,80,45.00,right,1487159374.004435
high,107,58.50,right,1487159374.957065
low,109,59.50,right,1487159376.141442
high,110,60.00,right,1487159377.735657
mid,9,9.50,left,1487159379.178428
high,112,61.00,right,1487159380.662922
low,63,36.50,left,1487159382.541780
mid,105,57.50,right,1487159383.467383
high,81,45.50,right,1487159385.018912
mid,62,36.00,right,1487159386.775468
low,17,13.50,left,1487159388.178072
mid,20,15.00,left,1487159389.893058
mid,70,40.00,right,1487159391.445739
low,118,64.00,right,1487159392.902853
high,9,9.50,left,1487159394.291878
mid,52,31.00,right,1487159395.830420
high,6,8.00,left,1487159397.259921
low,81,45.50,right,1487159398.988628
high,65,37.50,right,1487159400.513710
low,27,18.50,left,1487159401.943923
mid,119,64.50,right,1487159403.522842
low,114,62.00,right,1487159405.074933
high,20,15.00,left,1487159406.600133
mid,23,16.50,left,1487159408.002723
mid,26,18.00,left,1487159409.405439
high,91,50.50,right,1487159410.970530
mid,63,36.50,right,1487159412.739908
low,75,42.50,right,1487159413.994241
mid,34,22.00,left,1487159415.641691
high,56,33.00,right,1487159417.589358
low,33,21.50,left,1487159418.747096
low,49,29.50,left,1487159420.149440
mid,68,39.00,right,1487159421.796446
high,74,42.00,right,1487159423.158043
low,87,48.50,right,1487159424.656281
high,115,62.50,right,1487159426.140542
low,46,28.00,left,1487159427.719643
low,113,61.50,right,1487159429.531508
mid,103,56.50,right,1487159430.756928
mid,14,12.00,left,1487159432.173315
high,14,12.00,left,1487159433.629757
low,78,44.00,right,1487159435.209625
mid,64,37.00,right,1487159437.020446
high,88,49.00,right,1487159438.233478
high,2,6.00,left,1487159439.664377
high,28,19.00,left,1487159441.107393
low,35,22.50,left,1487159442.782149
mid,67,38.50,right,1487159444.484667
mid,57,33.50,right,1487159445.927692
mid,77,43.50,right,1487159447.180016
high,104,57.00,right,1487159448.664305
low,65,37.50,left,1487159450.352944
low,29,19.50,left,1487159451.714584
high,30,20.00,left,1487159453.252741
low,112,61.00,right,1487159454.573504
high,98,54.00,right,1487159456.112169
high,46,28.00,right,1487159457.977723
mid,97,53.50,right,1487159459.094148
mid,75,42.50,right,1487159460.672789
low,41,25.50,left,1487159462.210720
mid,38,24.00,left,1487159463.626634
mid,55,32.50,right,1487159465.219933
high,22,16.00,left,1487159466.580942
low,43,26.50,left,1487159468.132724
high,72,41.00,right,1487159469.697788
low,51,30.50,right,1487159471.236071
mid,85,47.50,right,1487159472.815441
low,10,10.00,left,1487159474.286298
high,43,26.50,right,1487159476.328243
low,98,54.00,right,1487159477.621537
high,75,42.50,right,1487159479.064742
mid,84,47.00,right,1487159480.508158
high,111,60.50,right,1487159481.761342
high,47,28.50,left,1487159483.396761
mid,113,61.50,right,1487159484.880662
low,50,30.00,left,1487159486.732382
low,93,51.50,right,1487159488.407125
high,1,5.50,left,1487159489.537297
mid,110,60.00,right,1487159490.980825
mid,8,9.00,left,1487159492.670310
mid,59,34.50,right,1487159494.059349
low,22,16.00,left,1487159495.897838
high,71,40.50,right,1487159496.782385
low,61,35.50,left,1487159498.851896
low,107,58.50,right,1487159500.349411
high,99,54.50,right,1487159501.507051
high,118,64.00,right,1487159502.909796
high,69,39.50,right,1487159504.584377
high,17,13.50,left,1487159506.176685
