object,stimulus,angle,response,time
high,86,48.00,right,1478533333.150157
high,77,43.50,right,1478533334.456303
high,82,46.00,right,1478533335.750037
high,103,56.50,right,1478533337.232938
high,26,18.00,left,1478533338.852617
high,19,14.50,left,1478533340.118509
high,72,41.00,left,1478533341.643011
high,75,42.50,right,1478533343.290438
high,53,31.50,left,1478533344.801987
high,62,36.00,left,1478533346.408204
high,83,46.50,right,1478533347.523525
high,102,56.00,right,1478533349.334104
high,23,16.50,left,1478533350.683005
high,84,47.00,right,1478533352.288148
high,61,35.50,left,1478533353.921020
high,36,23.00,left,1478533355.105238
high,93,51.50,right,1478533356.452726
high,67,38.50,right,1478533357.922660
high,80,45.00,right,1478533359.405762
high,15,12.50,left,1478533360.876121
high,70,40.00,right,1478533362.850799
high,117,63.50,right,1478533363.926067
high,68,39.00,right,1478533365.776462
high,6,8.00,left,1478533366.987885
high,48,29.00,left,1478533368.730503
high,9,9.50,left,1478533370.024058
high,40,25.00,left,1478533371.439550
high,99,54.50,right,1478533373.005269
high,4,7.00,left,1478533374.515183
high,57,33.50,left,1478533375.998979
high,10,10.00,left,1478533377.768549
high,56,33.00,right,1478533378.952885
high,31,20.50,left,1478533380.505148
high,118,64.00,right,1478533382.043336
high,97,53.50,right,1478533383.552713
high,65,37.50,right,1478533385.511958
high,66,38.00,right,1478533386.518733
high,92,51.00,right,1478533387.961963
high,22,16.00,left,1478533389.472173
high,90,50.00,right,1478533391.215158
high,94,52.00,right,1478533392.495179
high,20,15.00,left,1478533393.910782
high,113,61.50,right,1478533395.435647
high,14,12.00,left,1478533397.028249
high,59,34.50,left,1478533398.633752
high,50,30.00,right,1478533400.103233
high,30,20.00,right,1478533401.559760
high,5,7.50,left,1478533402.947660
high,44,27.00,left,1478533404.702550
high,37,23.50,left,1478533405.955175
high,78,44.00,left,1478533407.589550
high,24,17.00,left,1478533409.305362
high,52,31.00,NA,0.000000
high,7,8.50,left,1478533412.080765
high,45,27.50,left,1478533413.781087
high,12,11.00,left,1478533415.332594
high,11,10.50,left,1478533416.625497
high,25,17.50,left,1478533418.257625
high,32,21.00,left,1478533419.632129
high,39,24.50,left,1478533421.047673
high,105,57.50,right,1478533422.666911
high,43,26.50,left,1478533424.204781
high,54,32.00,left,1478533425.934316
high,2,6.00,left,1478533427.186142
high,116,63.00,right,1478533428.492564
high,1,5.50,left,1478533430.167190
high,88,49.00,right,1478533431.528802
high,0,5.00,left,1478533433.108300
high,91,50.50,right,1478533434.319627
high,33,21.50,left,1478533436.143458
high,106,58.00,right,1478533437.354833
high,98,54.00,right,1478533438.865532
high,96,53.00,right,1478533440.294608
high,108,59.00,right,1478533441.791747
high,41,25.50,left,1478533443.684508
high,51,30.50,left,1478533444.923813
high,28,19.00,left,1478533446.312590
high,8,9.00,left,1478533447.768537
high,111,60.50,right,1478533449.415894
high,107,58.50,right,1478533450.763556
high,119,64.50,right,1478533452.274692
high,79,44.50,right,1478533454.112478
high,47,28.50,left,1478533455.187946
high,13,11.50,left,1478533456.657722
high,46,28.00,left,1478533458.073291
high,73,41.50,left,1478533459.706341
high,112,61.00,right,1478533461.094363
high,3,6.50,left,1478533462.564311
high,71,40.50,right,1478533464.661074
high,18,14.00,left,1478533465.832021
high,29,19.50,left,1478533467.588036
high,114,62.00,right,1478533468.757769
high,63,36.50,right,1478533470.391525
high,27,18.50,left,1478533471.779377
high,17,13.50,left,1478533473.507989
high,115,62.50,right,1478533474.827313
high,21,15.50,left,1478533476.473974
high,100,55.00,right,1478533477.712281
high,87,48.50,right,1478533479.331758
high,58,34.00,right,1478533480.842852
high,38,24.00,left,1478533482.258415
high,109,59.50,right,1478533483.632415
high,55,32.50,left,1478533485.810361
high,16,13.00,left,1478533486.803342
high,85,47.50,right,1478533488.219010
high,76,43.00,right,1478533489.647941
high,89,49.50,right,1478533491.172468
high,35,22.50,left,1478533492.819818
high,42,26.00,left,1478533494.533638
high,64,37.00,left,1478533495.867852
high,81,45.50,right,1478533497.623084
high,60,35.00,left,1478533498.916370
high,74,42.00,right,1478533500.386979
high,101,55.50,right,1478533501.869929
high,69,39.50,right,1478533503.326226
high,95,52.50,right,1478533504.782799
high,34,22.00,left,1478533506.674078
high,104,57.00,right,1478533507.695081
high,110,60.00,right,1478533509.165714
high,49,29.50,right,1478533510.990215
