stimulus,angle,response,time
100,20.00,left,1478530464.157351
47,-6.50,right,1478530465.450333
4,-28.00,right,1478530466.906629
89,14.50,left,1478530468.444210
41,-9.50,right,1478530470.008156
13,-23.50,right,1478530471.410108
24,-18.00,right,1478530472.825556
92,16.00,left,1478530474.403306
109,24.50,left,1478530475.710103
6,-27.00,right,1478530477.262588
80,10.00,left,1478530478.691279
95,17.50,left,1478530480.161401
61,0.50,left,1478530481.795148
50,-5.00,left,1478530483.223592
15,-22.50,right,1478530484.761959
48,-6.00,left,1478530486.082414
49,-5.50,left,1478530487.607482
88,14.00,left,1478530489.239961
66,3.00,left,1478530490.574317
84,12.00,left,1478530492.030910
91,15.50,left,1478530493.637484
0,-30.00,right,1478530495.093657
106,23.00,left,1478530496.632473
29,-15.50,right,1478530498.183790
8,-26.00,right,1478530499.653785
64,2.00,left,1478530501.232062
77,8.50,left,1478530502.987902
54,-3.00,left,1478530504.335774
51,-4.50,left,1478530505.725091
90,15.00,left,1478530507.372321
57,-1.50,left,1478530508.868530
31,-14.50,right,1478530510.310374
28,-16.00,right,1478530511.712016
19,-20.50,right,1478530513.181266
56,-2.00,left,1478530514.881385
68,4.00,left,1478530516.338058
38,-11.00,right,1478530517.781376
78,9.00,left,1478530519.387004
85,12.50,left,1478530520.870581
16,-22.00,right,1478530522.503676
83,11.50,left,1478530524.094862
59,-0.50,left,1478530525.524103
81,10.50,left,1478530526.898811
108,24.00,left,1478530528.314409
5,-27.50,right,1478530529.864873
23,-18.50,left,1478530531.361855
74,7.00,right,1478530532.776967
34,-13.00,left,1478530534.424301
97,18.50,left,1478530535.950031
12,-24.00,right,1478530537.310440
35,-12.50,right,1478530538.929513
52,-4.00,right,1478530540.440499
107,23.50,left,1478530541.801203
32,-14.00,right,1478530543.298924
114,27.00,left,1478530544.904455
87,13.50,right,1478530546.348013
113,26.50,left,1478530547.723553
117,28.50,left,1478530549.247175
55,-2.50,right,1478530550.757881
103,21.50,left,1478530552.213929
65,2.50,left,1478530553.724045
105,22.50,left,1478530555.030553
102,21.00,left,1478530556.473153
53,-3.50,left,1478530557.915734
14,-23.00,right,1478530559.644560
111,25.50,left,1478530561.305582
40,-10.00,left,1478530562.913438
17,-21.50,right,1478530564.356111
67,3.50,left,1478530565.907578
44,-8.00,left,1478530567.309967
42,-9.00,right,1478530568.917019
112,26.00,left,1478530570.305164
46,-7.00,right,1478530571.992771
94,17.00,left,1478530573.367894
21,-19.50,right,1478530575.164471
98,19.00,left,1478530576.347795
9,-25.50,right,1478530577.872492
76,8.00,left,1478530579.370198
101,20.50,left,1478530580.989994
25,-17.50,right,1478530582.582731
63,1.50,left,1478530584.162074
93,16.50,left,1478530585.727211
99,19.50,left,1478530587.142624
82,11.00,left,1478530588.694405
43,-8.50,right,1478530590.217941
18,-21.00,right,1478530591.742405
86,13.00,left,1478530593.170849
69,4.50,left,1478530594.531774
60,0.00,left,1478530596.260800
115,27.50,left,1478530597.580714
45,-7.50,left,1478530598.927993
70,5.00,right,1478530600.438111
1,-29.50,right,1478530601.908025
22,-19.00,right,1478530603.405513
39,-10.50,right,1478530604.983987
7,-26.50,right,1478530606.372461
2,-29.00,right,1478530608.046874
30,-15.00,right,1478530609.422292
118,29.00,left,1478530610.933076
73,6.50,left,1478530612.472767
26,-17.00,right,1478530613.996387
75,7.50,left,1478530615.506761
33,-13.50,right,1478530617.030982
36,-12.00,right,1478530618.513962
10,-25.00,right,1478530619.929082
27,-16.50,right,1478530621.385358
96,18.00,left,1478530623.099897
11,-24.50,right,1478530624.569132
58,-1.00,left,1478530626.119291
71,5.50,left,1478530627.711406
72,6.00,left,1478530629.181381
62,1.00,left,1478530630.678082
116,28.00,left,1478530631.998096
37,-11.50,right,1478530633.359378
79,9.50,left,1478530634.856351
119,29.50,left,1478530636.394971
3,-28.50,right,1478530637.960100
104,22.00,left,1478530639.484619
110,25.00,left,1478530640.886754
20,-20.00,right,1478530642.330106
