object,stimulus,angle,response,time
low,78,44.00,right,1474636757.131183
high,56,33.00,right,1474636766.674047
mid,29,19.50,left,1474636768.387787
mid,10,10.00,left,1474636769.773909
high,51,30.50,right,1474636771.253575
low,65,37.50,left,1474636772.763129
high,27,18.50,left,1474636774.257445
mid,72,41.00,right,1474636775.682220
low,38,24.00,left,1474636777.136025
mid,78,44.00,right,1474636778.451931
high,54,32.00,right,1474636779.878574
low,47,28.50,left,1474636781.426389
high,109,59.50,right,1474636782.797509
high,88,49.00,right,1474636784.357198
high,70,40.00,right,1474636785.795615
low,37,23.50,left,1474636787.355302
high,50,30.00,right,1474636788.916237
low,104,57.00,left,1474636790.506929
mid,62,36.00,left,1474636792.221703
mid,36,23.00,left,1474636793.535928
low,5,7.50,left,1474636795.029702
mid,2,6.00,left,1474636796.453408
low,91,50.50,left,1474636797.960734
mid,99,54.50,right,1474636799.590141
high,106,58.00,right,1474636801.044892
low,35,22.50,left,1474636802.623542
low,64,37.00,left,1474636804.242842
mid,113,61.50,right,1474636805.529660
low,101,55.50,right,1474636807.021932
mid,39,24.50,right,1474636808.706090
high,100,55.00,right,1474636810.061679
mid,74,42.00,right,1474636811.472558
high,36,23.00,left,1474636813.050370
low,0,5.00,left,1474636814.599906
high,78,44.00,right,1474636816.133756
mid,69,39.50,right,1474636817.654170
high,80,45.00,right,1474636819.131742
low,82,46.00,right,1474636820.739123
mid,88,49.00,right,1474636822.190299
low,95,52.50,right,1474636823.574369
high,92,51.00,right,1474636825.093974
high,25,17.50,left,1474636826.876357
low,16,13.00,left,1474636828.260900
low,111,60.50,right,1474636829.796548
high,11,10.50,left,1474636831.330666
mid,26,18.00,left,1474636832.812293
mid,75,42.50,left,1474636834.348695
mid,28,19.00,left,1474636835.813210
low,56,33.00,left,1474636837.241058
low,13,11.50,left,1474636838.652252
high,117,63.50,right,1474636840.146408
high,14,12.00,left,1474636841.670075
mid,1,5.50,left,1474636843.179824
high,0,5.00,left,1474636844.725682
low,83,46.50,right,1474636846.178094
mid,8,9.00,left,1474636847.728625
high,103,56.50,right,1474636849.209377
mid,107,58.50,NA,0.000000
mid,43,26.50,left,1474636852.114586
low,43,26.50,left,1474636853.552554
low,10,10.00,left,1474636855.059400
low,80,45.00,left,1474636856.593557
low,2,6.00,left,1474636857.991112
mid,55,32.50,left,1474636859.496879
low,75,42.50,left,1474636861.030048
mid,98,54.00,right,1474636862.591840
high,6,8.00,left,1474636864.057717
high,98,54.00,right,1474636865.564653
high,110,60.00,right,1474636867.060558
high,35,22.50,left,1474636868.622760
mid,40,25.00,left,1474636870.114572
mid,79,44.50,left,1474636871.552683
low,15,12.50,left,1474636873.074190
mid,49,29.50,left,1474636874.527920
high,93,51.50,right,1474636876.035302
high,53,31.50,right,1474636877.517304
low,58,34.00,left,1474636879.132819
high,30,20.00,left,1474636880.628147
low,118,64.00,right,1474636882.065716
mid,60,35.00,left,1474636883.642872
high,48,29.00,NA,0.000000
mid,71,40.50,right,1474636886.616158
mid,95,52.50,right,1474636888.080194
low,117,63.50,right,1474636889.710596
mid,11,10.50,left,1474636891.177558
low,30,20.00,left,1474636892.588965
low,21,15.50,left,1474636894.194291
high,90,50.00,right,1474636895.672626
high,5,7.50,left,1474636897.262002
mid,4,7.00,left,1474636898.848838
low,18,14.00,left,1474636900.356526
mid,118,64.00,right,1474636901.999437
high,12,11.00,left,1474636903.508313
mid,27,18.50,left,1474636904.893091
high,74,42.00,right,1474636906.401021
low,114,62.00,right,1474636908.019674
low,100,55.00,right,1474636909.419315
mid,101,55.50,right,1474636910.803414
