object,stimulus,angle,response,time
mid,69,39.50,right,1474532820.433264
mid,24,17.00,left,1474532832.557246
low,32,21.00,right,1474532833.912963
low,34,22.00,left,1474532835.544902
high,14,12.00,left,1474532836.915114
high,83,46.50,right,1474532838.656478
high,17,13.50,left,1474532840.165578
low,76,43.00,right,1474532841.369146
mid,35,22.50,right,1474532842.875087
low,72,41.00,left,1474532844.519286
mid,19,14.50,right,1474532845.930108
high,105,57.50,right,1474532847.465320
high,49,29.50,right,1474532848.877367
mid,45,27.50,right,1474532850.781304
mid,88,49.00,left,1474532852.082465
mid,115,62.50,right,1474532853.562771
high,71,40.50,left,1474532855.347092
mid,112,61.00,right,1474532856.621804
low,27,18.50,left,1474532858.048507
low,117,63.50,right,1474532859.555777
high,15,12.50,left,1474532860.981981
low,85,47.50,right,1474532862.612647
high,89,49.50,right,1474532864.147514
low,96,53.00,right,1474532865.736454
low,46,28.00,left,1474532867.271792
high,115,62.50,right,1474532868.847358
mid,99,54.50,right,1474532870.258008
low,83,46.50,right,1474532871.822539
high,93,51.50,right,1474532873.290234
low,19,14.50,left,1474532874.812719
high,64,37.00,right,1474532876.485387
high,79,44.50,right,1474532877.828532
mid,97,53.50,right,1474532879.350337
low,92,51.00,right,1474532880.871872
mid,25,17.50,left,1474532882.243547
mid,63,36.50,left,1474532883.846753
high,33,21.50,left,1474532885.354274
mid,80,45.00,right,1474532886.873705
mid,118,64.00,right,1474532888.244615
high,75,42.50,right,1474532889.777640
mid,66,38.00,right,1474532891.353389
mid,104,57.00,right,1474532892.915413
low,97,53.50,right,1474532894.506291
high,68,39.00,right,1474532896.259178
low,79,44.50,right,1474532897.548370
low,4,7.00,left,1474532899.001482
low,18,14.00,left,1474532900.578216
high,87,48.50,right,1474532901.974642
low,88,49.00,right,1474532903.402530
high,88,49.00,right,1474532904.965951
high,59,34.50,right,1474532906.446205
mid,14,12.00,left,1474532907.925736
low,103,56.50,right,1474532909.487881
mid,110,60.00,right,1474532910.954396
mid,100,55.00,right,1474532912.476094
mid,89,49.50,right,1474532914.036851
high,13,11.50,left,1474532915.516613
low,108,59.00,right,1474532917.065525
high,52,31.00,right,1474532918.586446
low,38,24.00,left,1474532920.230670
low,113,61.50,right,1474532921.464081
mid,105,57.50,right,1474532922.959289
low,3,6.50,left,1474532924.399913
high,73,41.50,left,1474532926.139193
high,12,11.00,left,1474532927.456323
mid,21,15.50,left,1474532929.114564
low,48,29.00,left,1474532930.730108
mid,49,29.50,left,1474532932.184119
high,72,41.00,left,1474532933.732437
mid,34,22.00,left,1474532935.116149
low,22,16.00,left,1474532936.541059
high,97,53.50,right,1474532938.064407
high,0,5.00,left,1474532939.395891
mid,58,34.00,right,1474532941.208735
high,26,18.00,left,1474532942.347850
low,51,30.50,right,1474532943.801133
mid,47,28.50,right,1474532945.377190
mid,107,58.50,right,1474532946.816778
low,78,44.00,right,1474532948.380511
high,91,50.50,right,1474532949.903341
mid,8,9.00,left,1474532951.507548
high,18,14.00,left,1474532953.084586
low,115,62.50,right,1474532954.426309
low,66,38.00,right,1474532956.084312
mid,2,6.00,left,1474532957.539587
mid,30,20.00,left,1474532959.047548
low,91,50.50,right,1474532960.694862
low,109,59.50,right,1474532962.080141
high,10,10.00,left,1474532963.603212
low,90,50.00,right,1474532965.070072
high,65,37.50,right,1474532966.837264
mid,12,11.00,left,1474532968.072034
high,35,22.50,left,1474532969.799758
high,98,54.00,right,1474532971.376379
mid,57,33.50,left,1474532972.692530
low,9,9.50,left,1474532974.186664
mid,85,47.50,right,1474532975.682754
high,20,15.00,left,1474532977.148448
high,43,26.50,left,1474532978.765219
low,58,34.00,left,1474532980.629737
mid,108,59.00,right,1474532981.961870
low,7,8.50,left,1474532983.400012
high,29,19.50,left,1474532985.060100
low,65,37.50,left,1474532986.389541
mid,5,7.50,left,1474532987.883585
low,31,20.50,left,1474532989.212778
high,19,14.50,left,1474532990.734548
mid,109,59.50,right,1474532992.173936
high,9,9.50,left,1474532993.709266
low,28,19.00,left,1474532995.340763
high,85,47.50,right,1474532996.670177
low,82,46.00,right,1474532998.217926
mid,48,29.00,left,1474532999.877290
low,99,54.50,right,1474533001.370959
mid,43,26.50,left,1474533002.852408
mid,78,44.00,right,1474533004.439293
high,1,5.50,left,1474533005.772216
low,1,5.50,left,1474533007.307363
mid,13,11.50,left,1474533008.967284
high,101,55.50,right,1474533010.353083
low,94,52.00,right,1474533043.865076
mid,87,48.50,right,1474533045.262136
mid,65,37.50,right,1474533046.754178
low,114,62.00,right,1474533048.178464
mid,23,16.50,left,1474533049.946504
high,8,9.00,left,1474533051.276152
mid,56,33.00,right,1474533052.731616
high,76,43.00,right,1474533054.266120
high,16,13.00,left,1474533055.910644
high,47,28.50,left,1474533057.336745
low,20,15.00,right,1474533058.775904
low,24,17.00,left,1474533060.201817
mid,67,38.50,right,1474533061.874446
mid,103,56.50,right,1474533063.439087
low,5,7.50,left,1474533064.989173
high,57,33.50,right,1474533066.510319
mid,7,8.50,left,1474533067.992285
high,40,25.00,left,1474533069.542224
low,104,57.00,right,1474533071.038881
high,116,63.00,right,1474533072.588267
high,94,52.00,right,1474533074.165453
mid,111,60.50,right,1474533075.602360
low,61,35.50,left,1474533076.986258
low,25,17.50,left,1474533078.590757
mid,17,13.50,left,1474533080.196924
low,53,31.50,right,1474533081.679362
mid,3,6.50,left,1474533083.035099
low,119,64.50,right,1474533084.529405
high,90,50.00,right,1474533086.050462
low,77,43.50,right,1474533087.585460
mid,53,31.50,right,1474533089.121441
high,61,35.50,right,1474533090.561470
mid,64,37.00,right,1474533092.153228
low,45,27.50,right,1474533093.675688
high,37,23.50,right,1474533095.156568
high,24,17.00,left,1474533096.678645
low,44,27.00,left,1474533098.078813
low,43,26.50,left,1474533099.519332
high,106,58.00,right,1474533101.299218
high,45,27.50,left,1474533102.616051
mid,44,27.00,left,1474533104.179322
high,46,28.00,left,1474533106.015348
high,77,43.50,right,1474533107.276465
low,100,55.00,right,1474533108.799542
low,80,45.00,right,1474533109.924595
mid,71,40.50,right,1474533111.391420
mid,39,24.50,left,1474533112.941363
mid,9,9.50,left,1474533114.396689
low,33,21.50,left,1474533116.025629
low,71,40.50,right,1474533117.397315
high,67,38.50,right,1474533118.971945
mid,55,32.50,right,1474533120.466321
high,27,18.50,right,1474533122.082630
mid,36,23.00,left,1474533123.507272
high,42,26.00,right,1474533124.794989
high,112,61.00,right,1474533126.153255
mid,20,15.00,left,1474533127.728203
low,47,28.50,right,1474533129.209348
low,63,36.50,right,1474533130.812395
mid,68,39.00,right,1474533132.209700
mid,42,26.00,left,1474533133.717812
mid,84,47.00,right,1474533135.225124
high,5,7.50,left,1474533136.745443
low,106,58.00,right,1474533138.156692
mid,22,16.00,left,1474533139.664368
high,111,60.50,right,1474533140.993212
high,41,25.50,left,1474533142.444935
low,59,34.50,right,1474533144.130530
high,117,63.50,right,1474533145.651874
mid,74,42.00,right,1474533147.282646
low,15,12.50,left,1474533148.653593
low,93,51.50,right,1474533150.162233
high,84,47.00,right,1474533151.615993
low,116,63.00,right,1474533153.301725
mid,62,36.00,right,1474533154.917908
low,112,61.00,right,1474533156.398448
high,21,15.50,left,1474533157.727632
mid,6,8.00,left,1474533159.193370
mid,76,43.00,right,1474533160.891973
high,81,45.50,right,1474533162.205935
