object,stimulus,angle,response,time
mid,57,33.50,right,1487325081.997680
low,95,52.50,right,1487325083.195717
mid,46,28.00,left,1487325084.965687
mid,89,49.50,right,1487325086.191177
low,46,28.00,left,1487325087.756456
mid,118,64.00,right,1487325089.185456
high,32,21.00,left,1487325090.574533
high,31,20.50,left,1487325092.085313
low,37,23.50,left,1487325093.555032
low,99,54.50,right,1487325094.847955
high,86,48.00,right,1487325096.305166
high,66,38.00,right,1487325097.802780
mid,4,7.00,left,1487325099.137656
high,16,13.00,left,1487325100.853703
mid,86,48.00,right,1487325102.323916
mid,99,54.50,right,1487325103.794216
high,10,10.00,left,1487325105.332151
low,20,15.00,left,1487325107.129826
low,36,23.00,left,1487325108.735532
high,112,61.00,right,1487325110.056570
low,74,42.00,right,1487325111.989037
low,50,30.00,right,1487325113.717892
mid,112,61.00,right,1487325114.779902
high,83,46.50,right,1487325116.142056
mid,27,18.50,left,1487325117.558344
low,87,48.50,right,1487325119.163486
low,85,47.50,right,1487325120.675022
mid,109,59.50,right,1487325122.077493
high,53,31.50,right,1487325123.915431
mid,45,27.50,left,1487325125.468389
low,113,61.50,right,1487325126.789313
high,103,56.50,right,1487325128.137390
high,35,22.50,left,1487325129.717024
mid,116,63.00,right,1487325130.982599
high,81,45.50,right,1487325132.739064
low,111,60.50,right,1487325134.182283
low,9,9.50,left,1487325135.788434
mid,78,44.00,right,1487325137.231088
mid,21,15.50,left,1487325138.810256
low,71,40.50,right,1487325140.171177
high,111,60.50,right,1487325141.737206
mid,90,50.00,right,1487325143.180305
low,64,37.00,right,1487325144.963586
low,17,13.50,left,1487325146.324744
mid,67,38.50,right,1487325147.713352
high,26,18.00,left,1487325149.238249
high,56,33.00,right,1487325150.817724
high,67,38.50,right,1487325152.192693
low,59,34.50,left,1487325154.072378
low,62,36.00,left,1487325155.488016
high,85,47.50,right,1487325156.618010
high,115,62.50,right,1487325158.020343
high,68,39.00,right,1487325159.490880
mid,37,23.50,left,1487325161.301155
low,93,51.50,right,1487325162.539980
mid,77,43.50,right,1487325163.955872
mid,11,10.50,left,1487325165.412534
low,67,38.50,right,1487325166.951075
mid,60,35.00,right,1487325168.584851
high,15,12.50,left,1487325170.041634
mid,5,7.50,left,1487325171.511899
low,30,20.00,left,1487325173.009454
mid,25,17.50,left,1487325174.521016
high,78,44.00,right,1487325175.991748
low,48,29.00,left,1487325177.652961
high,19,14.50,left,1487325179.164490
mid,83,46.50,right,1487325180.430495
high,71,40.50,right,1487325182.023186
low,39,24.50,left,1487325183.602269
mid,102,56.00,right,1487325184.908937
