object,stimulus,angle,response,time
high,80,45.00,right,1478515033.290259
high,58,34.00,right,1478515040.125494
high,71,40.50,right,1478515042.032527
high,67,38.50,right,1478515043.340853
high,21,15.50,left,1478515044.825910
high,70,40.00,right,1478515046.336355
high,66,38.00,right,1478515047.765646
high,47,28.50,right,1478515049.345197
high,99,54.50,right,1478515050.924455
high,39,24.50,left,1478515052.422192
high,32,21.00,left,1478515054.382179
high,93,51.50,right,1478515055.620004
high,104,57.00,right,1478515057.089716
high,7,8.50,left,1478515058.614163
high,110,60.00,right,1478515060.180258
high,22,16.00,left,1478515061.622974
high,88,49.00,right,1478515063.011478
high,109,59.50,right,1478515064.495761
high,42,26.00,left,1478515066.088188
high,31,20.50,left,1478515067.558072
high,6,8.00,left,1478515069.150398
high,48,29.00,left,1478515071.055599
high,11,10.50,left,1478515072.348689
high,69,39.50,right,1478515073.749996
high,79,44.50,right,1478515075.369922
high,9,9.50,left,1478515076.854341
high,85,47.50,right,1478515078.256513
high,4,7.00,left,1478515079.848909
high,57,33.50,right,1478515081.400431
high,1,5.50,left,1478515082.951041
high,60,35.00,right,1478515084.502169
high,25,17.50,left,1478515086.477905
high,108,59.00,right,1478515087.622151
high,78,44.00,right,1478515089.119714
high,103,56.50,right,1478515090.671859
high,16,13.00,left,1478515092.224355
high,111,60.50,right,1478515093.640459
high,82,46.00,right,1478515095.001595
high,26,18.00,left,1478515096.621323
high,18,14.00,left,1478515098.187182
high,64,37.00,right,1478515099.521258
high,59,34.50,right,1478515101.059267
high,83,46.50,right,1478515102.460807
high,101,55.50,right,1478515103.930922
high,33,21.50,left,1478515105.551884
high,0,5.00,left,1478515106.981616
high,24,17.00,left,1478515108.614277
high,115,62.50,right,1478515110.043068
high,90,50.00,right,1478515111.581285
high,96,53.00,right,1478515113.092839
high,55,32.50,right,1478515114.768004
high,38,24.00,right,1478515116.359870
high,41,25.50,right,1478515117.979450
high,117,63.50,right,1478515119.423366
high,43,26.50,right,1478515121.125119
high,54,32.00,right,1478515122.295317
high,113,61.50,right,1478515123.752035
high,100,55.00,right,1478515125.303891
high,98,54.00,right,1478515126.842312
high,29,19.50,left,1478515128.651919
high,81,45.50,right,1478515129.930679
high,75,42.50,right,1478515131.470172
high,30,20.00,left,1478515133.322441
high,87,48.50,right,1478515134.316385
high,114,62.00,right,1478515135.854916
high,44,27.00,right,1478515137.488280
high,65,37.50,right,1478515138.836207
high,68,39.00,right,1478515140.279441
high,84,47.00,right,1478515141.941514
high,95,52.50,right,1478515143.304041
high,28,19.00,left,1478515144.747639
high,94,52.00,right,1478515146.285141
high,63,36.50,right,1478515147.741946
high,2,6.00,left,1478515149.239116
high,62,36.00,right,1478515150.954711
high,77,43.50,right,1478515152.342781
high,92,51.00,NA,0.000000
high,105,57.50,right,1478515155.092692
high,52,31.00,right,1478515156.779860
high,76,43.00,right,1478515158.263720
high,20,15.00,left,1478515159.774984
high,35,22.50,left,1478515161.204296
high,51,30.50,left,1478515163.083325
high,119,64.50,right,1478515164.267117
high,40,25.00,left,1478515165.819502
high,91,50.50,right,1478515167.140147
high,15,12.50,left,1478515168.814110
high,12,11.00,left,1478515170.378525
high,17,13.50,left,1478515171.848305
high,49,29.50,left,1478515173.454282
high,10,10.00,left,1478515174.843571
high,27,18.50,left,1478515176.286916
high,53,31.50,right,1478515178.138146
high,56,33.00,right,1478515179.443772
high,5,7.50,left,1478515180.628279
high,86,48.00,right,1478515182.139772
high,13,11.50,left,1478515183.774076
high,107,58.50,right,1478515185.366930
high,50,30.00,right,1478515187.150530
high,118,64.00,right,1478515188.131243
high,106,58.00,right,1478515189.519861
high,37,23.50,left,1478515191.168067
high,97,53.50,right,1478515192.651298
high,8,9.00,left,1478515194.162083
high,23,16.50,left,1478515195.740959
high,19,14.50,left,1478515197.238252
high,14,12.00,left,1478515198.612312
high,3,6.50,left,1478515200.246021
high,112,61.00,right,1478515201.687926
high,46,28.00,left,1478515203.171534
high,116,63.00,right,1478515204.587433
high,34,22.00,left,1478515206.262275
high,73,41.50,right,1478515207.868483
high,61,35.50,right,1478515209.502233
high,72,41.00,right,1478515210.985599
high,89,49.50,right,1478515212.360573
high,102,56.00,right,1478515213.720581
high,45,27.50,left,1478515215.285195
high,74,42.00,right,1478515216.796550
high,36,23.00,left,1478515218.348815
