object,stimulus,angle,response,time
high,9,9.50,right,1478268042.016243
high,12,11.00,left,1478268111.682298
high,31,20.50,right,1478268113.234610
high,98,54.00,right,1478268114.432605
high,89,49.50,right,1478268116.011212
high,38,24.00,left,1478268117.643530
high,47,28.50,right,1478268118.935950
high,113,61.50,right,1478268120.459831
high,49,29.50,right,1478268122.038751
high,117,63.50,right,1478268123.509039
high,19,14.50,left,1478268125.115990
high,46,28.00,right,1478268126.545628
high,50,30.00,left,1478268128.152766
high,95,52.50,right,1478268129.555447
high,86,48.00,right,1478268131.025870
high,8,9.00,left,1478268132.630997
high,7,8.50,left,1478268134.279168
high,103,56.50,right,1478268135.777076
high,80,45.00,right,1478268137.275016
high,24,17.00,right,1478268138.840582
high,96,53.00,right,1478268140.242160
high,65,37.50,right,1478268141.684413
high,0,5.00,left,1478268143.262949
high,11,10.50,left,1478268144.800620
high,20,15.00,left,1478268146.229795
high,84,47.00,right,1478268147.741139
high,92,51.00,right,1478268149.156481
high,112,61.00,right,1478268150.816606
high,26,18.00,left,1478268152.246447
high,30,20.00,left,1478268153.825579
high,108,59.00,right,1478268155.145980
high,40,25.00,right,1478268156.669718
high,78,44.00,right,1478268158.180217
high,91,50.50,right,1478268159.772552
high,55,32.50,right,1478268161.310264
high,22,16.00,right,1478268162.630475
high,58,34.00,right,1478268164.467604
high,32,21.00,left,1478268165.775396
high,10,10.00,right,1478268167.367041
high,15,12.50,left,1478268168.810026
high,59,34.50,right,1478268170.334400
high,35,22.50,left,1478268171.682110
high,14,12.00,left,1478268173.126498
high,5,7.50,left,1478268174.569293
high,75,42.50,right,1478268176.161498
high,52,31.00,right,1478268177.767244
high,93,51.50,right,1478268179.223498
high,110,60.00,right,1478268180.761899
high,111,60.50,right,1478268182.274243
high,107,58.50,right,1478268183.745106
high,56,33.00,right,1478268185.296556
high,6,8.00,left,1478268186.902864
high,44,27.00,left,1478268188.536542
high,2,6.00,left,1478268190.292304
high,67,38.50,left,1478268191.395392
high,83,46.50,right,1478268192.743504
high,39,24.50,right,1478268194.323056
high,45,27.50,right,1478268195.916169
high,64,37.00,right,1478268197.277164
high,82,46.00,right,1478268198.801300
high,85,47.50,right,1478268200.420637
high,76,43.00,right,1478268201.877049
high,70,40.00,right,1478268203.239117
high,115,62.50,right,1478268204.682258
high,61,35.50,right,1478268206.288661
high,118,64.00,right,1478268207.745703
high,114,62.00,right,1478268209.257515
high,13,11.50,left,1478268210.782579
high,101,55.50,right,1478268212.211567
high,62,36.00,right,1478268213.790001
high,34,22.00,right,1478268215.191712
high,104,57.00,right,1478268216.812242
high,109,59.50,right,1478268218.323044
high,87,48.50,right,1478268219.982933
high,48,29.00,right,1478268221.494085
high,73,41.50,right,1478268222.964647
high,57,33.50,right,1478268224.516282
high,28,19.00,right,1478268225.891485
high,106,58.00,right,1478268227.362423
high,100,55.00,right,1478268228.859558
high,54,32.00,right,1478268230.466403
high,37,23.50,left,1478268231.854910
high,27,18.50,left,1478268233.487665
high,36,23.00,left,1478268234.930612
high,16,13.00,left,1478268236.264248
high,17,13.50,left,1478268237.775075
high,41,25.50,left,1478268239.326618
high,25,17.50,left,1478268240.770275
high,105,57.50,right,1478268242.268043
high,68,39.00,right,1478268243.683710
high,97,53.50,right,1478268245.167754
high,1,5.50,left,1478268246.638209
high,21,15.50,left,1478268248.245107
high,71,40.50,right,1478268249.647507
high,3,6.50,left,1478268251.117458
high,90,50.00,right,1478268252.614276
high,18,14.00,left,1478268254.138882
high,23,16.50,left,1478268255.540937
high,53,31.50,right,1478268257.011753
high,69,39.50,right,1478268258.630956
high,72,41.00,right,1478268260.044901
high,88,49.00,right,1478268261.597651
high,99,54.50,right,1478268263.040584
high,102,56.00,right,1478268264.578300
high,29,19.50,right,1478268266.156858
high,116,63.00,right,1478268267.681666
high,4,7.00,left,1478268269.260310
high,66,38.00,right,1478268270.758295
high,81,45.50,right,1478268272.214300
high,60,35.00,right,1478268273.915986
high,63,36.50,right,1478268275.222896
high,79,44.50,right,1478268276.787437
high,51,30.50,right,1478268278.203548
high,74,42.00,right,1478268279.701580
high,42,26.00,right,1478268281.253164
high,33,21.50,right,1478268282.709819
high,119,64.50,right,1478268284.111015
high,77,43.50,left,1478268285.675465
high,94,52.00,right,1478268287.172015
high,43,26.50,right,1478268288.751639
