object,stimulus,angle,response,time
low,12,11.00,right,1474554799.893116
high,84,47.00,NA,0.000000
high,65,37.50,right,1474554869.391882
low,18,14.00,left,1474554870.803821
mid,35,22.50,left,1474554872.585238
mid,17,13.50,left,1474554873.776667
mid,105,57.50,right,1474554875.175792
low,113,61.50,right,1474554876.722984
high,108,59.00,right,1474554878.176173
mid,50,30.00,left,1474554880.176916
low,19,14.50,left,1474554881.358130
high,14,12.00,left,1474554882.947507
mid,107,58.50,right,1474554884.414588
mid,26,18.00,left,1474554885.840094
high,26,18.00,left,1474554887.265509
low,29,19.50,left,1474554888.869708
low,24,17.00,left,1474554890.527409
high,9,9.50,left,1474554891.912038
low,21,15.50,left,1474554893.337624
high,89,49.50,right,1474554894.995288
low,92,51.00,right,1474554896.652773
mid,39,24.50,left,1474554898.064268
mid,114,62.00,right,1474554899.490725
high,31,20.50,left,1474554901.600641
high,23,16.50,left,1474554902.889785
mid,69,39.50,right,1474554904.645414
low,11,10.50,left,1474554905.878246
low,84,47.00,right,1474554907.426806
high,17,13.50,left,1474554908.702872
mid,11,10.50,left,1474554910.211033
mid,74,42.00,right,1474554911.732506
low,71,40.50,left,1474554913.733927
high,113,61.50,right,1474554914.830390
mid,70,40.00,right,1474554916.366271
low,4,7.00,left,1474554917.721998
high,19,14.50,left,1474554919.559615
mid,109,59.50,right,1474554920.572994
low,56,33.00,left,1474554922.272779
mid,61,35.50,right,1474554923.587129
low,110,60.00,right,1474554925.122639
mid,106,58.00,right,1474554926.601853
low,51,30.50,left,1474554928.260704
high,90,50.00,right,1474554929.946314
mid,93,51.50,right,1474554931.303880
high,79,44.50,right,1474554932.646016
high,21,15.50,left,1474554934.084925
high,118,64.00,right,1474554935.430692
low,20,15.00,left,1474554937.086573
mid,27,18.50,left,1474554938.527117
high,54,32.00,left,1474554940.815418
high,41,25.50,left,1474554941.952172
high,72,41.00,right,1474554943.117073
low,102,56.00,right,1474554944.624104
low,117,63.50,right,1474554946.062800
low,69,39.50,right,1474554948.159075
high,66,38.00,right,1474554949.172772
mid,73,41.50,right,1474554950.640257
low,27,18.50,left,1474554952.149584
mid,37,23.50,left,1474554953.423770
mid,76,43.00,left,1474554955.619112
high,39,24.50,left,1474554956.647680
high,13,11.50,left,1474554958.046201
mid,32,21.00,left,1474554959.814960
low,15,12.50,left,1474554961.117054
low,22,16.00,left,1474554962.654219
low,41,25.50,left,1474554963.969723
high,45,27.50,left,1474554965.559922
mid,48,29.00,left,1474554967.421906
mid,24,17.00,left,1474554968.545974
mid,12,11.00,left,1474554969.890495
low,111,60.50,right,1474554971.316288
high,82,46.00,right,1474554973.083154
mid,4,7.00,left,1474554974.221425
mid,98,54.00,right,1474554975.729373
high,102,56.00,right,1474554977.429291
high,83,46.50,right,1474554978.894571
low,32,21.00,left,1474554980.608794
mid,31,20.50,left,1474554981.746080
high,115,62.50,right,1474554983.062577
