object,stimulus,angle,response,time
low,118,64.00,right,1474892870.074280
mid,86,48.00,right,1474892878.184112
low,80,45.00,right,1474892879.624264
high,94,52.00,right,1474892881.256861
mid,28,19.00,left,1474892882.723369
mid,4,7.00,left,1474892884.258846
low,6,8.00,left,1474892885.820653
low,50,30.00,left,1474892887.356918
high,48,29.00,right,1474892888.658228
high,36,23.00,left,1474892890.262776
mid,69,39.50,right,1474892891.742641
high,71,40.50,right,1474892893.194681
high,68,39.00,right,1474892894.673792
mid,95,52.50,right,1474892896.112205
low,69,39.50,right,1474892897.633479
low,32,21.00,right,1474892899.332355
high,18,14.00,left,1474892900.910074
mid,62,36.00,right,1474892902.321261
low,33,21.50,left,1474892903.569529
mid,76,43.00,right,1474892904.980414
low,65,37.50,left,1474892906.598322
high,90,50.00,right,1474892907.899932
high,87,48.50,right,1474892909.407473
mid,103,56.50,right,1474892910.928812
high,33,21.50,left,1474892912.669772
low,15,12.50,left,1474892913.929324
high,30,20.00,left,1474892915.396293
high,55,32.50,left,1474892916.987190
low,108,59.00,right,1474892918.343992
mid,50,30.00,right,1474892919.960601
low,34,22.00,right,1474892921.345157
high,10,10.00,left,1474892922.922050
low,14,12.00,left,1474892924.347700
mid,74,42.00,right,1474892926.019995
mid,59,34.50,right,1474892927.403599
mid,107,58.50,right,1474892928.925580
low,88,49.00,right,1474892930.527802
high,103,56.50,right,1474892931.979996
low,18,14.00,left,1474892933.472107
low,47,28.50,left,1474892934.897949
mid,118,64.00,right,1474892936.350301
mid,15,12.50,left,1474892937.816457
mid,93,51.50,right,1474892939.255582
high,118,64.00,right,1474892940.819283
mid,75,42.50,right,1474892942.243534
high,4,7.00,left,1474892943.833144
high,23,16.50,left,1474892945.326996
low,107,58.50,right,1474892946.821038
high,62,36.00,right,1474892948.383258
low,45,27.50,right,1474892950.082713
high,0,5.00,left,1474892951.424443
mid,36,23.00,left,1474892952.947053
high,16,13.00,left,1474892954.385615
low,57,33.50,right,1474892955.921760
mid,23,16.50,right,1474892957.566353
high,113,61.50,right,1474892959.034658
mid,14,12.00,left,1474892960.569079
mid,104,57.00,right,1474892962.049938
low,48,29.00,right,1474892963.652830
low,61,35.50,right,1474892965.655609
low,3,6.50,left,1474892966.821670
high,82,46.00,right,1474892968.329980
low,30,20.00,right,1474892970.028398
low,49,29.50,left,1474892971.385825
mid,54,32.00,left,1474892972.893604
mid,80,45.00,right,1474892974.058238
high,28,19.00,left,1474892975.662456
mid,24,17.00,left,1474892977.128683
high,20,15.00,left,1474892978.690620
high,54,32.00,right,1474892980.319616
mid,71,40.50,right,1474892981.703546
low,97,53.50,right,1474892983.181722
mid,20,15.00,left,1474892984.579091
low,76,43.00,right,1474892986.126405
high,84,47.00,right,1474892987.647927
low,1,5.50,left,1474892989.171636
mid,40,25.00,left,1474892990.692388
high,29,19.50,left,1474892992.324257
high,44,27.00,left,1474892993.900353
high,43,26.50,left,1474892995.314731
low,94,52.00,right,1474892996.793742
mid,88,49.00,right,1474892998.273914
low,11,10.50,left,1474892999.958385
mid,109,59.50,right,1474893001.329271
high,79,44.50,right,1474893002.810471
low,9,9.50,left,1474893004.318179
mid,112,61.00,right,1474893005.826704
high,57,33.50,right,1474893007.359674
low,20,15.00,right,1474893008.869090
low,28,19.00,left,1474893010.444148
mid,115,62.50,right,1474893011.787728
high,96,53.00,right,1474893013.158075
low,119,64.50,right,1474893014.638758
mid,31,20.50,left,1474893016.228133
high,109,59.50,right,1474893017.681355
mid,0,5.00,left,1474893019.325585
high,99,54.50,right,1474893020.737638
mid,81,45.50,right,1474893022.232024
mid,92,51.00,right,1474893023.765788
low,25,17.50,left,1474893025.219341
mid,52,31.00,left,1474893026.781445
low,5,7.50,left,1474893028.206263
mid,106,58.00,right,1474893029.645537
high,86,48.00,right,1474893031.100120
low,112,61.00,right,1474893032.704317
high,58,34.00,right,1474893034.282014
low,8,9.00,left,1474893035.707215
high,98,54.00,right,1474893037.270655
low,38,24.00,left,1474893038.927950
mid,105,57.50,right,1474893040.189501
mid,10,10.00,left,1474893041.683154
high,56,33.00,right,1474893043.247208
low,104,57.00,right,1474893044.521971
low,22,16.00,left,1474893046.084031
high,105,57.50,right,1474893047.508161
high,3,6.50,left,1474893048.934213
high,47,28.50,right,1474893050.414681
low,82,46.00,right,1474893051.881553
mid,119,64.50,right,1474893053.334436
mid,90,50.00,right,1474893054.885236
low,27,18.50,left,1474893088.722996
low,89,49.50,right,1474893090.093581
mid,2,6.00,left,1474893091.684155
high,107,58.50,right,1474893093.041905
mid,41,25.50,left,1474893094.644226
mid,110,60.00,right,1474893096.042355
high,88,49.00,right,1474893097.590882
mid,82,46.00,right,1474893099.153055
low,19,14.50,left,1474893100.674463
high,26,18.00,left,1474893102.277372
high,70,40.00,left,1474893103.742595
low,95,52.50,right,1474893105.017370
mid,94,52.00,right,1474893106.524667
low,43,26.50,left,1474893108.183741
high,85,47.50,right,1474893109.555114
high,78,44.00,right,1474893110.952852
low,81,45.50,right,1474893112.474501
low,117,63.50,right,1474893113.886403
mid,38,24.00,left,1474893115.600009
high,24,17.00,left,1474893116.821327
mid,108,59.00,right,1474893118.561734
low,100,55.00,right,1474893119.864423
mid,70,40.00,right,1474893121.424925
high,19,14.50,left,1474893122.906249
low,0,5.00,left,1474893124.303636
low,70,40.00,left,1474893125.866527
mid,32,21.00,left,1474893127.400507
mid,11,10.50,left,1474893128.908265
mid,35,22.50,left,1474893130.415690
low,2,6.00,left,1474893131.951020
low,114,62.00,right,1474893133.650071
mid,17,13.50,left,1474893135.116913
high,42,26.00,right,1474893136.625262
high,2,6.00,left,1474893138.227863
high,1,5.50,left,1474893139.543719
high,108,59.00,right,1474893140.983367
mid,66,38.00,right,1474893142.366418
high,92,51.00,right,1474893143.902001
mid,83,46.50,right,1474893145.354914
high,76,43.00,right,1474893146.822412
high,110,60.00,right,1474893148.384958
low,111,60.50,right,1474893149.825393
high,37,23.50,right,1474893151.237086
low,46,28.00,left,1474893152.814517
mid,56,33.00,left,1474893154.321713
low,103,56.50,right,1474893155.734226
low,93,51.50,right,1474893157.161089
mid,60,35.00,right,1474893158.780097
