stimulus,angle,response,time
35,-12.50,right,1476446841.221638
99,19.50,right,1476446909.247463
47,-6.50,left,1476446910.663650
76,8.00,left,1476446912.391674
36,-12.00,left,1476446913.658113
46,-7.00,left,1476446915.087959
85,12.50,right,1476446916.544805
112,26.00,right,1476446917.974330
53,-3.50,left,1476446919.580978
104,22.00,right,1476446920.983326
42,-9.00,left,1476446922.508554
63,1.50,left,1476446924.086919
111,25.50,right,1476446925.475741
9,-25.50,left,1476446926.932647
48,-6.00,left,1476446928.388339
6,-27.00,left,1476446929.844669
79,9.50,right,1476446931.505327
0,-30.00,left,1476446932.838804
60,0.00,right,1476446934.295886
3,-28.50,left,1476446935.820827
69,4.50,left,1476446937.672553
73,6.50,left,1476446939.142251
56,-2.00,left,1476446940.462247
92,16.00,right,1476446942.136825
70,5.00,left,1476446943.525252
43,-8.50,left,1476446944.955107
45,-7.50,left,1476446946.478990
115,27.50,right,1476446948.180430
25,-17.50,left,1476446949.514549
21,-19.50,left,1476446950.998128
105,22.50,right,1476446952.454451
96,18.00,right,1476446953.978745
84,12.00,right,1476446955.476407
55,-2.50,left,1476446957.054536
4,-28.00,left,1476446958.619363
77,8.50,right,1476446960.089508
114,27.00,left,1476446961.547015
41,-9.50,left,1476446963.003697
87,13.50,right,1476446964.569028
113,26.50,right,1476446966.038631
82,11.00,right,1476446967.659041
116,28.00,right,1476446968.979648
65,2.50,left,1476446970.544617
31,-14.50,left,1476446972.042488
94,17.00,right,1476446973.581468
22,-19.00,left,1476446975.133832
72,6.00,left,1476446976.875658
44,-8.00,left,1476446978.154384
20,-20.00,left,1476446979.554623
51,-4.50,left,1476446981.051570
74,7.00,left,1476446982.712490
81,10.50,left,1476446984.114195
64,2.00,left,1476446985.461571
103,21.50,right,1476446986.863015
106,23.00,right,1476446988.278639
7,-26.50,left,1476446989.829405
54,-3.00,left,1476446991.366768
15,-22.50,left,1476446992.741795
83,11.50,right,1476446994.483603
17,-21.50,left,1476446995.654056
66,3.00,left,1476446997.395775
88,14.00,right,1476446998.811793
119,29.50,left,1476447000.240457
23,-18.50,left,1476447001.737298
102,21.00,right,1476447003.452486
8,-26.00,left,1476447004.826231
59,-0.50,left,1476447006.391811
110,25.00,right,1476447007.671478
61,0.50,left,1476447009.167667
12,-24.00,left,1476447010.679304
24,-18.00,left,1476447012.053111
75,7.50,right,1476447013.726243
91,15.50,right,1476447015.155755
117,28.50,right,1476447016.625537
52,-4.00,left,1476447018.136789
13,-23.50,left,1476447019.715410
78,9.00,right,1476447021.144283
26,-17.00,left,1476447022.614724
5,-27.50,left,1476447024.192311
62,1.00,left,1476447025.907629
57,-1.50,left,1476447027.228711
90,15.00,left,1476447028.630926
16,-22.00,left,1476447030.168605
2,-29.00,left,1476447031.611901
38,-11.00,left,1476447033.108869
49,-5.50,left,1476447034.660628
34,-13.00,left,1476447036.116377
97,18.50,right,1476447037.681099
29,-15.50,left,1476447039.218519
19,-20.50,left,1476447040.825480
30,-15.00,left,1476447042.227978
18,-21.00,left,1476447043.739300
100,20.00,right,1476447045.210161
39,-10.50,left,1476447046.694078
37,-11.50,left,1476447048.204345
80,10.00,right,1476447049.810376
95,17.50,right,1476447051.334711
93,16.50,right,1476447052.749969
27,-16.50,left,1476447054.220572
67,3.50,left,1476447056.071483
50,-5.00,left,1476447057.322759
98,19.00,right,1476447058.927215
10,-25.00,left,1476447060.438372
32,-14.00,left,1476447061.963264
11,-24.50,left,1476447063.501566
28,-16.00,left,1476447065.053504
1,-29.50,left,1476447066.537442
108,24.00,right,1476447068.020720
107,23.50,right,1476447069.613295
40,-10.00,left,1476447071.083519
89,14.50,left,1476447072.566703
58,-1.00,left,1476447074.092919
33,-13.50,left,1476447075.522697
68,4.00,left,1476447077.209870
14,-23.00,left,1476447078.542994
118,29.00,right,1476447079.970695
109,24.50,right,1476447081.330777
101,20.50,right,1476447082.800711
71,5.50,right,1476447084.502851
86,13.00,right,1476447085.892012
