object,stimulus,angle,response,time
high,81,45.50,right,1486736878.793086
high,106,58.00,right,1486736880.127193
low,40,25.00,left,1486736881.652543
low,17,13.50,left,1486736883.040866
mid,93,51.50,right,1486736884.578608
high,100,55.00,right,1486736885.953551
low,23,16.50,left,1486736887.519000
mid,19,14.50,left,1486736889.124687
mid,116,63.00,right,1486736890.607657
high,44,27.00,left,1486736892.091691
low,19,14.50,left,1486736893.438998
mid,40,25.00,left,1486736894.990069
high,80,45.00,right,1486736896.540089
low,65,37.50,left,1486736898.037311
high,73,41.50,right,1486736899.548126
low,31,20.50,left,1486736900.949825
mid,41,25.50,left,1486736902.447383
high,98,54.00,right,1486736904.039483
low,67,38.50,right,1486736905.455499
low,63,36.50,left,1486736907.157355
mid,31,20.50,left,1486736908.490812
mid,49,29.50,right,1486736910.137775
high,118,64.00,right,1486736911.471540
mid,30,20.00,left,1486736912.941586
mid,5,7.50,left,1486736914.316422
low,6,8.00,left,1486736915.759456
mid,38,24.00,left,1486736917.229320
high,93,51.50,right,1486736918.767430
high,68,39.00,right,1486736920.169335
high,116,63.00,right,1486736921.584866
mid,84,47.00,right,1486736923.014790
low,45,27.50,left,1486736924.471403
low,81,45.50,left,1486736926.036704
mid,59,34.50,left,1486736927.602168
high,51,30.50,left,1486736929.317651
low,33,21.50,left,1486736930.624299
mid,79,44.50,right,1486736931.863199
low,27,18.50,left,1486736933.360361
mid,118,64.00,right,1486736934.830316
high,59,34.50,right,1486736936.436618
low,46,28.00,left,1486736937.947876
high,107,58.50,right,1486736939.472611
mid,44,27.00,left,1486736941.105094
high,77,43.50,right,1486736942.519968
low,20,15.00,left,1486736944.058496
low,66,38.00,left,1486736945.555571
high,41,25.50,left,1486736946.888897
mid,80,45.00,right,1486736948.508431
low,70,40.00,right,1486736949.951071
high,42,26.00,left,1486736951.448852
high,11,10.50,left,1486736953.000322
mid,1,5.50,left,1486736954.497504
low,54,32.00,left,1486736956.211810
low,18,14.00,left,1486736957.654898
high,40,25.00,left,1486736959.315532
mid,109,59.50,right,1486736960.758325
low,15,12.50,left,1486736962.214661
mid,95,52.50,right,1486736963.834728
high,99,54.50,right,1486736965.304032
mid,104,57.00,right,1486736966.841882
mid,45,27.50,left,1486736968.462791
low,64,37.00,left,1486736969.905240
high,14,12.00,left,1486736971.414742
mid,111,60.50,right,1486736972.831091
high,38,24.00,right,1486736974.355818
high,13,11.50,left,1486736975.689711
low,41,25.50,left,1486736977.227675
low,61,35.50,left,1486736978.806980
high,108,59.00,right,1486736980.153947
mid,8,9.00,left,1486736981.582307
mid,37,23.50,left,1486736983.093898
low,104,57.00,right,1486736984.673489
mid,78,44.00,right,1486736986.129104
mid,87,48.50,right,1486736987.653097
low,85,47.50,right,1486736989.191738
high,61,35.50,right,1486736990.961237
mid,106,58.00,right,1486736992.336339
mid,101,55.50,right,1486736993.764586
high,115,62.50,right,1486736995.220754
low,56,33.00,left,1486736996.772846
low,35,22.50,left,1486736998.310244
high,31,20.50,left,1486736999.834129
high,83,46.50,right,1486737001.453151
low,77,43.50,right,1486737003.031561
high,4,7.00,left,1486737004.393123
low,26,18.00,left,1486737005.794740
high,78,44.00,right,1486737007.469742
low,32,21.00,right,1486737008.830731
mid,72,41.00,right,1486737010.369676
high,86,48.00,right,1486737011.907341
low,97,53.50,right,1486737013.609301
mid,48,29.00,left,1486737014.739369
low,24,17.00,left,1486737016.209907
mid,14,12.00,left,1486737017.652678
mid,36,23.00,left,1486737019.163341
high,35,22.50,left,1486737020.769897
low,117,63.50,right,1486737022.240518
low,42,26.00,left,1486737023.832964
high,72,41.00,right,1486737025.262726
low,59,34.50,left,1486737026.732687
mid,57,33.50,left,1486737028.325236
high,62,36.00,left,1486737029.850501
