stimulus,angle,response,time
30,-15.00,right,1478166869.670370
42,-9.00,right,1478166936.497082
87,13.50,left,1478166938.049397
82,11.00,left,1478166939.465552
23,-18.50,right,1478166940.881308
57,-1.50,right,1478166942.528409
46,-7.00,right,1478166943.958052
15,-22.50,right,1478166945.428557
17,-21.50,right,1478166946.912397
52,-4.00,right,1478166948.682133
106,23.00,left,1478166950.002549
10,-25.00,right,1478166951.486473
83,11.50,left,1478166953.132483
53,-3.50,right,1478166954.575491
0,-30.00,right,1478166956.058975
36,-12.00,right,1478166957.461128
44,-8.00,right,1478166958.986931
102,21.00,left,1478166960.484255
55,-2.50,right,1478166962.049840
3,-28.50,right,1478166963.505046
81,10.50,left,1478166965.055928
93,16.50,left,1478166966.254136
25,-17.50,right,1478166968.023983
27,-16.50,right,1478166969.276772
51,-4.50,right,1478166970.937724
113,26.50,left,1478166972.420185
75,7.50,left,1478166973.766994
49,-5.50,right,1478166975.277398
34,-13.00,right,1478166976.761740
90,15.00,left,1478166978.340578
54,-3.00,left,1478166980.299755
6,-27.00,right,1478166981.430010
69,4.50,left,1478166983.023938
28,-16.00,right,1478166984.371399
117,28.50,left,1478166985.896588
73,6.50,left,1478166987.394761
99,19.50,left,1478166988.728552
112,26.00,left,1478166990.267097
50,-5.00,right,1478166992.267967
43,-8.50,right,1478166993.234647
68,4.00,left,1478166994.663624
114,27.00,left,1478166996.174038
26,-17.00,right,1478166997.658267
111,25.50,left,1478166999.182865
78,9.00,left,1478167000.598656
74,7.00,left,1478167002.191137
70,5.00,left,1478167003.661543
71,5.50,left,1478167004.968473
118,29.00,left,1478167006.478867
66,3.00,left,1478167008.194179
91,15.50,left,1478167009.758549
18,-21.00,right,1478167011.119141
115,27.50,left,1478167012.602934
56,-2.00,right,1478167014.494237
22,-19.00,right,1478167015.555752
60,0.00,left,1478167017.175189
14,-23.00,right,1478167018.604162
8,-26.00,right,1478167019.939050
96,18.00,left,1478167021.531218
79,9.50,left,1478167023.068897
61,0.50,left,1478167024.496771
103,21.50,left,1478167026.020306
88,14.00,left,1478167027.504074
85,12.50,left,1478167029.001628
20,-20.00,right,1478167030.512850
98,19.00,left,1478167032.186649
97,18.50,left,1478167033.657368
47,-6.50,right,1478167034.963833
24,-18.00,right,1478167036.474897
59,-0.50,right,1478167038.202515
38,-11.00,right,1478167039.549575
67,3.50,left,1478167041.400481
62,1.00,left,1478167042.761339
1,-29.50,right,1478167044.163300
2,-29.00,right,1478167045.674087
80,10.00,right,1478167047.211774
9,-25.50,right,1478167048.654767
65,2.50,left,1478167050.083962
92,16.00,left,1478167051.458576
32,-14.00,right,1478167053.023614
19,-20.50,right,1478167054.425522
58,-1.00,right,1478167056.413053
101,20.50,left,1478167057.298188
12,-24.00,right,1478167058.876866
33,-13.50,right,1478167060.375149
77,8.50,left,1478167061.980838
89,14.50,left,1478167063.395781
37,-11.50,right,1478167064.948026
119,29.50,left,1478167066.281847
100,20.00,left,1478167067.737957
110,25.00,left,1478167069.248973
11,-24.50,right,1478167070.718489
84,12.00,left,1478167072.392477
35,-12.50,right,1478167073.793601
64,2.00,left,1478167075.658953
95,17.50,left,1478167076.856191
39,-10.50,right,1478167078.312821
29,-15.50,right,1478167079.903675
105,22.50,left,1478167081.319868
94,17.00,left,1478167082.735201
21,-19.50,right,1478167084.313087
76,8.00,left,1478167085.851326
107,23.50,left,1478167087.349334
72,6.00,left,1478167088.778398
104,22.00,left,1478167090.220994
4,-28.00,right,1478167091.840641
13,-23.50,right,1478167093.214859
7,-26.50,right,1478167094.738514
16,-22.00,right,1478167096.331199
48,-6.00,left,1478167097.924044
45,-7.50,right,1478167099.748541
109,24.50,left,1478167101.041916
5,-27.50,right,1478167102.428311
31,-14.50,right,1478167104.211409
41,-9.50,right,1478167105.598857
108,24.00,left,1478167107.014625
116,28.00,left,1478167108.512600
86,13.00,left,1478167109.969008
40,-10.00,right,1478167111.466143
63,1.50,right,1478167112.922801
