object,stimulus,angle,response,time
low,86,48.00,right,1473236251.461698
high,85,47.50,right,1473236260.428952
mid,36,23.00,left,1473236261.923375
high,10,10.00,left,1473236263.487835
low,105,57.50,right,1473236264.887281
mid,31,20.50,right,1473236266.450008
low,17,13.50,right,1473236267.944136
mid,44,27.00,left,1473236269.725263
mid,93,51.50,right,1473236271.026679
low,77,43.50,right,1473236272.424754
high,47,28.50,left,1473236273.931832
high,23,16.50,left,1473236275.480058
high,91,50.50,right,1473236277.041290
low,111,60.50,right,1473236278.590555
low,87,48.50,right,1473236280.138701
high,112,61.00,right,1473236281.702274
low,12,11.00,left,1473236283.208677
mid,34,22.00,left,1473236284.673192
mid,2,6.00,left,1473236286.084339
mid,29,19.50,right,1473236287.757354
mid,10,10.00,left,1473236289.278583
low,15,12.50,left,1473236290.758559
high,75,42.50,right,1473236292.215026
high,57,33.50,right,1473236293.778725
mid,41,25.50,right,1473236295.479321
high,18,14.00,left,1473236296.877341
low,55,32.50,left,1473236298.439554
low,36,23.00,left,1473236299.824951
mid,50,30.00,left,1473236301.540020
mid,1,5.50,left,1473236303.089029
mid,81,45.50,right,1473236304.515798
low,23,16.50,left,1473236306.107359
high,8,9.00,left,1473236307.573213
high,118,64.00,right,1473236309.095326
low,92,51.00,right,1473236310.480086
high,63,36.50,right,1473236311.986740
low,45,27.50,left,1473236313.494760
low,7,8.50,left,1473236314.919340
mid,55,32.50,left,1473236316.603880
high,33,21.50,left,1473236317.960877
high,84,47.00,right,1473236319.401566
low,47,28.50,left,1473236320.990960
high,71,40.50,right,1473236322.306058
low,2,6.00,left,1473236323.814508
mid,16,13.00,left,1473236325.198354
mid,92,51.00,right,1473236326.706297
mid,113,61.50,right,1473236328.091634
high,43,26.50,left,1473236329.614646
mid,39,24.50,left,1473236331.190471
low,28,19.00,left,1473236332.711919
high,14,12.00,left,1473236334.178967
low,19,14.50,left,1473236335.741442
mid,17,13.50,left,1473236337.248779
low,114,62.00,right,1473236338.716223
high,81,45.50,right,1473236340.306505
high,73,41.50,right,1473236341.841469
high,19,14.50,left,1473236343.539298
mid,66,38.00,left,1473236345.005069
low,80,45.00,right,1473236346.594713
mid,82,46.00,right,1473236348.074311
high,104,57.00,right,1473236349.595274
low,65,37.50,right,1473236351.185275
high,1,5.50,left,1473236352.746992
low,5,7.50,left,1473236354.242730
mid,27,18.50,left,1473236355.844678
low,6,8.00,left,1473236357.364164
low,26,18.00,left,1473236358.981444
high,111,60.50,right,1473236360.475097
mid,99,54.50,right,1473236361.997559
mid,67,38.50,right,1473236363.491060
high,62,36.00,right,1473236365.149420
mid,28,19.00,left,1473236366.753876
low,91,50.50,right,1473236368.166023
high,95,52.50,right,1473236369.645282
low,82,46.00,right,1473236371.276378
mid,86,48.00,right,1473236372.686907
mid,5,7.50,left,1473236373.961455
mid,19,14.50,left,1473236375.524175
high,114,62.00,right,1473236377.072682
high,53,31.50,right,1473236378.690238
low,64,37.00,right,1473236380.415920
high,119,64.50,right,1473236381.828636
low,40,25.00,left,1473236383.171706
mid,7,8.50,left,1473236384.747298
mid,56,33.00,left,1473236386.487313
low,60,35.00,left,1473236387.872852
mid,40,25.00,right,1473236389.433953
high,108,59.00,right,1473236390.626215
high,7,8.50,left,1473236392.202016
low,102,56.00,right,1473236393.684150
high,44,27.00,right,1473236395.218175
mid,58,34.00,right,1473236396.890407
low,70,40.00,left,1473236398.370099
low,1,5.50,left,1473236399.685806
high,77,43.50,right,1473236401.056815
mid,118,64.00,right,1473236402.468431
high,31,20.50,left,1473236403.949254
mid,37,23.50,left,1473236405.470871
high,37,23.50,left,1473236407.058126
mid,106,58.00,right,1473236408.265830
high,0,5.00,left,1473236409.772869
low,104,57.00,right,1473236411.280454
low,25,17.50,left,1473236412.717976
low,83,46.50,right,1473236414.293406
mid,24,17.00,left,1473236415.731764
mid,77,43.50,left,1473236417.157548
low,75,42.50,right,1473236418.582624
high,88,49.00,right,1473236420.075878
low,20,15.00,left,1473236421.761409
high,109,59.50,right,1473236423.212500
low,109,59.50,right,1473236424.650235
high,48,29.00,left,1473236426.282702
mid,95,52.50,right,1473236427.679868
mid,70,40.00,right,1473236429.338059
low,43,26.50,left,1473236430.761652
low,27,18.50,left,1473236432.350618
high,90,50.00,right,1473236433.857792
high,98,54.00,right,1473236435.393767
mid,20,15.00,left,1473236436.818777
mid,30,20.00,left,1473236438.312703
low,57,33.50,left,1473236472.179855
high,2,6.00,left,1473236473.455264
high,4,7.00,left,1473236474.730313
mid,15,12.50,left,1473236476.211336
low,76,43.00,right,1473236477.691799
mid,9,9.50,left,1473236479.461047
mid,35,22.50,left,1473236480.735332
mid,90,50.00,right,1473236482.298222
high,35,22.50,right,1473236484.038607
low,4,7.00,left,1473236485.367486
high,6,8.00,left,1473236486.737475
low,113,61.50,right,1473236488.232904
mid,12,11.00,left,1473236489.739508
low,97,53.50,right,1473236491.191761
mid,6,8.00,left,1473236492.685801
high,15,12.50,left,1473236494.205174
high,60,35.00,right,1473236495.779686
high,29,19.50,right,1473236497.150211
low,14,12.00,left,1473236498.561539
mid,42,26.00,left,1473236500.055701
low,33,21.50,left,1473236501.698864
high,45,27.50,left,1473236503.247348
low,9,9.50,left,1473236504.726898
mid,75,42.50,right,1473236506.261218
high,93,51.50,right,1473236507.824162
low,37,23.50,right,1473236509.385668
mid,48,29.00,right,1473236510.891910
high,115,62.50,right,1473236512.303598
mid,97,53.50,right,1473236513.770938
low,53,31.50,left,1473236515.209764
high,92,51.00,right,1473236516.813116
low,61,35.50,left,1473236518.579956
high,79,44.50,right,1473236519.827595
mid,8,9.00,left,1473236521.292634
low,95,52.50,right,1473236522.800559
mid,18,14.00,left,1473236524.239700
high,22,16.00,left,1473236526.129038
low,54,32.00,right,1473236527.470942
low,67,38.50,right,1473236528.896636
high,78,44.00,right,1473236530.457707
mid,100,55.00,right,1473236532.033011
mid,54,32.00,right,1473236533.569097
mid,119,64.50,right,1473236534.911851
low,69,39.50,right,1473236536.449003
low,21,15.50,left,1473236537.873306
high,69,39.50,right,1473236539.421101
mid,105,57.50,right,1473236540.982714
high,49,29.50,right,1473236542.434483
high,13,11.50,right,1473236543.913083
high,55,32.50,right,1473236545.405712
mid,43,26.50,right,1473236547.021467
mid,74,42.00,right,1473236548.667384
mid,32,21.00,left,1473236549.886519
low,50,30.00,left,1473236551.408700
high,42,26.00,right,1473236553.037990
low,99,54.50,right,1473236554.489571
mid,0,5.00,left,1473236555.997600
low,118,64.00,right,1473236557.395668
low,52,31.00,right,1473236558.833775
high,117,63.50,right,1473236560.355717
high,110,60.00,right,1473236561.822881
low,108,59.00,right,1473236563.373067
low,49,29.50,left,1473236564.634268
mid,87,48.50,right,1473236566.210782
low,100,55.00,left,1473236567.881688
high,103,56.50,right,1473236569.155289
mid,84,47.00,right,1473236570.924531
mid,61,35.50,left,1473236572.596890
low,84,47.00,right,1473236573.747334
high,30,20.00,left,1473236575.309886
mid,14,12.00,left,1473236576.762925
high,107,58.50,right,1473236578.202600
mid,111,60.50,right,1473236579.778990
low,24,17.00,left,1473236581.040568
mid,96,53.00,right,1473236582.521951
high,12,11.00,left,1473236583.946988
low,88,49.00,left,1473236585.839246
mid,78,44.00,right,1473236586.975998
high,16,13.00,left,1473236588.360324
high,106,58.00,right,1473236589.923303
low,78,44.00,left,1473236591.513939
mid,115,62.50,right,1473236593.077136
low,42,26.00,left,1473236594.503275
high,46,28.00,left,1473236596.120211
mid,4,7.00,left,1473236597.570749
high,17,13.50,left,1473236599.120434
low,30,20.00,left,1473236600.765706
low,119,64.50,right,1473236602.136898
mid,73,41.50,left,1473236604.072924
mid,108,59.00,right,1473236604.990994
high,89,49.50,right,1473236606.636114
high,51,30.50,right,1473236608.197448
mid,22,16.00,left,1473236609.594842
high,34,22.00,left,1473236611.334815
low,103,56.50,right,1473236612.637038
low,71,40.50,left,1473236614.156428
high,5,7.50,right,1473236615.622445
mid,85,47.50,left,1473236617.089873
mid,112,61.00,right,1473236618.517374
high,11,10.50,left,1473236620.010594
low,3,6.50,left,1473236621.532266
high,72,41.00,right,1473236623.067176
high,58,34.00,left,1473236624.645502
mid,114,62.00,right,1473236626.001482
low,81,45.50,right,1473236627.564358
mid,69,39.50,right,1473236629.179047
low,116,63.00,right,1473236630.564158
low,46,28.00,left,1473236631.949390
mid,91,50.50,right,1473236633.678747
low,107,58.50,right,1473236635.131918
high,9,9.50,left,1473236636.502460
low,11,10.50,left,1473236637.939074
high,50,30.00,left,1473236639.570023
mid,21,15.50,left,1473236641.203024
high,100,55.00,right,1473236642.723577
low,48,29.00,left,1473236644.257758
low,51,30.50,right,1473236645.916602
mid,23,16.50,left,1473236647.165805
high,113,61.50,right,1473236648.658741
mid,109,59.50,right,1473236650.111526
low,90,50.00,left,1473236683.993794
high,83,46.50,left,1473236685.473231
mid,72,41.00,right,1473236686.760773
high,116,63.00,right,1473236688.294796
low,8,9.00,left,1473236689.610811
mid,89,49.50,right,1473236691.092768
low,41,25.50,left,1473236692.653769
mid,110,60.00,right,1473236694.216157
low,38,24.00,left,1473236695.846605
high,20,15.00,left,1473236697.422361
mid,98,54.00,right,1473236699.025995
high,24,17.00,left,1473236700.465381
low,101,55.50,right,1473236701.944487
high,86,48.00,right,1473236703.481912
low,13,11.50,left,1473236705.046355
mid,11,10.50,left,1473236706.567822
low,63,36.50,left,1473236708.350005
high,26,18.00,left,1473236709.817759
mid,52,31.00,left,1473236711.421814
low,62,36.00,right,1473236712.777790
mid,117,63.50,right,1473236714.299998
high,39,24.50,right,1473236715.902903
high,25,17.50,right,1473236717.453188
mid,80,45.00,right,1473236718.782203
low,115,62.50,right,1473236720.222946
mid,33,21.50,left,1473236721.704124
high,21,15.50,left,1473236723.251483
mid,94,52.00,right,1473236724.829195
high,36,23.00,right,1473236726.476788
high,101,55.50,right,1473236728.010545
high,40,25.00,right,1473236729.532193
low,29,19.50,left,1473236730.984339
low,59,34.50,left,1473236732.601477
low,93,51.50,right,1473236734.301181
mid,53,31.50,left,1473236735.617059
