object,obj.idx,table,tab.idx,time
NA,0,hor,20,1478682823.483758
NA,0,hor,119,1478682824.972912
NA,0,hor,112,1478682826.428734
NA,0,hor,81,1478682827.988884
NA,0,hor,114,1478682829.543412
NA,0,hor,82,1478682831.101800
NA,0,hor,7,1478682832.622694
NA,0,hor,70,1478682834.047181
NA,0,hor,58,1478682835.633465
NA,0,hor,16,1478682837.089977
NA,0,hor,5,1478682838.479686
NA,0,hor,22,1478682839.999167
NA,0,hor,67,1478682841.456004
NA,0,hor,2,1478682842.909331
NA,0,hor,90,1478682844.495634
NA,0,hor,27,1478682845.886409
NA,0,hor,75,1478682847.477420
NA,0,hor,98,1478682848.934777
NA,0,hor,103,1478682850.456779
NA,0,hor,47,1478682852.011209
NA,0,hor,29,1478682853.468119
NA,0,hor,115,1478682854.889364
NA,0,hor,33,1478682856.413302
NA,0,hor,85,1478682858.002210
NA,0,hor,69,1478682859.623410
NA,0,hor,88,1478682861.146357
NA,0,hor,38,1478682862.734556
NA,0,hor,100,1478682864.156608
NA,0,hor,95,1478682865.650371
NA,0,hor,34,1478682867.106704
NA,0,hor,19,1478682868.561821
NA,0,hor,61,1478682870.149171
NA,0,hor,107,1478682871.737065
NA,0,hor,78,1478682873.192630
NA,0,hor,68,1478682874.779612
NA,0,hor,49,1478682876.302680
NA,0,hor,97,1478682877.793492
NA,0,hor,89,1478682879.349487
NA,0,hor,44,1478682880.871536
NA,0,hor,35,1478682882.362377
NA,0,hor,66,1478682883.787200
NA,0,hor,104,1478682885.307515
NA,0,hor,45,1478682886.830820
NA,0,hor,101,1478682888.319342
NA,0,hor,51,1478682889.840852
NA,0,hor,57,1478682891.429648
NA,0,hor,109,1478682892.917277
NA,0,hor,111,1478682894.409136
NA,0,hor,99,1478682895.831346
NA,0,hor,92,1478682897.356342
NA,0,hor,18,1478682898.847968
NA,0,hor,17,1478682900.341097
NA,0,hor,48,1478682901.828713
NA,0,hor,24,1478682903.421217
NA,0,hor,3,1478682904.909986
NA,0,hor,26,1478682906.498522
NA,0,hor,72,1478682907.985148
NA,0,hor,116,1478682909.575332
NA,0,hor,108,1478682911.199737
NA,0,hor,54,1478682912.789624
NA,0,hor,110,1478682914.309676
NA,0,hor,36,1478682915.699319
NA,0,hor,9,1478682917.153234
NA,0,hor,25,1478682918.611436
NA,0,hor,4,1478682920.133450
NA,0,hor,23,1478682921.654512
NA,0,hor,63,1478682923.243470
NA,0,hor,46,1478682924.668758
NA,0,hor,74,1478682926.121231
NA,0,hor,6,1478682927.581097
NA,0,hor,62,1478682929.002849
NA,0,hor,14,1478682930.457571
NA,0,hor,10,1478682931.979233
NA,0,hor,83,1478682933.503149
NA,0,hor,113,1478682934.991391
NA,0,hor,91,1478682936.414251
NA,0,hor,50,1478682937.805284
NA,0,hor,60,1478682939.262130
NA,0,hor,1,1478682940.718961
NA,0,hor,28,1478682942.209835
NA,0,hor,59,1478682943.733172
NA,0,hor,105,1478682945.256961
NA,0,hor,30,1478682946.710820
NA,0,hor,118,1478682948.263211
NA,0,hor,71,1478682949.750984
NA,0,hor,117,1478682951.209179
NA,0,hor,106,1478682952.798967
NA,0,hor,31,1478682954.287806
NA,0,hor,84,1478682955.876863
NA,0,hor,96,1478682957.433865
NA,0,hor,21,1478682958.987229
NA,0,hor,41,1478682960.445960
NA,0,hor,79,1478682962.002703
NA,0,hor,80,1478682963.592936
NA,0,hor,102,1478682965.115579
NA,0,hor,8,1478682966.505366
NA,0,hor,12,1478682967.992379
NA,0,hor,64,1478682969.450255
NA,0,hor,55,1478682970.909072
NA,0,hor,65,1478682972.364036
NA,0,hor,37,1478682973.951837
NA,0,hor,93,1478682975.407230
NA,0,hor,77,1478682976.829708
NA,0,hor,53,1478682978.253303
NA,0,hor,0,1478682979.709168
NA,0,hor,40,1478682981.265750
NA,0,hor,87,1478682982.823884
NA,0,hor,13,1478682984.314524
NA,0,hor,42,1478682985.770549
NA,0,hor,15,1478682987.359371
NA,0,hor,43,1478682988.914136
NA,0,hor,86,1478682990.503744
NA,0,hor,94,1478682991.927252
NA,0,hor,52,1478682993.347560
NA,0,hor,56,1478682994.771631
NA,0,hor,39,1478682996.294885
NA,0,hor,11,1478682997.780332
NA,0,hor,73,1478682999.268817
NA,0,hor,76,1478683000.856038
NA,0,hor,32,1478683002.444871
