object,stimulus,angle,response,time
mid,61,35.50,right,1487075543.368075
mid,62,36.00,left,1487075544.865588
high,1,5.50,left,1487075546.335962
low,27,18.50,left,1487075547.887799
high,31,20.50,left,1487075549.330262
high,44,27.00,left,1487075551.207746
mid,90,50.00,right,1487075552.474049
low,74,42.00,right,1487075554.610178
low,50,30.00,left,1487075555.848135
high,116,63.00,right,1487075557.086117
mid,39,24.50,left,1487075558.447031
low,115,62.50,right,1487075560.516350
high,4,7.00,left,1487075561.550625
mid,89,49.50,right,1487075563.306652
low,57,33.50,left,1487075564.872163
mid,85,47.50,left,1487075566.465157
mid,63,36.50,left,1487075567.976362
mid,26,18.00,left,1487075569.323584
low,18,14.00,left,1487075570.793057
high,33,21.50,left,1487075572.290101
low,66,38.00,right,1487075573.855211
high,109,59.50,right,1487075575.148806
high,57,33.50,right,1487075577.190549
low,99,54.50,right,1487075578.334220
mid,33,21.50,left,1487075579.845574
mid,0,5.00,left,1487075581.219748
low,82,46.00,left,1487075582.853530
high,38,24.00,NA,0.000000
mid,54,32.00,NA,0.000000
high,117,63.50,right,1487075587.957526
low,28,19.00,left,1487075588.760904
low,37,23.50,left,1487075590.122189
low,2,6.00,left,1487075591.524077
high,36,23.00,left,1487075593.320324
high,74,42.00,right,1487075594.979559
mid,7,8.50,left,1487075596.421915
high,114,62.00,right,1487075597.783218
mid,116,63.00,right,1487075599.008286
low,44,27.00,left,1487075600.764474
high,88,49.00,right,1487075601.976588
mid,86,48.00,right,1487075603.418871
mid,115,62.50,right,1487075604.997674
low,102,56.00,right,1487075606.631192
high,13,11.50,left,1487075608.100851
mid,81,45.50,left,1487075609.693204
high,43,26.50,left,1487075611.190179
low,78,44.00,left,1487075612.606403
low,53,31.50,left,1487075614.349114
high,115,62.50,right,1487075615.546991
mid,117,63.50,right,1487075617.192866
low,47,28.50,left,1487075618.717639
low,91,50.50,right,1487075619.996600
low,75,42.50,right,1487075621.643449
high,12,11.00,left,1487075623.099137
mid,38,24.00,left,1487075624.773077
low,34,22.00,right,1487075626.597591
high,18,14.00,left,1487075627.821840
high,48,29.00,left,1487075629.142522
mid,109,59.50,right,1487075630.626499
mid,34,22.00,left,1487075632.069826
mid,50,30.00,left,1487075633.512270
low,90,50.00,right,1487075634.928140
low,108,59.00,right,1487075636.438711
low,19,14.50,left,1487075638.099423
high,112,61.00,right,1487075639.460519
high,106,58.00,right,1487075640.917290
mid,47,28.50,left,1487075642.346257
low,40,25.00,right,1487075643.788707
mid,70,40.00,left,1487075645.367968
high,51,30.50,left,1487075646.783833
high,37,23.50,left,1487075648.362649
mid,59,34.50,left,1487075649.860316
low,100,55.00,left,1487075651.670960
low,87,48.50,left,1487075653.181880
high,0,5.00,left,1487075654.665490
high,45,27.50,left,1487075656.284340
mid,6,8.00,left,1487075657.876724
mid,10,10.00,left,1487075659.414484
low,73,41.50,right,1487075661.224705
mid,65,37.50,right,1487075662.558436
mid,18,14.00,left,1487075663.728424
low,49,29.50,left,1487075665.429619
high,59,34.50,right,1487075666.968048
high,25,17.50,left,1487075668.560518
high,58,34.00,right,1487075669.880866
mid,112,61.00,right,1487075671.213879
mid,73,41.50,right,1487075672.929567
mid,87,48.50,right,1487075674.345183
high,61,35.50,right,1487075675.924199
mid,76,43.00,right,1487075677.312777
high,19,14.50,left,1487075678.741160
high,100,55.00,right,1487075680.197880
low,114,62.00,right,1487075681.844698
low,104,57.00,right,1487075683.178569
low,5,7.50,left,1487075684.703657
low,41,25.50,left,1487075686.146501
low,3,6.50,left,1487075687.807181
high,99,54.50,right,1487075689.113591
mid,102,56.00,right,1487075690.651910
low,33,21.50,left,1487075692.217131
mid,58,34.00,left,1487075693.890396
mid,2,6.00,left,1487075695.292131
low,14,12.00,left,1487075696.707425
mid,69,39.50,left,1487075698.313546
high,2,6.00,left,1487075699.728647
high,71,40.50,left,1487075701.607522
low,9,9.50,left,1487075702.969046
high,24,17.00,left,1487075704.384961
low,95,52.50,right,1487075705.610781
mid,83,46.50,right,1487075707.189184
high,41,25.50,left,1487075708.740783
low,29,19.50,left,1487075710.495169
high,69,39.50,right,1487075711.964946
high,35,22.50,right,1487075713.407688
mid,68,39.00,right,1487075714.796207
low,39,24.50,left,1487075716.334458
mid,32,21.00,left,1487075717.681997
high,105,57.50,right,1487075719.179981
mid,67,38.50,right,1487075720.827046
low,76,43.00,right,1487075722.133656
mid,99,54.50,right,1487075755.823808
mid,118,64.00,right,1487075757.130606
mid,35,22.50,left,1487075759.090359
low,24,17.00,left,1487075760.301840
high,53,31.50,left,1487075761.663189
mid,105,57.50,right,1487075763.146163
low,84,47.00,right,1487075764.657995
high,119,64.50,right,1487075766.005457
low,46,28.00,left,1487075767.802575
low,86,48.00,right,1487075769.354478
high,14,12.00,left,1487075770.689033
high,54,32.00,left,1487075772.362855
mid,24,17.00,left,1487075773.832624
high,15,12.50,left,1487075775.370875
low,97,53.50,right,1487075776.745601
low,13,11.50,left,1487075778.311871
high,70,40.00,right,1487075779.795365
mid,92,51.00,right,1487075781.251843
low,59,34.50,right,1487075783.184920
mid,93,51.50,right,1487075784.410095
mid,88,49.00,left,1487075786.111154
high,29,19.50,left,1487075787.309609
high,17,13.50,left,1487075788.630392
low,26,18.00,left,1487075790.167720
high,39,24.50,left,1487075791.828806
mid,114,62.00,right,1487075793.598157
low,10,10.00,left,1487075794.878138
high,103,56.50,right,1487075796.347871
mid,71,40.50,right,1487075798.171936
mid,108,59.00,right,1487075799.546593
high,11,10.50,left,1487075801.153058
low,1,5.50,left,1487075802.364469
low,67,38.50,left,1487075803.985318
