object,obj.idx,table,tab.idx,time
NA,0,hor,1,1472220038.038096
NA,0,hor,100,1472220039.562101
NA,0,hor,110,1472220041.053727
NA,0,hor,3,1472220042.545017
NA,0,hor,27,1472220044.166946
NA,0,hor,115,1472220045.592170
NA,0,hor,30,1472220047.049680
NA,0,hor,111,1472220048.505153
NA,0,hor,72,1472220050.030268
NA,0,hor,9,1472220051.616598
NA,0,hor,16,1472220053.136936
NA,0,hor,96,1472220054.660647
NA,0,hor,68,1472220056.249451
NA,0,hor,34,1472220057.708368
NA,0,hor,0,1472220059.165149
NA,0,hor,98,1472220060.691262
NA,0,hor,2,1472220062.148389
NA,0,hor,62,1472220063.636550
NA,0,hor,7,1472220065.223819
NA,0,hor,117,1472220066.645591
NA,0,hor,59,1472220068.165987
NA,0,hor,13,1472220069.654517
NA,0,hor,118,1472220071.109065
NA,0,hor,116,1472220072.629386
NA,0,hor,38,1472220074.050391
NA,0,hor,22,1472220075.505368
NA,0,hor,53,1472220077.066156
NA,0,hor,113,1472220078.554383
NA,0,hor,83,1472220080.143228
NA,0,hor,50,1472220081.596491
NA,0,hor,79,1472220083.188312
NA,0,hor,73,1472220084.610176
NA,0,hor,42,1472220086.036260
NA,0,hor,76,1472220087.658706
NA,0,hor,108,1472220089.181930
NA,0,hor,104,1472220090.637835
NA,0,hor,63,1472220092.129074
NA,0,hor,17,1472220093.681322
NA,0,hor,119,1472220095.136650
NA,0,hor,29,1472220096.727436
NA,0,hor,87,1472220098.250027
NA,0,hor,28,1472220099.641881
NA,0,hor,107,1472220101.098972
NA,0,hor,90,1472220102.592360
NA,0,hor,58,1472220104.149551
NA,0,hor,94,1472220105.608507
NA,0,hor,55,1472220107.197092
NA,0,hor,20,1472220108.687508
NA,0,hor,39,1472220110.209903
NA,0,hor,106,1472220111.731618
NA,0,hor,75,1472220113.122967
NA,0,hor,11,1472220114.649096
NA,0,hor,12,1472220116.070591
NA,0,hor,47,1472220117.556926
NA,0,hor,35,1472220119.046813
NA,0,hor,43,1472220120.470633
NA,0,hor,84,1472220121.957413
NA,0,hor,19,1472220123.382206
NA,0,hor,25,1472220124.869241
NA,0,hor,5,1472220126.297998
NA,0,hor,4,1472220127.786631
NA,0,hor,64,1472220129.240539
NA,0,hor,88,1472220130.765052
NA,0,hor,77,1472220132.253548
NA,0,hor,78,1472220133.710390
NA,0,hor,93,1472220135.234212
NA,0,hor,109,1472220136.723706
NA,0,hor,65,1472220138.279718
NA,0,hor,31,1472220139.803690
NA,0,hor,60,1472220141.224510
NA,0,hor,15,1472220142.715740
NA,0,hor,40,1472220144.272089
NA,0,hor,14,1472220145.859799
NA,0,hor,10,1472220147.315070
NA,0,hor,37,1472220148.836369
NA,0,hor,71,1472220150.256742
NA,0,hor,41,1472220151.846023
NA,0,hor,21,1472220153.368316
NA,0,hor,105,1472220154.794739
NA,0,hor,23,1472220156.217599
NA,0,hor,69,1472220157.705864
NA,0,hor,112,1472220159.199105
NA,0,hor,103,1472220160.725991
NA,0,hor,52,1472220162.216298
NA,0,hor,48,1472220163.773206
NA,0,hor,44,1472220165.294185
NA,0,hor,6,1472220166.879672
NA,0,hor,8,1472220168.435802
NA,0,hor,81,1472220169.959015
NA,0,hor,114,1472220171.446472
NA,0,hor,97,1472220172.937512
NA,0,hor,57,1472220174.427542
NA,0,hor,18,1472220175.917009
NA,0,hor,24,1472220177.505679
NA,0,hor,32,1472220179.097133
NA,0,hor,80,1472220180.649611
NA,0,hor,92,1472220182.073543
NA,0,hor,91,1472220183.529996
NA,0,hor,51,1472220185.021406
NA,0,hor,89,1472220186.578219
NA,0,hor,46,1472220188.067264
NA,0,hor,67,1472220189.524176
NA,0,hor,99,1472220190.979744
NA,0,hor,56,1472220192.503203
NA,0,hor,36,1472220194.058434
NA,0,hor,54,1472220195.484633
NA,0,hor,85,1472220197.038092
NA,0,hor,45,1472220198.629849
NA,0,hor,95,1472220200.117065
NA,0,hor,74,1472220201.510296
NA,0,hor,101,1472220202.969121
NA,0,hor,26,1472220204.392205
NA,0,hor,70,1472220205.982177
NA,0,hor,82,1472220207.471856
NA,0,hor,49,1472220208.959138
NA,0,hor,86,1472220210.385495
NA,0,hor,61,1472220211.906471
NA,0,hor,66,1472220213.432396
NA,0,hor,102,1472220214.988179
NA,0,hor,33,1472220216.511773
