stimulus,angle,response,time
41,-9.50,right,1476446500.279072
42,-9.00,left,1476446508.094305
48,-6.00,left,1476446509.429853
15,-22.50,left,1476446510.954619
97,18.50,right,1476446512.561172
35,-12.50,left,1476446513.989581
5,-27.50,left,1476446515.405940
3,-28.50,left,1476446516.985230
51,-4.50,right,1476446518.660920
96,18.00,right,1476446520.050334
36,-12.00,left,1476446521.507735
108,24.00,right,1476446523.087265
105,22.50,right,1476446524.543520
18,-21.00,left,1476446526.109016
29,-15.50,left,1476446527.675189
65,2.50,right,1476446529.364799
47,-6.50,left,1476446531.027284
67,3.50,right,1476446532.320450
14,-23.00,left,1476446533.818142
92,16.00,right,1476446535.423945
30,-15.00,left,1476446536.975475
24,-18.00,left,1476446538.364243
90,15.00,right,1476446539.847970
115,27.50,right,1476446541.277086
2,-29.00,left,1476446542.802015
13,-23.50,left,1476446544.298654
33,-13.50,left,1476446545.755489
56,-2.00,left,1476446547.335332
88,14.00,right,1476446548.791610
93,16.50,right,1476446550.369989
7,-26.50,left,1476446551.825400
23,-18.50,left,1476446553.253840
21,-19.50,left,1476446554.724100
38,-11.00,left,1476446556.153188
39,-10.50,left,1476446557.596562
16,-22.00,left,1476446559.012710
85,12.50,right,1476446560.456292
53,-3.50,right,1476446562.116953
31,-14.50,left,1476446563.370110
37,-11.50,left,1476446564.881365
6,-27.00,left,1476446566.351271
95,17.50,right,1476446567.835368
87,13.50,right,1476446569.306633
26,-17.00,left,1476446570.723227
80,10.00,right,1476446572.219512
102,21.00,right,1476446573.797909
118,29.00,right,1476446575.213936
77,8.50,right,1476446576.888361
76,8.00,right,1476446578.303565
111,25.50,right,1476446579.731862
40,-10.00,left,1476446581.269965
110,25.00,right,1476446582.848844
19,-20.50,left,1476446584.387631
62,1.00,right,1476446586.075744
32,-14.00,left,1476446587.477779
1,-29.50,left,1476446588.906704
25,-17.50,left,1476446590.294897
63,1.50,right,1476446591.928197
11,-24.50,left,1476446593.452185
117,28.50,NA,0.000000
98,19.00,NA,0.000000
91,15.50,right,1476446598.066975
59,-0.50,right,1476446599.332949
113,26.50,right,1476446600.843337
34,-13.00,left,1476446602.612233
52,-4.00,left,1476446604.043411
57,-1.50,left,1476446605.637101
69,4.50,right,1476446606.876470
112,26.00,right,1476446608.291039
78,9.00,right,1476446609.829048
74,7.00,right,1476446611.394967
12,-24.00,left,1476446612.879410
82,11.00,left,1476446614.445088
0,-30.00,left,1476446615.942663
28,-16.00,left,1476446617.521347
55,-2.50,left,1476446618.964081
101,20.50,right,1476446620.379510
116,28.00,right,1476446621.890940
9,-25.50,left,1476446623.442522
94,17.00,right,1476446625.034033
66,3.00,left,1476446626.421982
50,-5.00,left,1476446628.395236
8,-26.00,left,1476446629.661060
107,23.50,right,1476446631.076952
60,0.00,right,1476446632.916439
58,-1.00,right,1476446634.331920
86,13.00,right,1476446635.679948
61,0.50,right,1476446637.094745
73,6.50,right,1476446638.550108
71,5.50,right,1476446639.910940
43,-8.50,left,1476446641.367145
75,7.50,right,1476446642.987062
44,-8.00,left,1476446644.430151
68,4.00,right,1476446645.914248
22,-19.00,left,1476446647.220093
79,9.50,right,1476446648.758338
119,29.50,right,1476446650.281950
81,10.50,right,1476446651.725024
10,-25.00,left,1476446653.317035
103,21.50,right,1476446654.800798
89,14.50,right,1476446656.379462
109,24.50,right,1476446657.836420
104,22.00,right,1476446659.251983
64,2.00,right,1476446660.925176
84,12.00,right,1476446662.314098
4,-28.00,left,1476446663.661808
46,-7.00,left,1476446665.308397
17,-21.50,left,1476446666.873350
54,-3.00,right,1476446668.424627
114,27.00,right,1476446669.961969
27,-16.50,left,1476446671.663074
100,20.00,right,1476446673.105759
45,-7.50,left,1476446674.779726
70,5.00,right,1476446676.221969
83,11.50,right,1476446677.596220
106,23.00,right,1476446679.229702
20,-20.00,left,1476446680.767289
99,19.50,right,1476446682.415303
49,-5.50,left,1476446684.062894
72,6.00,right,1476446685.478438
