stimulus,angle,response,time
37,-11.50,left,1478699750.366994
42,-9.00,left,1478699751.741484
13,-23.50,left,1478699753.252559
102,21.00,right,1478699754.627131
68,4.00,left,1478699756.397303
39,-10.50,left,1478699757.677189
18,-21.00,left,1478699759.146997
112,26.00,right,1478699760.765500
14,-23.00,left,1478699762.234928
105,22.50,right,1478699763.595278
47,-6.50,left,1478699765.010818
40,-10.00,left,1478699766.658310
12,-24.00,left,1478699768.155905
0,-30.00,left,1478699769.778362
110,25.00,right,1478699771.221111
67,3.50,right,1478699772.731825
31,-14.50,left,1478699774.174794
89,14.50,right,1478699775.644372
92,16.00,right,1478699777.128178
25,-17.50,left,1478699778.529521
6,-27.00,left,1478699780.162438
16,-22.00,left,1478699781.591762
24,-18.00,left,1478699783.034021
28,-16.00,left,1478699784.558046
88,14.00,right,1478699786.055367
61,0.50,left,1478699787.824014
49,-5.50,left,1478699789.035878
54,-3.00,left,1478699790.641149
118,29.00,right,1478699792.096758
106,23.00,right,1478699793.620532
27,-16.50,left,1478699795.036148
104,22.00,right,1478699796.627206
11,-24.50,left,1478699798.041583
41,-9.50,left,1478699799.510232
77,8.50,right,1478699800.966414
99,19.50,right,1478699802.422405
59,-0.50,left,1478699803.932642
94,17.00,right,1478699805.293176
29,-15.50,left,1478699806.775817
93,16.50,right,1478699808.328286
9,-25.50,left,1478699809.785069
111,25.50,right,1478699811.228327
70,5.00,left,1478699813.200365
117,28.50,right,1478699814.480448
87,13.50,right,1478699816.126706
98,19.00,right,1478699817.611010
91,15.50,right,1478699819.067058
60,0.00,left,1478699820.454361
50,-5.00,left,1478699821.855310
4,-28.00,left,1478699823.296390
65,2.50,left,1478699824.928620
78,9.00,right,1478699826.303372
103,21.50,right,1478699827.718813
7,-26.50,left,1478699829.229642
119,29.50,right,1478699830.726640
26,-17.00,left,1478699832.182849
34,-13.00,left,1478699833.720741
35,-12.50,left,1478699835.107309
21,-19.50,left,1478699836.603133
19,-20.50,left,1478699838.169322
69,4.50,left,1478699839.939017
36,-12.00,left,1478699841.286565
107,23.50,right,1478699842.782708
66,3.00,left,1478699844.538219
72,6.00,left,1478699845.925937
52,-4.00,left,1478699847.367816
62,1.00,left,1478699848.796627
79,9.50,right,1478699850.415803
32,-14.00,left,1478699851.694893
64,2.00,left,1478699853.409006
90,15.00,right,1478699854.769278
74,7.00,right,1478699856.279368
38,-11.00,left,1478699857.707804
63,1.50,left,1478699859.598098
76,8.00,right,1478699860.890806
116,28.00,right,1478699862.239320
44,-8.00,left,1478699863.695313
86,13.00,right,1478699865.138374
73,6.50,right,1478699866.730282
53,-3.50,left,1478699868.063813
75,7.50,right,1478699870.323732
33,-13.50,left,1478699871.085451
115,27.50,right,1478699872.473351
56,-2.00,left,1478699874.147281
109,24.50,right,1478699875.508292
43,-8.50,left,1478699876.978226
48,-6.00,left,1478699878.543345
95,17.50,right,1478699880.093568
15,-22.50,left,1478699881.535184
5,-27.50,left,1478699882.991194
58,-1.00,left,1478699884.706375
51,-4.50,left,1478699886.107598
17,-21.50,left,1478699887.521813
22,-19.00,left,1478699888.937155
2,-29.00,left,1478699890.393475
57,-1.50,left,1478699891.986002
30,-15.00,left,1478699893.456292
80,10.00,right,1478699895.211888
108,24.00,right,1478699896.369172
45,-7.50,left,1478699897.947741
83,11.50,right,1478699899.607555
114,27.00,right,1478699900.954874
113,26.50,right,1478699902.506147
71,5.50,left,1478699904.139604
101,20.50,right,1478699905.568676
8,-26.00,left,1478699907.011198
97,18.50,right,1478699908.521617
100,20.00,right,1478699910.005249
1,-29.50,left,1478699911.542056
20,-20.00,left,1478699913.121285
84,12.00,right,1478699914.741305
96,18.00,right,1478699916.115699
23,-18.50,left,1478699917.517961
55,-2.50,left,1478699919.286783
3,-28.50,left,1478699920.620659
81,10.50,right,1478699922.090563
46,-7.00,left,1478699923.587571
85,12.50,right,1478699924.962200
82,11.00,right,1478699926.459214
10,-25.00,left,1478699928.023563
