stimulus,angle,response,time
68,4.00,right,1476711855.388228
22,-19.00,left,1476711928.248187
0,-30.00,left,1476711929.637473
92,16.00,right,1476711931.135380
73,6.50,right,1476711932.565595
27,-16.50,left,1476711934.036974
113,26.50,right,1476711935.685039
93,16.50,right,1476711937.292904
37,-11.50,left,1476711938.668287
58,-1.00,right,1476711940.247777
83,11.50,right,1476711941.773193
11,-24.50,left,1476711943.189703
82,11.00,right,1476711944.728848
80,10.00,right,1476711946.226253
34,-13.00,left,1476711947.587148
104,22.00,right,1476711949.247289
109,24.50,right,1476711950.690759
117,28.50,right,1476711952.132726
89,14.50,left,1476711953.766481
48,-6.00,left,1476711955.114598
115,27.50,right,1476711956.611916
36,-12.00,left,1476711957.986736
64,2.00,left,1476711959.363123
51,-4.50,left,1476711960.765446
84,12.00,right,1476711962.452897
107,23.50,right,1476711963.924313
81,10.50,left,1476711965.315124
10,-25.00,left,1476711966.855088
85,12.50,right,1476711968.311078
19,-20.50,left,1476711969.782613
100,20.00,right,1476711971.252269
32,-14.00,left,1476711972.641482
61,0.50,right,1476711974.274826
53,-3.50,left,1476711975.772421
86,13.00,left,1476711977.255395
43,-8.50,left,1476711978.725234
46,-7.00,left,1476711980.304030
26,-17.00,left,1476711981.855432
21,-19.50,left,1476711983.434685
103,21.50,right,1476711984.891917
91,15.50,right,1476711986.429895
90,15.00,right,1476711987.832415
57,-1.50,left,1476711989.302752
6,-27.00,left,1476711990.827433
69,4.50,right,1476711992.475574
87,13.50,left,1476711993.864651
17,-21.50,left,1476711995.498028
74,7.00,right,1476711997.118474
40,-10.00,left,1476711998.398714
14,-23.00,left,1476711999.896093
102,21.00,right,1476712001.543312
29,-15.50,left,1476712003.054662
25,-17.50,left,1476712004.675553
66,3.00,left,1476712006.350132
67,3.50,left,1476712007.820389
88,14.00,right,1476712009.386626
108,24.00,left,1476712010.735786
106,23.00,right,1476712012.178179
23,-18.50,left,1476712013.702674
62,1.00,left,1476712015.199823
70,5.00,left,1476712016.861000
30,-15.00,left,1476712018.208765
38,-11.00,left,1476712019.624227
15,-22.50,left,1476712021.202998
56,-2.00,left,1476712022.728752
28,-16.00,left,1476712024.253104
35,-12.50,left,1476712025.560434
94,17.00,right,1476712027.139503
72,6.00,left,1476712028.595694
2,-29.00,left,1476712029.997948
111,25.50,right,1476712031.509412
65,2.50,left,1476712032.966043
75,7.50,left,1476712034.519023
18,-21.00,left,1476712036.031409
101,20.50,left,1476712037.828379
20,-20.00,left,1476712039.135563
77,8.50,left,1476712040.591747
95,17.50,left,1476712042.225096
41,-9.50,left,1476712043.518475
4,-28.00,left,1476712044.948684
49,-5.50,left,1476712046.529255
3,-28.50,left,1476712048.122145
114,27.00,right,1476712049.537683
12,-24.00,left,1476712050.872150
76,8.00,left,1476712052.491836
118,29.00,right,1476712054.098295
55,-2.50,left,1476712055.446230
63,1.50,left,1476712056.997717
47,-6.50,left,1476712058.497061
54,-3.00,left,1476712059.926531
79,9.50,right,1476712061.492306
13,-23.50,left,1476712062.880445
31,-14.50,left,1476712064.378069
9,-25.50,left,1476712065.821276
8,-26.00,left,1476712067.387169
33,-13.50,left,1476712068.857490
42,-9.00,left,1476712070.273188
7,-26.50,left,1476712071.826010
45,-7.50,left,1476712073.474959
116,28.00,right,1476712075.000191
71,5.50,left,1476712076.430479
60,0.00,left,1476712077.941500
119,29.50,right,1476712079.438578
105,22.50,left,1476712080.867438
98,19.00,left,1476712082.500966
5,-27.50,left,1476712083.957575
96,18.00,right,1476712085.456203
50,-5.00,left,1476712086.845049
97,18.50,right,1476712088.260898
39,-10.50,left,1476712089.663016
78,9.00,right,1476712091.160673
44,-8.00,left,1476712092.794124
59,-0.50,left,1476712094.293437
110,25.00,right,1476712095.831305
24,-18.00,right,1476712097.220011
1,-29.50,left,1476712098.690772
112,26.00,right,1476712100.474715
52,-4.00,left,1476712101.795368
16,-22.00,left,1476712103.347985
99,19.50,right,1476712104.967346
