object,stimulus,angle,response,time
low,93,51.50,right,1479142026.108391
high,61,35.50,left,1479142027.578140
mid,100,55.00,right,1479142028.830722
high,28,19.00,left,1479142030.449700
low,112,61.00,right,1479142031.879329
high,108,59.00,right,1479142033.404208
low,6,8.00,left,1479142034.859963
low,53,31.50,right,1479142036.193915
mid,91,50.50,right,1479142037.759034
high,3,6.50,left,1479142039.242586
mid,40,25.00,left,1479142040.685761
mid,105,57.50,right,1479142042.061375
mid,57,33.50,left,1479142043.504536
low,65,37.50,left,1479142045.029334
low,70,40.00,left,1479142046.636101
high,110,60.00,right,1479142048.147732
high,9,9.50,left,1479142049.685324
mid,70,40.00,right,1479142051.276754
high,14,12.00,left,1479142052.719078
low,88,49.00,right,1479142054.243412
mid,13,11.50,left,1479142055.714145
high,20,15.00,left,1479142057.170256
low,102,56.00,right,1479142058.530058
mid,17,13.50,left,1479142059.973103
mid,34,22.00,left,1479142061.402212
high,11,10.50,left,1479142062.871480
mid,74,42.00,right,1479142064.301174
low,28,19.00,left,1479142065.894038
high,116,63.00,right,1479142067.458982
mid,77,43.50,right,1479142069.023823
mid,60,35.00,right,1479142070.629434
low,45,27.50,left,1479142072.058604
low,77,43.50,left,1479142073.869670
low,41,25.50,left,1479142075.435738
high,114,62.00,right,1479142076.770262
high,85,47.50,right,1479142078.171896
low,113,61.50,right,1479142079.641822
mid,65,37.50,right,1479142081.180882
high,44,27.00,left,1479142082.952001
mid,0,5.00,left,1479142084.450516
high,25,17.50,left,1479142085.893446
high,79,44.50,right,1479142087.350255
high,51,30.50,left,1479142088.793575
low,91,50.50,right,1479142090.263820
mid,22,16.00,left,1479142091.761737
low,46,28.00,right,1479142094.062338
low,115,62.50,right,1479142094.892476
mid,110,60.00,right,1479142096.335538
high,68,39.00,left,1479142097.858908
low,14,12.00,right,1479142099.411037
mid,63,36.50,right,1479142100.935179
high,5,7.50,left,1479142102.500843
mid,84,47.00,right,1479142103.957988
mid,83,46.50,right,1479142105.387610
low,34,22.00,left,1479142106.966223
high,33,21.50,right,1479142108.409148
mid,25,17.50,left,1479142110.002274
low,23,16.50,left,1479142111.419419
high,71,40.50,right,1479142112.958263
low,61,35.50,left,1479142114.388301
mid,37,23.50,right,1479142115.899856
high,113,61.50,right,1479142117.493460
low,111,60.50,right,1479142118.964785
mid,85,47.50,right,1479142120.559197
high,118,64.00,right,1479142121.853315
low,22,16.00,left,1479142123.541551
mid,69,39.50,right,1479142124.862558
low,110,60.00,right,1479142126.415076
low,10,10.00,left,1479142128.008325
high,66,38.00,right,1479142129.451193
high,105,57.50,right,1479142130.771989
mid,23,16.50,left,1479142132.378479
low,114,62.00,right,1479142133.672116
mid,19,14.50,left,1479142135.170000
low,1,5.50,right,1479142136.599200
high,0,5.00,left,1479142138.288020
mid,117,63.50,right,1479142139.907738
high,8,9.00,left,1479142141.364497
high,88,49.00,right,1479142142.889631
low,56,33.00,left,1479142144.442009
low,82,46.00,right,1479142145.953366
mid,86,48.00,right,1479142147.410885
mid,101,55.50,right,1479142148.853934
high,7,8.50,left,1479142150.324424
mid,72,41.00,left,1479142151.685956
mid,18,14.00,left,1479142153.359962
high,56,33.00,right,1479142154.830112
high,16,13.00,left,1479142156.259649
high,1,5.50,left,1479142157.771161
high,10,10.00,left,1479142159.458354
mid,111,60.50,right,1479142160.929083
low,60,35.00,left,1479142162.344767
low,105,57.50,right,1479142163.831798
mid,11,10.50,left,1479142165.560888
low,35,22.50,left,1479142166.990177
low,104,57.00,right,1479142168.433749
high,96,53.00,right,1479142169.876250
low,99,54.50,right,1479142171.401251
low,51,30.50,right,1479142172.967050
high,6,8.00,left,1479142174.708840
mid,35,22.50,left,1479142176.015206
mid,90,50.00,right,1479142177.539990
mid,28,19.00,left,1479142179.024114
low,11,10.50,left,1479142180.548621
high,104,57.00,right,1479142182.114575
mid,44,27.00,left,1479142183.694276
high,115,62.50,right,1479142184.960215
low,49,29.50,left,1479142186.361921
low,68,39.00,left,1479142187.859348
mid,46,28.00,left,1479142189.342431
high,37,23.50,left,1479142190.771340
low,101,55.50,left,1479142192.282932
mid,78,44.00,left,1479142193.875389
low,0,5.00,left,1479142195.835000
high,72,41.00,right,1479142196.964585
high,38,24.00,left,1479142198.611676
mid,21,15.50,left,1479142199.877788
high,39,24.50,left,1479142201.347724
mid,15,12.50,left,1479142202.872281
low,39,24.50,left,1479142204.424458
high,53,31.50,right,1479142238.321334
low,76,43.00,right,1479142239.669034
high,112,61.00,right,1479142241.030940
low,12,11.00,left,1479142242.582661
mid,99,54.50,right,1479142243.916569
mid,94,52.00,right,1479142245.346261
high,26,18.00,left,1479142247.020747
high,54,32.00,left,1479142248.422859
mid,71,40.50,left,1479142249.893331
low,103,56.50,right,1479142251.459563
low,85,47.50,right,1479142252.874593
mid,116,63.00,right,1479142254.358130
low,69,39.50,right,1479142256.019128
mid,113,61.50,right,1479142257.543865
high,76,43.00,right,1479142258.960479
high,17,13.50,left,1479142260.431083
mid,43,26.50,left,1479142261.875900
low,75,42.50,left,1479142263.415107
