object,stimulus,angle,response,time
mid,59,34.50,right,1487164538.094389
mid,29,19.50,left,1487164543.656933
low,79,44.50,right,1487164545.182844
high,71,40.50,right,1487164546.695622
mid,92,51.00,right,1487164548.207429
mid,61,35.50,right,1487164549.773582
high,94,52.00,right,1487164551.175801
low,2,6.00,left,1487164552.646897
low,108,59.00,right,1487164554.089413
high,58,34.00,right,1487164555.654915
high,16,13.00,left,1487164557.220145
low,62,36.00,right,1487164558.637137
mid,63,36.50,right,1487164560.244479
mid,32,21.00,right,1487164561.660844
mid,73,41.50,left,1487164563.172075
low,50,30.00,left,1487164564.778854
high,9,9.50,left,1487164566.194542
mid,1,5.50,left,1487164567.705088
low,23,16.50,left,1487164569.461105
low,118,64.00,right,1487164570.768267
high,115,62.50,right,1487164572.279355
high,29,19.50,left,1487164573.723125
high,25,17.50,left,1487164575.261340
low,40,25.00,left,1487164576.908625
low,13,11.50,left,1487164578.338866
mid,86,48.00,right,1487164579.823429
high,98,54.00,right,1487164581.198556
low,36,23.00,left,1487164582.669197
low,6,8.00,left,1487164584.113060
mid,37,23.50,left,1487164585.529441
high,0,5.00,left,1487164586.973483
mid,46,28.00,left,1487164588.430419
low,59,34.50,left,1487164589.929351
high,21,15.50,left,1487164591.413820
high,76,43.00,right,1487164593.034802
mid,39,24.50,right,1487164594.506881
low,18,14.00,left,1487164595.881936
mid,76,43.00,right,1487164597.461056
low,96,53.00,right,1487164598.944780
high,113,61.50,right,1487164600.346752
mid,97,53.50,right,1487164601.925877
high,81,45.50,right,1487164603.421958
mid,28,19.00,right,1487164604.986947
mid,117,63.50,right,1487164606.661461
low,117,63.50,right,1487164608.159386
high,23,16.50,left,1487164609.602358
high,86,48.00,right,1487164610.990559
low,72,41.00,right,1487164612.568574
mid,108,59.00,right,1487164614.037789
high,10,10.00,left,1487164615.603602
mid,12,11.00,left,1487164617.100800
high,109,59.50,right,1487164618.571768
low,90,50.00,right,1487164620.150974
low,70,40.00,right,1487164621.553742
high,112,61.00,right,1487164623.066376
mid,48,29.00,right,1487164624.454665
mid,90,50.00,right,1487164625.979259
low,101,55.50,right,1487164627.381722
high,20,15.00,right,1487164628.892959
low,37,23.50,right,1487164630.594367
high,15,12.50,right,1487164631.982912
low,112,61.00,right,1487164633.466885
low,64,37.00,right,1487164635.004997
mid,0,5.00,left,1487164636.543990
mid,57,33.50,left,1487164637.987570
low,47,28.50,left,1487164639.512963
high,117,63.50,right,1487164641.039406
high,44,27.00,right,1487164642.359790
mid,119,64.50,right,1487164643.829470
low,74,42.00,right,1487164645.490677
mid,96,53.00,right,1487164646.852316
high,51,30.50,right,1487164648.350332
high,43,26.50,right,1487164650.106024
high,90,50.00,right,1487164651.603523
mid,80,45.00,right,1487164652.938795
low,99,54.50,right,1487164654.286733
mid,78,44.00,right,1487164655.866888
mid,31,20.50,right,1487164657.323373
low,44,27.00,right,1487164658.806660
low,67,38.50,right,1487164660.276934
mid,77,43.50,right,1487164661.707366
high,27,18.50,left,1487164663.353620
high,12,11.00,left,1487164664.619759
low,116,63.00,right,1487164666.090398
low,109,59.50,right,1487164667.519946
low,22,16.00,left,1487164669.100819
low,3,6.50,left,1487164670.544064
mid,18,14.00,left,1487164672.014272
mid,7,8.50,left,1487164673.389649
mid,81,45.50,right,1487164674.902619
mid,89,49.50,right,1487164676.264704
high,26,18.00,right,1487164677.679965
high,84,47.00,right,1487164679.164021
