stimulus,angle,response,time
69,4.50,left,1478597187.302127
104,22.00,left,1478597188.609805
113,26.50,left,1478597190.039325
34,-13.00,right,1478597191.550528
19,-20.50,right,1478597192.966285
84,12.00,left,1478597194.559772
32,-14.00,right,1478597195.989691
51,-4.50,right,1478597197.650428
86,13.00,left,1478597199.052495
55,-2.50,right,1478597200.428053
48,-6.00,right,1478597201.993863
103,21.50,left,1478597203.627782
46,-7.00,right,1478597204.907167
45,-7.50,right,1478597206.527158
108,24.00,left,1478597207.969432
116,28.00,left,1478597209.439238
83,11.50,right,1478597210.896291
91,15.50,left,1478597212.638446
109,24.50,left,1478597213.959420
64,2.00,right,1478597215.416819
3,-28.50,right,1478597216.982672
107,23.50,left,1478597218.371605
38,-11.00,right,1478597219.896455
95,17.50,left,1478597221.434620
74,7.00,left,1478597223.012994
41,-9.50,right,1478597224.441944
15,-22.50,right,1478597225.817013
96,18.00,left,1478597227.315010
37,-11.50,right,1478597228.717609
94,17.00,left,1478597230.324027
40,-10.00,right,1478597231.821817
43,-8.50,right,1478597233.373386
31,-14.50,right,1478597234.789235
101,20.50,left,1478597236.287202
68,4.00,left,1478597238.056669
7,-26.50,right,1478597239.417475
97,18.50,left,1478597241.010206
75,7.50,left,1478597242.411876
12,-24.00,right,1478597243.992121
58,-1.00,right,1478597245.666227
79,9.50,left,1478597246.864622
44,-8.00,left,1478597248.552361
77,8.50,left,1478597249.843942
73,6.50,left,1478597251.530999
56,-2.00,left,1478597253.082491
24,-18.00,right,1478597254.143572
71,5.50,right,1478597255.967481
63,1.50,right,1478597258.022769
36,-12.00,right,1478597258.798802
78,9.00,left,1478597260.283122
88,14.00,left,1478597261.712554
1,-29.50,right,1478597263.236558
13,-23.50,right,1478597264.679553
67,3.50,left,1478597266.489670
0,-30.00,right,1478597267.578707
70,5.00,left,1478597269.035236
61,0.50,left,1478597270.901205
53,-3.50,left,1478597272.289452
10,-25.00,right,1478597273.432890
16,-22.00,right,1478597274.998481
9,-25.50,right,1478597276.387413
87,13.50,left,1478597277.993704
81,10.50,left,1478597279.491950
33,-13.50,right,1478597280.866687
52,-4.00,right,1478597282.581547
93,16.50,left,1478597283.983740
112,26.00,left,1478597285.318027
22,-19.00,right,1478597286.897704
66,3.00,left,1478597288.409008
4,-28.00,right,1478597289.919666
28,-16.00,right,1478597291.308373
102,21.00,left,1478597292.887680
2,-29.00,right,1478597294.453740
85,12.50,left,1478597295.870141
98,19.00,left,1478597297.448960
25,-17.50,right,1478597298.974506
14,-23.00,right,1478597300.608510
47,-6.50,right,1478597302.378539
42,-9.00,right,1478597303.821595
76,8.00,left,1478597305.346433
57,-1.50,right,1478597306.666802
60,0.00,left,1478597308.599806
27,-16.50,right,1478597309.825318
65,2.50,left,1478597311.622726
115,27.50,left,1478597312.643119
72,6.00,left,1478597314.236091
23,-18.50,right,1478597315.705694
106,23.00,left,1478597317.135471
105,22.50,left,1478597318.578841
35,-12.50,right,1478597320.035305
80,10.00,left,1478597321.315000
54,-3.00,right,1478597323.438899
39,-10.50,right,1478597324.242123
92,16.00,right,1478597325.902964
18,-21.00,right,1478597327.551128
82,11.00,left,1478597328.816664
29,-15.50,right,1478597330.273341
90,15.00,left,1478597331.743141
99,19.50,left,1478597333.227243
20,-20.00,right,1478597334.683901
119,29.50,left,1478597336.167379
30,-15.00,right,1478597337.651351
89,14.50,left,1478597339.120771
17,-21.50,right,1478597340.767604
49,-5.50,right,1478597342.196213
100,20.00,left,1478597343.733770
11,-24.50,right,1478597345.067688
110,25.00,left,1478597346.592976
62,1.00,right,1478597347.981640
8,-26.00,right,1478597349.547520
21,-19.50,right,1478597350.976844
6,-27.00,right,1478597352.420180
111,25.50,left,1478597353.972308
114,27.00,left,1478597355.415261
118,29.00,left,1478597356.859000
117,28.50,left,1478597358.275074
59,-0.50,left,1478597360.017196
5,-27.50,right,1478597361.297246
26,-17.00,right,1478597362.862753
50,-5.00,right,1478597364.401504
