stimulus,angle,response,time
67,3.50,right,1472042136.172723
61,0.50,right,1472042203.983553
66,3.00,right,1472042205.627666
111,25.50,left,1472042206.779893
113,26.50,left,1472042208.164037
27,-16.50,right,1472042209.781974
101,20.50,left,1472042211.318792
97,18.50,left,1472042212.731870
78,9.00,left,1472042214.417901
0,-30.00,right,1472042215.789481
105,22.50,left,1472042217.186109
84,12.00,left,1472042218.762176
4,-28.00,right,1472042220.229902
3,-28.50,right,1472042221.739284
94,17.00,left,1472042223.274977
48,-6.00,right,1472042224.841748
23,-18.50,right,1472042226.282347
55,-2.50,right,1472042227.955530
64,2.00,right,1472042229.326565
114,27.00,left,1472042230.766396
115,27.50,left,1472042232.409756
26,-17.00,right,1472042233.986795
80,10.00,left,1472042235.480430
53,-3.50,right,1472042236.825602
76,8.00,left,1472042238.814092
81,10.50,left,1472042239.939208
49,-5.50,right,1472042241.227999
110,25.00,left,1472042242.640170
10,-25.00,right,1472042244.285051
31,-14.50,right,1472042245.889730
65,2.50,right,1472042247.521345
82,11.00,left,1472042248.988761
24,-18.00,right,1472042250.428434
18,-21.00,right,1472042252.073071
20,-20.00,right,1472042253.703785
56,-2.00,right,1472042255.047916
85,12.50,left,1472042256.884379
106,23.00,left,1472042258.103137
96,18.00,left,1472042259.653312
13,-23.50,right,1472042261.174648
7,-26.50,right,1472042262.572769
19,-20.50,right,1472042263.889077
36,-12.00,right,1472042265.507778
21,-19.50,right,1472042266.905873
34,-13.00,right,1472042268.578947
58,-1.00,right,1472042270.004518
98,19.00,left,1472042271.513359
51,-4.50,right,1472042272.952079
33,-13.50,right,1472042274.446267
28,-16.00,right,1472042275.831442
108,24.00,left,1472042277.407232
5,-27.50,right,1472042278.942849
50,-5.00,right,1472042280.478339
60,0.00,right,1472042281.958931
90,15.00,left,1472042283.535345
14,-23.00,right,1472042284.878503
42,-9.00,right,1472042286.359562
46,-7.00,right,1472042287.812695
47,-6.50,right,1472042289.347453
77,8.50,left,1472042290.897525
112,26.00,left,1472042292.392914
117,28.50,left,1472042293.750308
74,7.00,left,1472042295.202551
63,1.50,right,1472042296.683902
92,16.00,left,1472042298.234805
59,-0.50,right,1472042299.907472
54,-3.00,right,1472042301.567117
8,-26.00,right,1472042303.128628
102,21.00,left,1472042304.458741
45,-7.50,right,1472042306.213150
38,-11.00,right,1472042307.476863
116,28.00,left,1472042309.039140
109,24.50,left,1472042310.328738
15,-22.50,right,1472042311.961808
104,22.00,left,1472042313.455677
75,7.50,left,1472042315.142001
35,-12.50,right,1472042316.403451
86,13.00,left,1472042317.773986
83,11.50,left,1472042319.284229
103,21.50,left,1472042320.777657
118,29.00,left,1472042322.258419
88,14.00,left,1472042323.778785
16,-22.00,right,1472042325.368405
6,-27.00,right,1472042326.999663
62,1.00,right,1472042328.466630
119,29.50,left,1472042329.700250
91,15.50,left,1472042331.331863
100,20.00,left,1472042332.674511
89,14.50,left,1472042334.209944
107,23.50,left,1472042335.620825
68,4.00,right,1472042337.170627
29,-15.50,right,1472042338.555915
57,-1.50,right,1472042340.049513
44,-8.00,right,1472042341.598213
2,-29.00,right,1472042343.120804
70,5.00,right,1472042344.752162
25,-17.50,right,1472042346.150883
22,-19.00,right,1472042347.644968
52,-4.00,right,1472042349.043397
73,6.50,right,1472042350.592603
99,19.50,left,1472042351.990816
9,-25.50,right,1472042353.415007
87,13.50,left,1472042355.005435
72,6.00,right,1472042356.417622
79,9.50,right,1472042358.144380
37,-11.50,right,1472042359.473913
71,5.50,right,1472042360.859214
32,-14.00,right,1472042362.424291
41,-9.50,right,1472042363.890826
1,-29.50,right,1472042365.331103
39,-10.50,right,1472042367.030003
11,-24.50,right,1472042368.497511
17,-21.50,right,1472042370.005445
69,4.50,right,1472042371.828344
93,16.50,left,1472042372.925256
95,17.50,left,1472042374.461721
12,-24.00,right,1472042376.120206
43,-8.50,right,1472042377.613021
40,-10.00,right,1472042379.052366
30,-15.00,right,1472042380.506369
