object,obj.idx,table,tab.idx,time
high,25,hor,60,1478514754.111944
high,72,hor,60,1478514755.631539
high,84,hor,60,1478514757.123554
high,54,hor,60,1478514758.581421
high,13,hor,60,1478514760.137095
high,51,hor,60,1478514761.560947
high,43,hor,60,1478514763.114583
high,38,hor,60,1478514764.538386
high,104,hor,60,1478514766.026690
high,55,hor,60,1478514767.583834
high,83,hor,60,1478514769.136221
high,10,hor,60,1478514770.626160
high,42,hor,60,1478514772.117579
high,8,hor,60,1478514773.704030
high,57,hor,60,1478514775.126326
high,67,hor,60,1478514776.584438
high,17,hor,60,1478514778.040186
high,93,hor,60,1478514779.594651
high,21,hor,60,1478514781.052625
high,66,hor,60,1478514782.577760
high,77,hor,60,1478514784.001436
high,65,hor,60,1478514785.458767
high,59,hor,60,1478514786.944738
high,7,hor,60,1478514788.431467
high,46,hor,60,1478514789.857359
high,63,hor,60,1478514791.411317
high,20,hor,60,1478514792.899402
high,74,hor,60,1478514794.286099
high,9,hor,60,1478514795.807300
high,102,hor,60,1478514797.293878
high,112,hor,60,1478514798.848302
high,36,hor,60,1478514800.403472
high,26,hor,60,1478514801.957251
high,18,hor,60,1478514803.512366
high,87,hor,60,1478514804.968191
high,109,hor,60,1478514806.523456
high,114,hor,60,1478514808.012651
high,6,hor,60,1478514809.564689
high,35,hor,60,1478514811.152049
high,111,hor,60,1478514812.575021
high,16,hor,60,1478514814.098752
high,44,hor,60,1478514815.623156
high,94,hor,60,1478514817.048056
high,92,hor,60,1478514818.469606
high,5,hor,60,1478514820.058577
high,82,hor,60,1478514821.617387
high,115,hor,60,1478514823.171854
high,118,hor,60,1478514824.628543
high,71,hor,60,1478514826.052578
high,107,hor,60,1478514827.608601
high,27,hor,60,1478514829.029866
high,99,hor,60,1478514830.623198
high,28,hor,60,1478514832.208094
high,69,hor,60,1478514833.629926
high,62,hor,60,1478514835.185102
high,76,hor,60,1478514836.610926
high,81,hor,60,1478514838.133899
high,108,hor,60,1478514839.721611
high,98,hor,60,1478514841.278532
high,33,hor,60,1478514842.801153
high,47,hor,60,1478514844.391291
high,117,hor,60,1478514845.946118
high,106,hor,60,1478514847.498479
high,15,hor,60,1478514849.054139
high,37,hor,60,1478514850.479868
high,116,hor,60,1478514851.898106
high,103,hor,60,1478514853.388911
high,75,hor,60,1478514854.911303
high,23,hor,60,1478514856.399868
high,29,hor,60,1478514857.988830
high,96,hor,60,1478514859.542694
high,52,hor,60,1478514860.965566
high,31,hor,60,1478514862.488630
high,58,hor,60,1478514863.949229
high,40,hor,60,1478514865.403059
high,89,hor,60,1478514866.927055
high,3,hor,60,1478514868.419836
high,110,hor,60,1478514869.873640
high,48,hor,60,1478514871.326999
high,101,hor,60,1478514872.750908
high,4,hor,60,1478514874.204611
high,12,hor,60,1478514875.724910
high,61,hor,60,1478514877.343489
high,119,hor,60,1478514878.863932
high,53,hor,60,1478514880.320922
high,39,hor,60,1478514881.811557
high,19,hor,60,1478514883.401299
high,97,hor,60,1478514884.953694
high,1,hor,60,1478514886.377564
high,14,hor,60,1478514887.965819
high,11,hor,60,1478514889.388966
high,91,hor,60,1478514890.844375
high,105,hor,60,1478514892.364205
high,68,hor,60,1478514893.889065
high,79,hor,60,1478514895.311307
high,78,hor,60,1478514896.863521
high,49,hor,60,1478514898.418458
high,22,hor,60,1478514899.876602
high,56,hor,60,1478514901.401702
high,41,hor,60,1478514902.989548
high,86,hor,60,1478514904.416453
high,45,hor,60,1478514905.841262
high,80,hor,60,1478514907.265023
high,24,hor,60,1478514908.824267
high,60,hor,60,1478514910.279872
high,32,hor,60,1478514911.736791
high,70,hor,60,1478514913.254425
high,2,hor,60,1478514914.844066
high,0,hor,60,1478514916.301537
high,90,hor,60,1478514917.691998
high,95,hor,60,1478514919.283013
high,30,hor,60,1478514920.871813
high,64,hor,60,1478514922.390662
high,85,hor,60,1478514923.877998
high,50,hor,60,1478514925.334004
high,34,hor,60,1478514926.824063
high,73,hor,60,1478514928.350208
high,88,hor,60,1478514929.869327
high,100,hor,60,1478514931.356159
high,113,hor,60,1478514932.879013
