object,stimulus,angle,response,time
mid,109,59.50,right,1472126611.270269
high,97,53.50,right,1472126627.772981
mid,88,49.00,right,1472126629.389823
high,113,61.50,right,1472126630.898044
high,95,52.50,right,1472126632.377823
low,13,11.50,left,1472126633.912790
low,94,52.00,right,1472126635.255070
mid,21,15.50,right,1472126636.804987
high,89,49.50,right,1472126638.243472
low,78,44.00,left,1472126639.875005
low,101,55.50,right,1472126641.148815
mid,71,40.50,right,1472126642.737099
low,44,27.00,left,1472126644.369086
high,58,34.00,right,1472126645.670693
mid,113,61.50,right,1472126647.247252
high,85,47.50,right,1472126648.809731
low,91,50.50,left,1472126650.359333
high,19,14.50,right,1472126651.840082
mid,5,7.50,left,1472126653.429818
low,46,28.00,left,1472126655.046834
mid,100,55.00,right,1472126656.362065
mid,90,50.00,right,1472126657.800987
low,35,22.50,left,1472126659.266309
high,37,23.50,right,1472126660.650711
mid,22,16.00,left,1472126662.418204
high,30,20.00,left,1472126663.803285
low,45,27.50,right,1472126665.228120
low,112,61.00,right,1472126666.653194
high,72,41.00,left,1472126668.610813
mid,51,30.50,right,1472126669.775786
mid,35,22.50,left,1472126671.203480
high,117,63.50,right,1472126672.560108
high,55,32.50,left,1472126674.178765
low,3,6.50,left,1472126675.617379
mid,62,36.00,right,1472126677.029746
low,93,51.50,right,1472126678.399064
mid,49,29.50,left,1472126679.934894
high,13,11.50,right,1472126681.455655
low,97,53.50,right,1472126683.032622
high,46,28.00,left,1472126684.513117
mid,3,6.50,left,1472126686.074921
low,27,18.50,left,1472126687.498416
mid,101,55.50,right,1472126688.936812
high,26,18.00,left,1472126690.403021
low,61,35.50,right,1472126691.993328
mid,42,26.00,left,1472126693.485559
high,52,31.00,right,1472126694.884627
low,57,33.50,left,1472126696.391580
low,58,34.00,left,1472126698.063352
high,60,35.00,right,1472126699.528402
mid,97,53.50,right,1472126701.159484
mid,50,30.00,right,1472126702.530784
low,26,18.00,left,1472126704.049963
high,64,37.00,right,1472126705.378681
high,69,39.50,right,1472126706.953788
low,15,12.50,left,1472126708.516530
mid,104,57.00,right,1472126710.022526
mid,112,61.00,left,1472126711.531290
low,8,9.00,left,1472126713.106656
high,100,55.00,right,1472126714.396444
mid,110,60.00,right,1472126716.000604
high,77,43.50,right,1472126717.536733
high,1,5.50,left,1472126718.812233
mid,47,28.50,right,1472126720.361511
high,111,60.50,right,1472126721.922871
mid,56,33.00,left,1472126723.567377
mid,66,38.00,right,1472126724.924408
low,115,62.50,right,1472126726.459351
low,22,16.00,left,1472126727.952308
high,106,58.00,right,1472126729.309090
low,2,6.00,left,1472126730.872164
low,89,49.50,right,1472126732.420504
high,115,62.50,right,1472126734.021963
high,38,24.00,left,1472126735.654635
mid,28,19.00,left,1472126737.120777
high,42,26.00,right,1472126738.601730
low,96,53.00,right,1472126740.247334
mid,43,26.50,right,1472126741.768490
mid,10,10.00,left,1472126743.207692
high,84,47.00,right,1472126744.796733
low,53,31.50,left,1472126746.385686
low,103,56.50,right,1472126747.920962
low,38,24.00,left,1472126749.371809
mid,95,52.50,right,1472126750.824873
high,112,61.00,right,1472126752.276656
low,29,19.50,left,1472126753.784844
low,86,48.00,right,1472126755.292442
mid,32,21.00,left,1472126756.895533
low,11,10.50,left,1472126758.445904
mid,68,39.00,right,1472126759.967832
high,73,41.50,right,1472126761.448874
mid,86,48.00,right,1472126762.943007
high,116,63.00,right,1472126764.465664
low,68,39.00,left,1472126765.917266
high,10,10.00,left,1472126767.425446
mid,16,13.00,left,1472126768.863282
high,0,5.00,left,1472126770.328628
low,16,13.00,left,1472126771.808800
high,51,30.50,right,1472126773.178499
low,80,45.00,right,1472126774.687639
high,41,25.50,right,1472126776.263598
mid,93,51.50,right,1472126777.772344
mid,114,62.00,right,1472126779.321056
low,0,5.00,left,1472126780.677730
mid,0,5.00,left,1472126782.308447
low,14,12.00,left,1472126783.871070
mid,2,6.00,left,1472126785.351820
high,18,14.00,right,1472126786.955012
mid,83,46.50,right,1472126788.339886
high,11,10.50,left,1472126790.052348
low,65,37.50,right,1472126791.271832
high,29,19.50,left,1472126792.888349
mid,119,64.50,right,1472126794.504840
low,117,63.50,right,1472126795.929777
mid,80,45.00,right,1472126797.367476
high,47,28.50,left,1472126798.792234
low,25,17.50,left,1472126800.410098
mid,38,24.00,left,1472126802.000235
low,17,13.50,left,1472126803.575374
high,4,7.00,left,1472126805.153455
mid,116,63.00,right,1472126838.722947
mid,89,49.50,right,1472126840.066288
mid,65,37.50,left,1472126841.750850
low,74,42.00,left,1472126843.148191
high,25,17.50,left,1472126844.709905
mid,92,51.00,right,1472126846.231458
low,79,44.50,left,1472126847.672257
high,109,59.50,right,1472126849.126031
low,84,47.00,left,1472126850.688488
low,52,31.00,left,1472126852.098751
high,108,59.00,right,1472126853.551858
high,75,42.50,left,1472126855.115170
high,32,21.00,left,1472126856.512591
high,119,64.50,right,1472126857.952113
mid,105,57.50,right,1472126859.446627
low,39,24.50,left,1472126860.995398
high,67,38.50,right,1472126862.474347
mid,70,40.00,right,1472126863.872809
low,109,59.50,right,1472126865.422868
low,54,32.00,left,1472126866.875354
high,96,53.00,right,1472126868.273879
mid,69,39.50,left,1472126869.864553
mid,75,42.50,right,1472126871.331714
low,98,54.00,right,1472126872.797400
mid,63,36.50,right,1472126874.304899
low,48,29.00,left,1472126875.688675
high,49,29.50,right,1472126877.238205
high,87,48.50,right,1472126878.718738
mid,48,29.00,left,1472126880.239105
high,33,21.50,right,1472126881.842754
high,118,64.00,right,1472126883.076881
low,82,46.00,left,1472126884.639031
mid,8,9.00,left,1472126886.024280
low,119,64.50,right,1472126887.408369
mid,53,31.50,left,1472126889.135262
low,81,45.50,right,1472126890.669428
high,59,34.50,right,1472126892.178719
low,111,60.50,right,1472126893.507802
high,66,38.00,right,1472126894.893334
mid,40,25.00,left,1472126896.743246
high,20,15.00,left,1472126897.977038
low,88,49.00,right,1472126899.430323
low,4,7.00,left,1472126900.856667
mid,29,19.50,right,1472126902.391851
low,19,14.50,right,1472126903.954020
mid,73,41.50,right,1472126905.515896
mid,4,7.00,left,1472126906.900449
high,91,50.50,right,1472126908.382127
high,94,52.00,right,1472126909.971054
mid,14,12.00,left,1472126911.299604
low,110,60.00,right,1472126912.629152
high,79,44.50,right,1472126914.274829
high,90,50.00,right,1472126915.947480
mid,102,56.00,right,1472126917.426954
high,53,31.50,left,1472126918.908642
mid,33,21.50,left,1472126920.319316
low,77,43.50,right,1472126921.717294
low,5,7.50,left,1472126923.196324
low,113,61.50,right,1472126924.607898
mid,7,8.50,left,1472126926.223662
mid,111,60.50,right,1472126927.703292
low,31,20.50,left,1472126929.334771
high,61,35.50,right,1472126930.814044
mid,12,11.00,left,1472126932.294416
low,64,37.00,right,1472126933.801071
low,99,54.50,right,1472126935.458535
mid,34,22.00,left,1472126936.964730
high,78,44.00,right,1472126938.295920
high,31,20.50,left,1472126939.720476
mid,25,17.50,left,1472126941.241821
high,35,22.50,right,1472126942.734721
low,24,17.00,left,1472126944.269400
mid,31,20.50,left,1472126945.928249
high,24,17.00,right,1472126947.353444
high,92,51.00,right,1472126948.888962
low,92,51.00,right,1472126950.258812
mid,108,59.00,right,1472126951.671850
low,40,25.00,left,1472126953.191335
high,17,13.50,left,1472126954.644630
mid,41,25.50,right,1472126956.042259
mid,46,28.00,right,1472126957.481279
low,51,30.50,right,1472126959.056885
high,83,46.50,right,1472126960.535115
low,23,16.50,left,1472126961.893382
high,3,6.50,left,1472126963.401672
low,100,55.00,right,1472126964.923857
high,93,51.50,right,1472126966.430938
mid,115,62.50,right,1472126967.898056
mid,72,41.00,right,1472126969.418849
low,12,11.00,left,1472126970.912308
low,7,8.50,left,1472126972.352206
low,69,39.50,right,1472126973.884919
mid,18,14.00,left,1472126975.434621
high,54,32.00,right,1472126977.037339
high,103,56.50,right,1472126978.558896
mid,36,23.00,left,1472126980.203121
high,9,9.50,left,1472126981.669985
mid,106,58.00,right,1472126983.190940
low,21,15.50,left,1472126984.697473
high,70,40.00,right,1472126986.190337
mid,59,34.50,left,1472126987.644164
high,80,45.00,right,1472126989.164452
low,10,10.00,left,1472126990.576230
high,15,12.50,right,1472126992.151713
low,73,41.50,right,1472126993.632477
low,85,47.50,right,1472126995.250454
mid,11,10.50,left,1472126996.580150
mid,87,48.50,right,1472126998.034291
mid,91,50.50,right,1472126999.596723
mid,98,54.00,right,1472127001.076556
high,68,39.00,right,1472127002.530833
mid,85,47.50,right,1472127004.052962
low,83,46.50,right,1472127005.507170
low,95,52.50,right,1472127007.096101
high,43,26.50,left,1472127008.742511
mid,9,9.50,left,1472127010.167593
high,107,58.50,right,1472127011.634641
low,105,57.50,right,1472127013.141723
low,63,36.50,left,1472127014.609668
high,88,49.00,right,1472127016.116425
low,66,38.00,right,1472127049.924214
mid,23,16.50,left,1472127051.265883
low,62,36.00,right,1472127052.759126
mid,37,23.50,left,1472127054.253325
high,34,22.00,left,1472127055.869366
mid,96,53.00,right,1472127057.172618
low,47,28.50,left,1472127058.679948
low,30,20.00,left,1472127060.187656
mid,107,58.50,right,1472127061.747826
high,63,36.50,right,1472127063.324865
high,5,7.50,left,1472127064.790411
high,22,16.00,left,1472127066.203663
low,104,57.00,right,1472127067.601855
high,81,45.50,right,1472127069.149041
high,8,9.00,left,1472127070.614985
high,101,55.50,right,1472127072.012999
mid,1,5.50,left,1472127073.616781
mid,61,35.50,right,1472127074.959215
mid,99,54.50,right,1472127076.494384
low,43,26.50,left,1472127078.096976
low,70,40.00,right,1472127079.468408
high,82,46.00,right,1472127081.043707
low,60,35.00,right,1472127082.606903
mid,24,17.00,left,1472127084.291560
high,62,36.00,right,1472127085.717149
low,28,19.00,left,1472127087.252559
mid,67,38.50,right,1472127088.704639
high,86,48.00,right,1472127090.252628
low,6,8.00,left,1472127091.883565
mid,54,32.00,right,1472127093.582166
high,48,29.00,right,1472127094.964350
low,34,22.00,left,1472127096.333666
mid,84,47.00,right,1472127097.813257
low,76,43.00,right,1472127099.456872
mid,30,20.00,left,1472127101.058222
high,98,54.00,right,1472127102.456538
mid,20,15.00,left,1472127103.923201
high,74,42.00,right,1472127105.431116
high,104,57.00,right,1472127106.855471
low,75,42.50,right,1472127108.431680
low,71,40.50,right,1472127110.033864
high,65,37.50,right,1472127111.500494
mid,17,13.50,left,1472127113.048482
mid,26,18.00,left,1472127114.432318
low,55,32.50,left,1472127115.898393
mid,94,52.00,right,1472127117.472576
low,37,23.50,left,1472127119.007585
high,105,57.50,right,1472127120.390662
mid,52,31.00,left,1472127121.938438
low,9,9.50,left,1472127123.501246
high,16,13.00,left,1472127124.952516
mid,58,34.00,right,1472127126.351338
mid,57,33.50,right,1472127127.927391
low,67,38.50,right,1472127129.544275
mid,15,12.50,left,1472127130.999535
low,1,5.50,left,1472127132.506856
low,42,26.00,left,1472127134.068831
high,45,27.50,right,1472127135.397472
high,7,8.50,left,1472127136.904487
high,57,33.50,right,1472127138.482323
low,33,21.50,left,1472127139.977207
high,99,54.50,right,1472127141.525119
high,28,19.00,left,1472127143.088011
mid,78,44.00,right,1472127144.568191
low,114,62.00,right,1472127146.144643
high,71,40.50,right,1472127147.719655
low,87,48.50,right,1472127149.254751
low,41,25.50,left,1472127150.775347
mid,60,35.00,right,1472127152.201077
mid,74,42.00,right,1472127153.668053
mid,82,46.00,right,1472127155.271304
high,102,56.00,right,1472127156.752866
low,116,63.00,right,1472127158.218121
mid,77,43.50,right,1472127159.711879
high,56,33.00,right,1472127161.274687
low,118,64.00,right,1472127162.768135
