object,obj.idx,table,tab.idx,time
high,17,hor,60,1478600506.910513
high,5,hor,60,1478600508.367423
high,40,hor,60,1478600509.857077
high,30,hor,60,1478600511.379008
high,18,hor,60,1478600512.968331
high,24,hor,60,1478600514.388310
high,42,hor,60,1478600515.910169
high,39,hor,60,1478600517.466064
high,89,hor,60,1478600519.054203
high,113,hor,60,1478600520.444535
high,43,hor,60,1478600521.933133
high,95,hor,60,1478600523.387604
high,58,hor,60,1478600524.878809
high,101,hor,60,1478600526.469737
high,13,hor,60,1478600527.989691
high,74,hor,60,1478600529.414099
high,71,hor,60,1478600530.936913
high,35,hor,60,1478600532.456470
high,33,hor,60,1478600534.012544
high,59,hor,60,1478600535.402040
high,1,hor,60,1478600536.860979
high,82,hor,60,1478600538.251962
high,109,hor,60,1478600539.773243
high,66,hor,60,1478600541.194796
high,73,hor,60,1478600542.718709
high,21,hor,60,1478600544.175968
high,26,hor,60,1478600545.697621
high,52,hor,60,1478600547.155997
high,91,hor,60,1478600548.708915
high,108,hor,60,1478600550.161686
high,85,hor,60,1478600551.714672
high,61,hor,60,1478600553.233451
high,9,hor,60,1478600554.825392
high,7,hor,60,1478600556.215354
high,29,hor,60,1478600557.641517
high,76,hor,60,1478600559.228447
high,69,hor,60,1478600560.784547
high,117,hor,60,1478600562.207177
high,60,hor,60,1478600563.694720
high,99,hor,60,1478600565.118680
high,45,hor,60,1478600566.574763
high,79,hor,60,1478600568.031407
high,3,hor,60,1478600569.521178
high,16,hor,60,1478600571.078581
high,38,hor,60,1478600572.570104
high,86,hor,60,1478600574.125220
high,49,hor,60,1478600575.579702
high,4,hor,60,1478600577.134852
high,65,hor,60,1478600578.558019
high,32,hor,60,1478600580.014801
high,115,hor,60,1478600581.506131
high,110,hor,60,1478600582.961718
high,88,hor,60,1478600584.517467
high,25,hor,60,1478600585.938964
high,46,hor,60,1478600587.425482
high,11,hor,60,1478600588.882903
high,54,hor,60,1478600590.407118
high,44,hor,60,1478600591.798048
high,31,hor,60,1478600593.218792
high,98,hor,60,1478600594.708960
high,63,hor,60,1478600596.198320
high,107,hor,60,1478600597.622521
high,23,hor,60,1478600599.146098
high,8,hor,60,1478600600.599707
high,6,hor,60,1478600602.155267
high,114,hor,60,1478600603.713012
high,90,hor,60,1478600605.301836
high,0,hor,60,1478600606.857908
high,47,hor,60,1478600608.314773
high,48,hor,60,1478600609.803059
high,14,hor,60,1478600611.358685
high,84,hor,60,1478600612.915389
high,57,hor,60,1478600614.406660
high,70,hor,60,1478600615.964392
high,37,hor,60,1478600617.358056
high,81,hor,60,1478600618.813376
high,12,hor,60,1478600620.269630
high,51,hor,60,1478600621.824457
high,100,hor,60,1478600623.246652
high,96,hor,60,1478600624.808939
high,28,hor,60,1478600626.265948
high,19,hor,60,1478600627.819919
high,20,hor,60,1478600629.309021
high,97,hor,60,1478600630.894375
high,27,hor,60,1478600632.448664
high,94,hor,60,1478600634.007018
high,93,hor,60,1478600635.494356
high,36,hor,60,1478600637.051992
high,102,hor,60,1478600638.576284
high,75,hor,60,1478600640.198570
high,103,hor,60,1478600641.685710
high,80,hor,60,1478600643.243019
high,111,hor,60,1478600644.730263
high,34,hor,60,1478600646.319529
high,118,hor,60,1478600647.910886
high,22,hor,60,1478600649.403215
high,53,hor,60,1478600650.925402
high,116,hor,60,1478600652.448532
high,83,hor,60,1478600653.934884
high,72,hor,60,1478600655.488102
high,78,hor,60,1478600656.974947
high,15,hor,60,1478600658.430867
high,87,hor,60,1478600659.818692
high,2,hor,60,1478600661.373141
high,68,hor,60,1478600662.797854
high,105,hor,60,1478600664.356145
high,92,hor,60,1478600665.911556
high,64,hor,60,1478600667.498923
high,41,hor,60,1478600668.987534
high,50,hor,60,1478600670.413398
high,119,hor,60,1478600671.938429
high,55,hor,60,1478600673.491022
high,67,hor,60,1478600675.043920
high,106,hor,60,1478600676.534457
high,62,hor,60,1478600678.055306
high,56,hor,60,1478600679.577050
high,104,hor,60,1478600681.067294
high,112,hor,60,1478600682.489277
high,10,hor,60,1478600683.980373
high,77,hor,60,1478600685.531739
