object,stimulus,angle,response,time
high,33,21.50,right,1487161415.676963
low,78,44.00,right,1487161417.242492
mid,30,20.00,left,1487161418.658800
low,75,42.50,right,1487161420.155220
mid,101,55.50,right,1487161421.638944
mid,49,29.50,right,1487161423.489679
high,77,43.50,right,1487161424.770513
low,48,29.00,left,1487161426.268074
mid,0,5.00,left,1487161427.819873
low,0,5.00,left,1487161429.276613
high,23,16.50,left,1487161430.705466
high,65,37.50,right,1487161432.148937
high,60,35.00,right,1487161433.727505
mid,11,10.50,left,1487161435.156526
low,44,27.00,left,1487161436.736049
low,8,9.00,left,1487161438.138694
high,104,57.00,right,1487161439.732489
high,8,9.00,left,1487161441.107056
low,58,34.00,right,1487161442.713021
mid,73,41.50,right,1487161444.279118
high,71,40.50,right,1487161445.749696
mid,36,23.00,left,1487161447.411023
low,1,5.50,left,1487161448.853570
mid,2,6.00,left,1487161450.418362
high,93,51.50,right,1487161451.943614
high,48,29.00,right,1487161453.809142
mid,72,41.00,right,1487161454.830150
high,91,50.50,right,1487161456.260696
low,93,51.50,right,1487161457.757974
mid,42,26.00,left,1487161459.405839
mid,74,42.00,right,1487161460.713398
high,39,24.50,left,1487161462.552678
mid,90,50.00,right,1487161463.860180
low,22,16.00,left,1487161465.411873
low,100,55.00,right,1487161466.936243
low,66,38.00,right,1487161468.557212
high,119,64.50,right,1487161470.040922
high,92,51.00,right,1487161471.347704
low,76,43.00,right,1487161472.927722
mid,96,53.00,right,1487161474.344094
mid,104,57.00,right,1487161475.746542
mid,106,58.00,right,1487161477.178037
high,95,52.50,right,1487161478.634908
low,43,26.50,left,1487161480.267348
high,74,42.00,right,1487161481.505844
low,109,59.50,right,1487161483.043422
low,92,51.00,right,1487161484.568220
mid,108,59.00,right,1487161486.010388
low,98,54.00,right,1487161487.602812
mid,79,44.50,right,1487161489.127347
low,21,15.50,left,1487161490.992478
high,7,8.50,left,1487161492.394824
high,56,33.00,right,1487161493.919787
mid,53,31.50,left,1487161495.526221
mid,114,62.00,right,1487161496.859840
low,63,36.50,right,1487161498.357055
high,55,32.50,left,1487161499.826710
low,41,25.50,left,1487161501.405832
mid,32,21.00,right,1487161502.876076
high,22,16.00,left,1487161504.346803
high,94,52.00,right,1487161505.721560
low,65,37.50,right,1487161507.164928
mid,44,27.00,left,1487161508.663298
high,80,45.00,right,1487161510.160439
low,52,31.00,right,1487161511.752924
high,20,15.00,left,1487161513.291686
mid,113,61.50,right,1487161514.832119
mid,111,60.50,right,1487161516.464998
low,34,22.00,left,1487161517.798303
low,118,64.00,right,1487161519.241269
mid,91,50.50,right,1487161520.725773
high,49,29.50,left,1487161522.372771
mid,12,11.00,left,1487161523.761176
low,84,47.00,right,1487161525.217755
high,98,54.00,right,1487161526.633924
mid,48,29.00,left,1487161528.239897
low,90,50.00,right,1487161529.723487
low,12,11.00,left,1487161531.180100
low,70,40.00,left,1487161532.867237
high,1,5.50,left,1487161534.146338
high,18,14.00,left,1487161535.697526
mid,19,14.50,left,1487161537.208170
mid,28,19.00,left,1487161538.705725
high,108,59.00,right,1487161540.232052
mid,65,37.50,right,1487161541.701697
high,40,25.00,left,1487161543.361769
high,83,46.50,right,1487161544.613762
mid,112,61.00,right,1487161546.152752
low,89,49.50,right,1487161547.717439
low,97,53.50,right,1487161549.186970
low,56,33.00,right,1487161550.683690
low,14,12.00,left,1487161552.044373
mid,38,24.00,left,1487161553.541214
mid,66,38.00,right,1487161555.078914
high,99,54.50,right,1487161556.508247
high,34,22.00,left,1487161558.278604
high,90,50.00,right,1487161559.504922
high,72,41.00,right,1487161560.990286
low,83,46.50,right,1487161562.379299
high,4,7.00,left,1487161563.767493
low,35,22.50,left,1487161565.428770
low,47,28.50,left,1487161566.871268
high,51,30.50,left,1487161568.423033
mid,77,43.50,right,1487161569.853039
low,107,58.50,right,1487161571.336924
mid,4,7.00,left,1487161572.971675
mid,47,28.50,left,1487161574.767843
mid,82,46.00,right,1487161576.143771
high,75,42.50,right,1487161577.804169
mid,119,64.50,right,1487161579.125027
high,12,11.00,left,1487161580.513568
mid,57,33.50,left,1487161582.147029
low,49,29.50,right,1487161583.712119
high,84,47.00,right,1487161584.964204
low,38,24.00,left,1487161586.611387
high,68,39.00,right,1487161588.013278
low,119,64.50,right,1487161589.455542
mid,83,46.50,right,1487161591.102801
low,106,58.00,right,1487161592.450902
mid,41,25.50,left,1487161594.111334
high,116,63.00,right,1487161627.764794
low,19,14.50,left,1487161629.153474
low,81,45.50,right,1487161630.636605
mid,40,25.00,left,1487161632.079120
low,2,6.00,left,1487161633.630689
mid,89,49.50,right,1487161635.046195
high,2,6.00,left,1487161636.449512
mid,7,8.50,left,1487161638.110162
high,76,43.00,right,1487161639.485638
low,18,14.00,left,1487161640.983398
high,96,53.00,right,1487161642.480599
mid,92,51.00,right,1487161644.182416
mid,70,40.00,right,1487161645.503456
mid,59,34.50,right,1487161646.934877
low,68,39.00,right,1487161648.555397
high,9,9.50,left,1487161650.039282
low,94,52.00,right,1487161651.509074
low,16,13.00,left,1487161652.951967
mid,22,16.00,left,1487161654.476609
high,111,60.50,right,1487161656.055300
high,45,27.50,left,1487161657.293727
mid,10,10.00,left,1487161658.859067
high,73,41.50,right,1487161660.248494
low,3,6.50,left,1487161661.746803
low,9,9.50,left,1487161663.462724
high,44,27.00,right,1487161664.879114
high,14,12.00,left,1487161666.484968
high,50,30.00,right,1487161667.941845
mid,43,26.50,NA,0.000000
low,20,15.00,left,1487161670.829759
low,99,54.50,right,1487161672.340713
high,53,31.50,left,1487161673.919275
mid,85,47.50,right,1487161675.471401
mid,15,12.50,left,1487161677.186855
low,117,63.50,right,1487161678.520964
mid,13,11.50,left,1487161680.126859
high,5,7.50,left,1487161681.679706
mid,105,57.50,right,1487161683.177117
high,17,13.50,left,1487161684.742051
mid,21,15.50,left,1487161686.404099
low,42,26.00,right,1487161687.834047
mid,62,36.00,right,1487161689.345840
low,85,47.50,right,1487161690.721029
low,37,23.50,left,1487161692.272565
mid,51,30.50,NA,0.000000
high,106,58.00,right,1487161695.212429
low,82,46.00,right,1487161696.778682
high,87,48.50,right,1487161698.317471
low,71,40.50,right,1487161699.788392
high,67,38.50,right,1487161701.272394
low,27,18.50,left,1487161702.770922
high,100,55.00,right,1487161704.159768
low,79,44.50,right,1487161705.657753
mid,17,13.50,left,1487161707.263694
mid,54,32.00,right,1487161708.652485
high,114,62.00,right,1487161710.232181
low,72,41.00,right,1487161711.688440
mid,9,9.50,left,1487161713.365460
high,86,48.00,right,1487161714.753650
mid,52,31.00,right,1487161716.360584
mid,56,33.00,right,1487161717.901242
low,55,32.50,right,1487161719.550437
mid,60,35.00,right,1487161721.061855
high,69,39.50,right,1487161722.641349
high,25,17.50,left,1487161724.140178
low,57,33.50,right,1487161725.664707
mid,24,17.00,left,1487161727.245109
high,109,59.50,right,1487161728.756485
high,6,8.00,left,1487161730.241629
low,31,20.50,left,1487161731.944791
low,96,53.00,right,1487161733.401227
mid,29,19.50,left,1487161734.668227
low,67,38.50,right,1487161736.315072
high,107,58.50,right,1487161737.922167
low,50,30.00,left,1487161739.555257
mid,8,9.00,left,1487161741.079895
high,35,22.50,left,1487161742.645899
mid,78,44.00,right,1487161744.102768
low,45,27.50,left,1487161745.832388
low,24,17.00,left,1487161747.193825
mid,16,13.00,left,1487161748.813930
high,78,44.00,right,1487161750.379322
high,13,11.50,left,1487161751.631853
mid,94,52.00,right,1487161753.170274
mid,6,8.00,left,1487161754.844386
mid,1,5.50,left,1487161756.382834
low,28,19.00,left,1487161757.852370
high,58,34.00,right,1487161759.417450
high,54,32.00,right,1487161760.968697
mid,102,56.00,right,1487161762.220746
high,117,63.50,right,1487161763.691300
low,61,35.50,right,1487161765.283473
low,111,60.50,right,1487161766.712630
high,42,26.00,left,1487161768.209701
low,91,50.50,right,1487161769.543962
mid,69,39.50,right,1487161771.218779
mid,46,28.00,left,1487161772.798591
mid,100,55.00,right,1487161773.969159
mid,67,38.50,right,1487161775.643662
low,15,12.50,left,1487161777.290342
high,21,15.50,left,1487161778.979407
low,74,42.00,right,1487161780.204371
high,88,49.00,right,1487161781.620019
low,17,13.50,left,1487161783.185582
high,29,19.50,left,1487161784.696400
mid,98,54.00,right,1487161786.125769
low,80,45.00,right,1487161787.663485
high,59,34.50,right,1487161789.269876
low,10,10.00,left,1487161790.767479
high,61,35.50,right,1487161792.537323
low,64,37.00,right,1487161793.816883
high,97,53.50,right,1487161795.423390
mid,55,32.50,right,1487161796.880025
mid,93,51.50,right,1487161798.445781
low,102,56.00,right,1487161799.888982
high,36,23.00,left,1487161801.522188
mid,64,37.00,right,1487161803.087843
mid,5,7.50,left,1487161804.517171
high,62,36.00,right,1487161805.796619
low,5,7.50,left,1487161807.566299
low,95,52.50,right,1487161841.372261
high,32,21.00,left,1487161842.583552
high,63,36.50,right,1487161844.040918
mid,118,64.00,right,1487161845.646692
low,53,31.50,right,1487161847.321285
high,28,19.00,left,1487161848.833367
high,89,49.50,right,1487161850.317749
mid,35,22.50,right,1487161851.706807
low,60,35.00,right,1487161853.449286
low,62,36.00,right,1487161854.797273
mid,80,45.00,right,1487161856.335934
mid,115,62.50,right,1487161857.833816
low,105,57.50,right,1487161859.358947
