object,stimulus,angle,response,time
mid,112,61.00,right,1473407029.765313
high,49,29.50,left,1473407038.971578
high,65,37.50,right,1473407040.344815
low,45,27.50,left,1473407041.947105
low,39,24.50,left,1473407043.387899
low,104,57.00,right,1473407044.854205
mid,78,44.00,right,1473407046.308184
low,58,34.00,left,1473407047.910497
mid,27,18.50,left,1473407049.321666
mid,84,47.00,right,1473407050.883240
high,74,42.00,right,1473407052.171977
high,15,12.50,right,1473407053.623454
high,32,21.00,right,1473407055.268729
high,115,62.50,right,1473407056.598527
mid,88,49.00,left,1473407058.052981
low,9,9.50,left,1473407059.533074
low,48,29.00,right,1473407061.012897
mid,109,59.50,right,1473407062.492545
high,35,22.50,left,1473407063.947370
mid,61,35.50,right,1473407065.481615
low,107,58.50,right,1473407066.989592
high,68,39.00,right,1473407068.538123
low,12,11.00,left,1473407070.046332
mid,33,21.50,left,1473407071.470965
mid,80,45.00,right,1473407073.197761
low,40,25.00,left,1473407074.639017
mid,72,41.00,right,1473407076.160040
high,8,9.00,left,1473407077.627268
high,88,49.00,right,1473407079.351911
mid,81,45.50,right,1473407080.875271
low,17,13.50,left,1473407082.450268
low,75,42.50,right,1473407083.862815
high,29,19.50,left,1473407085.359341
high,23,16.50,left,1473407086.921054
low,109,59.50,right,1473407088.496137
mid,22,16.00,left,1473407089.989267
mid,87,48.50,right,1473407091.702873
low,35,22.50,left,1473407093.157215
mid,54,32.00,left,1473407094.638363
high,6,8.00,left,1473407096.133462
high,51,30.50,right,1473407097.669033
mid,83,46.50,right,1473407099.066315
high,71,40.50,left,1473407100.422985
high,10,10.00,left,1473407102.040350
low,14,12.00,left,1473407103.451033
low,77,43.50,right,1473407104.973142
mid,39,24.50,left,1473407106.468753
low,7,8.50,left,1473407107.947619
high,19,14.50,left,1473407109.304918
high,18,14.00,left,1473407110.702644
low,69,39.50,right,1473407112.169364
mid,64,37.00,right,1473407113.798700
mid,89,49.50,right,1473407115.099422
low,98,54.00,right,1473407116.688842
high,4,7.00,left,1473407118.225002
mid,103,56.50,right,1473407119.651233
high,36,23.00,left,1473407121.185648
low,92,51.00,right,1473407122.583522
low,23,16.50,left,1473407124.119908
mid,10,10.00,left,1473407125.478919
high,89,49.50,right,1473407126.862890
high,26,18.00,left,1473407128.438456
low,76,43.00,right,1473407129.919191
mid,110,60.00,right,1473407131.424830
mid,71,40.50,right,1473407132.961031
low,119,64.50,right,1473407134.440900
mid,56,33.00,right,1473407136.087624
high,34,22.00,left,1473407137.376237
high,59,34.50,right,1473407138.979438
low,79,44.50,right,1473407140.460823
low,118,64.00,right,1473407142.010349
mid,11,10.50,left,1473407143.531721
high,119,64.50,right,1473407145.024458
high,104,57.00,right,1473407146.531919
low,8,9.00,right,1473407148.067055
mid,92,51.00,right,1473407149.656268
low,2,6.00,left,1473407151.054532
high,1,5.50,left,1473407152.607088
low,0,5.00,left,1473407154.049272
high,25,17.50,left,1473407155.736068
mid,7,8.50,left,1473407156.995932
mid,4,7.00,left,1473407158.462038
mid,21,15.50,left,1473407160.011376
low,46,28.00,right,1473407161.657825
low,95,52.50,right,1473407163.096640
high,30,20.00,left,1473407164.700634
high,85,47.50,right,1473407166.194606
mid,93,51.50,right,1473407167.482137
high,66,38.00,right,1473407169.154097
mid,57,33.50,right,1473407170.539613
high,72,41.00,right,1473407172.006860
low,89,49.50,right,1473407173.526989
low,25,17.50,left,1473407174.992879
mid,95,52.50,right,1473407176.513065
low,56,33.00,right,1473407178.239878
mid,101,55.50,right,1473407179.486537
mid,23,16.50,left,1473407181.089924
low,1,5.50,left,1473407182.487018
high,116,63.00,right,1473407184.117890
mid,65,37.50,right,1473407185.557804
low,53,31.50,right,1473407186.995977
mid,49,29.50,right,1473407188.502991
mid,3,6.50,left,1473407189.994505
high,90,50.00,right,1473407191.558937
low,108,59.00,right,1473407193.010472
high,106,58.00,right,1473407194.408006
low,60,35.00,right,1473407195.955236
