object,stimulus,angle,response,time
low,21,15.50,left,1478766137.680076
mid,1,5.50,right,1478766139.258530
low,7,8.50,right,1478766140.470013
mid,43,26.50,left,1478766141.994798
low,12,11.00,right,1478766143.287876
low,100,55.00,left,1478766144.675456
high,72,41.00,left,1478766146.390821
mid,12,11.00,right,1478766147.996978
high,66,38.00,left,1478766149.263394
high,84,47.00,left,1478766150.897370
high,19,14.50,right,1478766152.475908
mid,82,46.00,left,1478766153.646572
low,104,57.00,left,1478766155.510971
high,116,63.00,left,1478766156.858607
high,7,8.50,left,1478766158.356436
mid,44,27.00,right,1478766160.343220
low,58,34.00,left,1478766161.554389
mid,15,12.50,right,1478766162.955938
high,118,64.00,left,1478766164.180878
mid,62,36.00,left,1478766165.991007
low,69,39.50,left,1478766167.365997
high,62,36.00,left,1478766168.849790
mid,6,8.00,right,1478766170.415340
low,20,15.00,left,1478766171.748521
low,116,63.00,left,1478766173.368187
low,19,14.50,right,1478766175.178801
mid,48,29.00,left,1478766176.539824
mid,71,40.50,left,1478766178.064198
high,77,43.50,left,1478766179.642524
high,0,5.00,right,1478766181.235293
mid,65,37.50,left,1478766182.678048
low,22,16.00,right,1478766184.256958
low,23,16.50,right,1478766185.618210
mid,85,47.50,left,1478766187.386973
high,74,42.00,left,1478766188.776224
high,39,24.50,left,1478766190.232651
low,38,24.00,left,1478766191.743946
high,17,13.50,right,1478766193.499394
mid,51,30.50,left,1478766195.064406
mid,31,20.50,NA,0.000000
high,53,31.50,left,1478766197.350990
low,31,20.50,right,1478766199.243993
mid,97,53.50,left,1478766200.824664
low,88,49.00,left,1478766202.335799
high,15,12.50,right,1478766203.819757
mid,4,7.00,right,1478766205.521138
high,94,52.00,left,1478766206.923619
low,78,44.00,left,1478766208.217228
high,18,14.00,left,1478766210.189477
low,67,38.50,left,1478766211.156075
mid,41,25.50,left,1478766212.708719
low,50,30.00,left,1478766214.096937
low,91,50.50,left,1478766215.580633
mid,77,43.50,left,1478766217.077404
mid,100,55.00,left,1478766218.656945
high,57,33.50,left,1478766220.100687
high,108,59.00,left,1478766221.583983
low,14,12.00,left,1478766223.285182
mid,50,30.00,right,1478766224.903888
high,6,8.00,right,1478766226.074707
high,24,17.00,left,1478766227.694553
mid,87,48.50,left,1478766229.124483
mid,74,42.00,left,1478766230.675885
high,29,19.50,right,1478766232.283734
mid,59,34.50,left,1478766233.768749
high,107,58.50,left,1478766235.252492
low,80,45.00,left,1478766236.846556
low,11,10.50,left,1478766239.242601
low,85,47.50,left,1478766239.351534
low,17,13.50,right,1478766241.421128
high,71,40.50,left,1478766242.523511
mid,117,63.50,left,1478766244.103718
low,96,53.00,left,1478766245.587791
mid,75,42.50,left,1478766247.003367
mid,101,55.50,left,1478766248.609712
low,76,43.00,left,1478766250.187398
mid,24,17.00,right,1478766251.929383
low,16,13.00,left,1478766253.222746
high,80,45.00,left,1478766254.543395
mid,22,16.00,left,1478766256.246062
low,105,57.50,left,1478766257.539157
high,81,45.50,left,1478766259.077451
high,109,59.50,left,1478766260.560411
high,67,38.50,left,1478766262.491530
low,97,53.50,left,1478766263.607977
low,92,51.00,left,1478766265.105057
mid,83,46.50,left,1478766266.521762
mid,108,59.00,left,1478766268.019136
low,89,49.50,left,1478766269.420214
high,28,19.00,right,1478766271.093860
mid,35,22.50,left,1478766272.399349
low,101,55.50,left,1478766274.059989
high,88,49.00,left,1478766275.544276
high,64,37.00,right,1478766277.477712
high,70,40.00,NA,0.000000
mid,10,10.00,left,1478766279.615311
