stimulus,angle,response,time
71,5.50,right,1474533498.523279
34,-13.00,left,1474533506.001593
15,-22.50,left,1474533507.415669
26,-17.00,left,1474533508.870281
46,-7.00,left,1474533510.449783
66,3.00,right,1474533512.039300
97,18.50,right,1474533513.468274
37,-11.50,left,1474533514.975707
55,-2.50,left,1474533516.593167
82,11.00,right,1474533518.031292
69,4.50,NA,0.000000
102,21.00,right,1474533521.046669
109,24.50,NA,0.000000
84,12.00,NA,0.000000
107,23.50,NA,0.000000
2,-29.00,left,1474533526.926003
81,10.50,left,1474533528.487892
21,-19.50,left,1474533529.993712
48,-6.00,right,1474533531.459760
117,28.50,right,1474533533.145015
58,-1.00,left,1474533534.529410
78,9.00,right,1474533535.982555
0,-30.00,left,1474533537.489182
24,-18.00,left,1474533538.969066
62,1.00,left,1474533540.736211
90,15.00,right,1474533541.778189
87,13.50,right,1474533543.423097
73,6.50,NA,0.000000
106,23.00,NA,0.000000
95,17.50,NA,0.000000
67,3.50,NA,0.000000
83,11.50,NA,0.000000
105,22.50,NA,0.000000
27,-16.50,left,1474533553.998967
65,2.50,NA,0.000000
111,25.50,left,1474533557.000063
28,-16.00,right,1474533558.507256
10,-25.00,left,1474533560.248049
104,22.00,right,1474533561.495317
36,-12.00,right,1474533563.130912
31,-14.50,left,1474533564.938114
11,-24.50,left,1474533566.103899
33,-13.50,left,1474533567.871333
59,-0.50,left,1474533569.339989
70,5.00,right,1474533570.682844
1,-29.50,left,1474533571.997105
5,-27.50,left,1474533573.463508
92,16.00,right,1474533575.150181
115,27.50,right,1474533576.715243
50,-5.00,right,1474533578.485281
23,-18.50,left,1474533579.705244
57,-1.50,left,1474533581.227295
16,-22.00,left,1474533582.583629
22,-19.00,left,1474533584.036973
112,26.00,right,1474533585.530192
96,18.00,right,1474533586.902287
60,0.00,right,1474533588.562463
63,1.50,right,1474533589.987189
116,28.00,right,1474533591.453278
8,-26.00,left,1474533593.029729
43,-8.50,left,1474533594.454673
49,-5.50,left,1474533596.018397
53,-3.50,left,1474533597.730829
113,26.50,right,1474533598.896685
56,-2.00,left,1474533600.487211
18,-21.00,left,1474533602.159951
72,6.00,right,1474533603.477164
32,-14.00,left,1474533604.971968
76,8.00,right,1474533606.398112
89,14.50,left,1474533607.892841
103,21.50,right,1474533609.374048
108,24.00,right,1474533610.701934
77,8.50,right,1474533612.305173
79,9.50,right,1474533613.825429
110,25.00,right,1474533615.416343
98,19.00,right,1474533616.882965
88,14.00,right,1474533618.294414
99,19.50,right,1474533619.787062
74,7.00,right,1474533621.349276
39,-10.50,left,1474533622.939291
100,20.00,right,1474533624.325793
13,-23.50,left,1474533625.822019
38,-11.00,right,1474533627.084557
119,29.50,left,1474533628.661295
35,-12.50,left,1474533630.210555
91,15.50,right,1474533631.596045
118,29.00,right,1474533633.076672
44,-8.00,left,1474533634.583795
12,-24.00,left,1474533636.117450
93,16.50,right,1474533637.487782
54,-3.00,right,1474533638.845262
17,-21.50,left,1474533640.531035
45,-7.50,left,1474533642.067425
64,2.00,right,1474533643.493437
101,20.50,right,1474533645.223047
61,0.50,left,1474533647.019720
86,13.00,right,1474533648.293745
9,-25.50,left,1474533649.706051
47,-6.50,left,1474533651.214768
94,17.00,right,1474533652.515445
25,-17.50,left,1474533653.940663
40,-10.00,left,1474533655.531209
20,-20.00,left,1474533657.025215
6,-27.00,left,1474533658.449812
114,27.00,right,1474533659.860552
3,-28.50,left,1474533661.382681
75,7.50,left,1474533662.752149
85,12.50,right,1474533664.493054
29,-15.50,left,1474533665.972495
19,-20.50,left,1474533667.426040
7,-26.50,left,1474533668.824715
68,4.00,right,1474533670.236065
30,-15.00,left,1474533671.907705
14,-23.00,left,1474533673.277836
80,10.00,right,1474533674.633415
52,-4.00,left,1474533676.320001
4,-28.00,left,1474533677.909343
42,-9.00,left,1474533679.390120
41,-9.50,left,1474533680.883748
51,-4.50,left,1474533682.433301
