object,obj.idx,table,tab.idx,time
high,24,hor,60,1478271918.090412
high,63,hor,60,1478271919.642737
high,106,hor,60,1478271921.230553
high,29,hor,60,1478271922.688628
high,85,hor,60,1478271924.145884
high,111,hor,60,1478271925.569186
high,46,hor,60,1478271926.994928
high,60,hor,60,1478271928.586538
high,14,hor,60,1478271930.178966
high,110,hor,60,1478271931.705359
high,59,hor,60,1478271933.129523
high,70,hor,60,1478271934.551576
high,76,hor,60,1478271935.974980
high,11,hor,60,1478271937.562383
high,97,hor,60,1478271939.116931
high,7,hor,60,1478271940.708151
high,13,hor,60,1478271942.264913
high,65,hor,60,1478271943.792332
high,96,hor,60,1478271945.215496
high,32,hor,60,1478271946.704970
high,17,hor,60,1478271948.099155
high,114,hor,60,1478271949.523288
high,84,hor,60,1478271951.045719
high,47,hor,60,1478271952.598435
high,26,hor,60,1478271954.053790
high,104,hor,60,1478271955.608182
high,90,hor,60,1478271957.127476
high,91,hor,60,1478271958.552047
high,12,hor,60,1478271960.007869
high,18,hor,60,1478271961.565737
high,64,hor,60,1478271963.053873
high,19,hor,60,1478271964.508847
high,107,hor,60,1478271966.029984
high,102,hor,60,1478271967.589189
high,81,hor,60,1478271969.011014
high,15,hor,60,1478271970.499265
high,27,hor,60,1478271971.921249
high,87,hor,60,1478271973.378805
high,10,hor,60,1478271974.901733
high,2,hor,60,1478271976.488673
high,28,hor,60,1478271977.977406
high,20,hor,60,1478271979.431040
high,44,hor,60,1478271980.886665
high,95,hor,60,1478271982.378441
high,108,hor,60,1478271983.802853
high,75,hor,60,1478271985.358009
high,100,hor,60,1478271986.911861
high,51,hor,60,1478271988.365027
high,33,hor,60,1478271989.954776
high,50,hor,60,1478271991.477506
high,94,hor,60,1478271993.001336
high,35,hor,60,1478271994.456604
high,5,hor,60,1478271995.977940
high,3,hor,60,1478271997.505336
high,67,hor,60,1478271998.960786
high,112,hor,60,1478272000.384938
high,101,hor,60,1478272001.807319
high,38,hor,60,1478272003.294403
high,6,hor,60,1478272004.914969
high,56,hor,60,1478272006.500638
high,66,hor,60,1478272007.958563
high,30,hor,60,1478272009.352840
high,119,hor,60,1478272010.909351
high,42,hor,60,1478272012.465847
high,16,hor,60,1478272014.021692
high,55,hor,60,1478272015.508367
high,52,hor,60,1478272016.996865
high,36,hor,60,1478272018.587362
high,105,hor,60,1478272020.041676
high,98,hor,60,1478272021.532446
high,109,hor,60,1478272023.088073
high,21,hor,60,1478272024.608930
high,0,hor,60,1478272026.063641
high,49,hor,60,1478272027.555394
high,78,hor,60,1478272029.048018
high,118,hor,60,1478272030.534997
high,41,hor,60,1478272032.025191
high,25,hor,60,1478272033.583851
high,113,hor,60,1478272035.172523
high,34,hor,60,1478272036.662416
high,103,hor,60,1478272038.084365
high,99,hor,60,1478272039.509152
high,93,hor,60,1478272040.934553
high,77,hor,60,1478272042.356238
high,74,hor,60,1478272043.844858
high,116,hor,60,1478272045.303610
high,68,hor,60,1478272046.861265
high,115,hor,60,1478272048.347512
high,92,hor,60,1478272049.769193
high,1,hor,60,1478272051.358612
high,23,hor,60,1478272052.947276
high,89,hor,60,1478272054.469715
high,43,hor,60,1478272055.893869
high,48,hor,60,1478272057.350678
high,8,hor,60,1478272058.839094
high,22,hor,60,1478272060.424932
high,4,hor,60,1478272062.011816
high,53,hor,60,1478272063.531922
high,83,hor,60,1478272065.053420
high,9,hor,60,1478272066.512504
high,45,hor,60,1478272068.066941
high,62,hor,60,1478272069.526118
high,86,hor,60,1478272071.084029
high,82,hor,60,1478272072.540099
high,54,hor,60,1478272073.962456
high,31,hor,60,1478272075.482503
high,72,hor,60,1478272077.004343
high,71,hor,60,1478272078.527927
high,79,hor,60,1478272080.085567
high,37,hor,60,1478272081.542521
high,58,hor,60,1478272082.962650
high,69,hor,60,1478272084.452700
high,80,hor,60,1478272085.874417
high,57,hor,60,1478272087.328508
high,88,hor,60,1478272088.718598
high,61,hor,60,1478272090.140544
high,39,hor,60,1478272091.631457
high,117,hor,60,1478272093.187948
high,73,hor,60,1478272094.709454
high,40,hor,60,1478272096.267590
