object,stimulus,angle,response,time
low,92,51.00,right,1467790725.245153
mid,93,51.50,right,1467790726.616910
low,72,41.00,right,1467790728.097176
low,47,28.50,left,1467790729.702620
high,107,58.50,right,1467790731.095353
mid,24,17.00,left,1467790732.562746
high,39,24.50,right,1467790734.303177
high,113,61.50,right,1467790735.589905
mid,1,5.50,left,1467790736.973833
high,1,5.50,left,1467790738.521773
low,18,14.00,left,1467790739.987890
mid,8,9.00,left,1467790741.496115
low,105,57.50,right,1467790743.126504
mid,95,52.50,right,1467790744.619583
mid,19,14.50,left,1467790746.156176
high,104,57.00,right,1467790747.606439
low,13,11.50,left,1467790749.099615
high,100,55.00,right,1467790750.604210
mid,107,58.50,right,1467790752.056823
high,71,40.50,right,1467790753.536427
mid,39,24.50,left,1467790755.165268
low,83,46.50,right,1467790756.700704
high,43,26.50,left,1467790758.112337
low,46,28.00,right,1467790759.620474
mid,118,64.00,right,1467790761.071867
high,50,30.00,left,1467790762.538861
high,54,32.00,right,1467790763.936453
high,37,23.50,left,1467790765.472134
low,50,30.00,left,1467790767.006450
high,88,49.00,right,1467790768.565564
low,3,6.50,left,1467790769.907979
mid,86,48.00,right,1467790771.360108
low,57,33.50,left,1467790772.934803
low,37,23.50,left,1467790774.537031
mid,26,18.00,left,1467790776.000464
mid,74,42.00,right,1467790777.560888
high,115,62.50,right,1467790779.023656
high,15,12.50,left,1467790780.435305
low,49,29.50,left,1467790781.955791
low,99,54.50,right,1467790783.476254
mid,100,55.00,right,1467790785.008878
high,51,30.50,right,1467790786.665272
mid,37,23.50,left,1467790788.171598
mid,5,7.50,left,1467790789.555477
mid,67,38.50,right,1467790790.911402
low,81,45.50,right,1467790792.490306
low,8,9.00,left,1467790793.942953
high,92,51.00,right,1467790795.411969
high,9,9.50,left,1467790796.974910
high,32,21.00,left,1467790798.414571
low,63,36.50,right,1467790799.852465
mid,12,11.00,left,1467790801.622219
high,10,10.00,left,1467790802.912092
low,76,43.00,right,1467790804.448325
mid,108,59.00,right,1467790805.955020
low,29,19.50,left,1467790807.338831
low,21,15.50,left,1467790808.749545
mid,109,59.50,right,1467790810.299714
high,31,20.50,left,1467790811.764143
mid,36,23.00,left,1467790813.393158
low,34,22.00,left,1467790814.735658
mid,58,34.00,left,1467790816.338510
low,14,12.00,left,1467790817.941847
high,112,61.00,right,1467790819.177093
high,41,25.50,left,1467790820.765693
mid,90,50.00,right,1467790822.435761
low,65,37.50,left,1467790823.876143
mid,4,7.00,left,1467790825.396668
high,46,28.00,right,1467790827.082273
low,55,32.50,left,1467790828.476763
mid,65,37.50,right,1467790830.025764
high,18,14.00,left,1467790831.341720
high,79,44.50,right,1467790832.975852
low,51,30.50,left,1467790834.468950
mid,80,45.00,right,1467790836.030006
high,60,35.00,right,1467790837.590657
mid,106,58.00,right,1467790839.031382
low,59,34.50,left,1467790840.525293
mid,49,29.50,right,1467790842.155591
low,58,34.00,left,1467790843.761713
mid,64,37.00,right,1467790845.105404
high,101,55.50,right,1467790846.628742
low,4,7.00,left,1467790847.972740
high,116,63.00,right,1467790849.398647
low,85,47.50,left,1467790851.071951
mid,68,39.00,right,1467790852.635184
mid,83,46.50,right,1467790854.115408
low,87,48.50,right,1467790855.665964
high,67,38.50,right,1467790857.337688
high,5,7.50,left,1467790858.532520
low,74,42.00,right,1467790859.972078
mid,13,11.50,left,1467790861.426256
high,16,13.00,left,1467790862.852310
low,114,62.00,right,1467790864.400078
